CURSO-TECNICO-PROFISSIONALIZANTE,Fim.1,Quantidade,GRADUACAO,Fim.2,Quantidade,MESTRADO,Fim.4,Quantidade,DOUTORADO,Fim.5,Quantidade
,,,Engenharia Civil,1993.0,1,Engenharia Metalúrgica E De Materiais,2019.0,1.0,,,
,,,Engenharia Mecânica / Aeronáutica,2004.0,1,Engenharia Metalúrgica E De Minas,1982.0,1.0,,,
,,,Engenharia Mecatrônica,2009.0,1,Engenharia Metalúrgica E De Minas,1987.0,1.0,,,
,,,Engenharia Mecatrônica,2011.0,1,Engenharia Metalúrgica E De Minas,1990.0,1.0,,,
,,,Engenharia Mecatrônica,2016.0,1,Engenharia De Estruturas,2005.0,1.0,,,
,,,Engenharia Mecânica,1978.0,1,Engenharia De Defesa,2021.0,1.0,,,
,,,Engenharia Mecânica,1981.0,1,Comunicação Social,2019.0,1.0,,,
,,,Engenharia Mecânica,1982.0,1,Educação,2007.0,1.0,,,
,,,Engenharia Mecânica,1983.0,1,"Ecologia, Conservacao E Manejo Da Vida Silvestre",2009.0,1.0,,,
,,,Engenharia Mecânica,1984.0,1,"Ecologia, Conservacao E Manejo Da Vida Silvestre",2011.0,1.0,,,
,,,Engenharia Mecânica,1990.0,1,Economia,2012.0,1.0,,,
,,,Engenharia Mecânica,1992.0,1,Economia,2013.0,1.0,,,
,,, De Licenciatura Esquema 2,1993.0,1,Economia Aplicada,2004.0,1.0,,,
,,,Engenharia Mecânica,1995.0,1,Economia Doméstica,2010.0,1.0,,,
,,,Engenharia Mecânica,1996.0,1,Educação,2006.0,1.0,,,
,,,Engenharia Mecânica,1997.0,1,Educação,2008.0,1.0,,,
,,,Engenharia Mecânica,2003.0,1,Educação Em Ciências,2005.0,1.0,,,
,,,Engenharia Mecânica,2006.0,1,Educação,2013.0,1.0,,,
,,,Engenharia Mecânica,2008.0,1,Educação,2014.0,1.0,,,
,,,Engenharia Mecânica,2016.0,1,Educação,2016.0,1.0,,,
,,,Engenharia Mecânica,2018.0,1,Educação,2017.0,1.0,,,
,,,Engenharia Mecatrônica,2002.0,1,Educação,2018.0,1.0,,,
,,,Engenharia Mecanica E De Automóveis,1998.0,1,Educação,2019.0,1.0,,,
,,,Engenharia Mecanica,2002.0,1,Educação,2021.0,1.0,,,
,,,Engenharia Industrial Mecânica,2001.0,1,"Ecologia, Conservacao E Manejo Da Vida Silvestre",2008.0,1.0,,,
,,,Engenharia Industrial Elétrica,2010.0,1,Ecologia De Biomas Tropicais,2017.0,1.0,,,
,,,Engenharia Industrial Mecanica,1984.0,1,Ecologia (conservação E Manejo Da Vida Silvestre),2016.0,1.0,,,
,,,Engenharia Industrial Mecanica,1986.0,1,Ecologia (conservação E Manejo Da Vida Silvestre),2003.0,1.0,,,
,,,Engenharia Industrial Mecanica,1994.0,1,Construção Civil,2007.0,1.0,,,
,,,Engenharia Industrial Mecanica,2006.0,1,Construção Civil,2013.0,1.0,,,
,,,Engenharia Industrial Mecânica,1986.0,1,Construção Civil,2015.0,1.0,,,
,,,Engenharia Industrial Mecânica,1988.0,1,Construção Civil,2016.0,1.0,,,
,,,Engenharia Industrial Mecânica,1995.0,1,Demografia,2000.0,1.0,,,
,,,Engenharia Industrial Mecânica,2002.0,1,Demografia,2010.0,1.0,,,
,,,Engenharia Mecanica,1999.0,1,Desenvolvimento E Meio Ambiente,2013.0,1.0,,,
,,,Engenharia Industrial Mecânica,2005.0,1,"Desenvolvimento, Tecnologias E Sociedade",2017.0,1.0,,,
,,,Engenharia Industrial Mecânica,2006.0,1,Direito,2009.0,1.0,,,
,,,Engenharia Industrial Mecânica,2008.0,1,Direito,2012.0,1.0,,,
,,,Engenharia Industrial Mecânica,2012.0,1,Direito,2015.0,1.0,,,
,,,Engenharia Industrial Mecânica,2013.0,1,Direito Ambiental E Desenvolvimento Sustentável,2016.0,1.0,,,
,,,Engenharia Insutrial Eletrica,1984.0,1,Direito Internacional Publico,2000.0,1.0,,,
,,,Engenharia Mecanica,1990.0,1,Ecologia,2021.0,1.0,,,
,,,Engenharia Mecanica,1997.0,1,Ecologia (conservação E Manejo Da Vida Silvestre),2001.0,1.0,,,
,,,Engenharia Mecânica (ênfase Mecatrônica),2004.0,1,Educação E Docência/mp,2015.0,1.0,,,
,,,Engenharia Mecânica Com Ênfase Mecatrônica,2001.0,1,Educação Física,2006.0,1.0,,,
,,,Engenharia Civil,1996.0,1,Engenharia De Alimentos,2006.0,1.0,,,
,,,Engenharia Mecânica Enfase Em Automação E Sistemas,2004.0,1,Engenharia Civil,2021.0,1.0,,,
,,,Estatística,2008.0,1,Engenharia Ambiental,2012.0,1.0,,,
,,,Estatística,2009.0,1,Engenharia Ambiental,2014.0,1.0,,,
,,,Estatística,2011.0,1,Engenharia Ambiental,2021.0,1.0,,,
,,,Estatística,2012.0,1,Engenharia Biomédica,2008.0,1.0,,,
,,,Estudos Lingüísticos,2013.0,1,Engenharia Biomédica,2021.0,1.0,,,
,,,Exchange Program In Environmental Sciences,2007.0,1,Engenharia Civil,1994.0,1.0,,,
,,,Famácia,2011.0,1,Engenharia Civil,2014.0,1.0,,,
,,,Farmacia Bioquímica,2007.0,1,Engenharia Civil - Concentração Estruturas,2010.0,1.0,,,
,,,Farmácia,1988.0,1,Educação Física,2009.0,1.0,,,
,,,Farmácia,1989.0,1,Engenharia Civil - Ecv/ufsc,2009.0,1.0,,,
,,,Farmácia,1992.0,1,Engenharia Civil - Saneamento Ambiental,2008.0,1.0,,,
,,,Farmácia,2001.0,1,Engenharia Civil - Área De Concetração Estruturas,2013.0,1.0,,,
,,,Farmácia,2002.0,1,Engenharia Da Computação E Modelagem Matemática,2018.0,1.0,,,
,,,Farmácia,2004.0,1,Engenharia Da Energia,2010.0,1.0,,,
,,,Farmácia,2005.0,1,Engenharia Da Energia,2016.0,1.0,,,
,,,Farmácia,2007.0,1,Engenharia Da Energia - Cefet/mg - Ufsj,2013.0,1.0,,,
,,,Farmácia,2008.0,1,Engenharia Ambiental,2011.0,1.0,,,
,,,Farmácia,2009.0,1,Engenharia Ambiental,2008.0,1.0,,,
,,,Farmácia,2012.0,1,Engenharia Ambiental,1997.0,1.0,,,
,,,Estatística,2006.0,1,Engenharia Agrícola,2018.0,1.0,,,
,,,Estatística,2002.0,1,Educação Física,2011.0,1.0,,,
,,,Estatística,1998.0,1,Educação Tecnológica,1992.0,1.0,,,
,,,Engenharia Plena,1993.0,1,Educação Tecnológica,2006.0,1.0,,,
,,,Engenharia Metalurgica,2003.0,1,Educação Tecnológica,2021.0,1.0,,,
,,,Engenharia Metalurgica,2011.0,1,Enfermagem,2006.0,1.0,,,
,,,Engenharia Metalúrgica,1976.0,1,Enfermagem,2014.0,1.0,,,
,,,Engenharia Metalúrgica,1995.0,1,Enfermagem,2015.0,1.0,,,
,,,Engenharia Metalúrgica,2014.0,1,Enfermagem,2017.0,1.0,,,
,,,Engenharia Metalúrgica,2016.0,1,Enfermagem,2018.0,1.0,,,
,,,Engenharia Metalúrgica,2017.0,1,Enfermagem,2021.0,1.0,,,
,,,Engenharia Operacional Elétrica,1980.0,1,Engenharia Aeronâutica E Mecânica,2007.0,1.0,,,
,,,Engenharia Quimica,1993.0,1,Engenharia Aeronâutica E Mecânica,2009.0,1.0,,,
,,,Estatística,1995.0,1,Engenharia Aeronâutica E Mecânica,2018.0,1.0,,,
,,,Engenharia Química,1973.0,1,Engenharia Agrícola,2014.0,1.0,,,
,,,Engenharia Química,1990.0,1,Engenharia Agrícola,2015.0,1.0,,,
,,,Engenharia Química,2011.0,1,Zootecnia,2017.0,1.0,,,
,,,Engenharia Química,2012.0,1,,,,,,
,,,Engenharia Química,2013.0,1,,,,,,
,,,Engenharia Química,2016.0,1,,,,,,
,,,Engenharia Química,2017.0,1,,,,,,
,,,Engenharia Sanitária E Ambiental,2007.0,1,,,,,,
,,,Engenharia Industrial Elétrica,2004.0,1,,,,,,
,,,Engenharia Industrial Elétrica,2001.0,1,,,,,,
,,,Engenharia Industrial Elétrica,1998.0,1,,,,,,
,,,Engenharia Industrial Elétrica,1996.0,1,,,,,,
,,,Engenharia De Produção,2005.0,1,,,,,,
,,,Engenharia De Produção,2012.0,1,,,,,,
,,,Engenharia De Produção,2013.0,1,,,,,,
,,,Engenharia De Produção,2020.0,1,,,,,,
,,,Engenharia De Produção - Agroindústria,2016.0,1,,,,,,
,,,Engenharia De Produção Civil,2007.0,1,,,,,,
,,,Engenharia De Produção Civil,2011.0,1,,,,,,
,,,Engenharia De Produção Civil,2014.0,1,,,,,,
,,,Engenharia De Produção E Engenharia Civil,2006.0,1,,,,,,
,,,Engenharia De Telecomunicações,2006.0,1,,,,,,
,,,Engenharia De Telecomunicações,2010.0,1,,,,,,
,,,Engenharia De Transportes,2016.0,1,,,,,,
,,,Engenharia Eletrica,1972.0,1,,,,,,
,,,Engenharia Eletrica,1997.0,1,,,,,,
,,,Engenharia Eletrica,2000.0,1,,,,,,
,,,Engenharia Eletrica,2011.0,1,,,,,,
,,,Engenharia Eletrica,2014.0,1,,,,,,
,,,Engenharia Eletronica E De Telecomunicacao,2006.0,1,,,,,,
,,,Engenharia Eletronica E Telecomunicação,2005.0,1,,,,,,
,,,Engenharia De Produção,2003.0,1,,,,,,
,,,Engenharia De Operações Mecânica,1980.0,1,,,,,,
,,,Engenharia De Operação Mecânica,1977.0,1,,,,,,
,,,Engenharia De Controle E Automação,2005.0,1,,,,,,
,,,Engenharia Civil,1999.0,1,,,,,,
,,,Engenharia Civil,2001.0,1,,,,,,
,,,Engenharia Civil,2008.0,1,,,,,,
,,,Engenharia De Alimentos,2008.0,1,,,,,,
,,,Engenharia De Automação Industrial,2012.0,1,,,,,,
,,,Engenharia De Automação Industrial,2013.0,1,,,,,,
,,,Engenharia De Computação,2011.0,1,,,,,,
,,,Engenharia De Controle E Automação,1999.0,1,,,,,,
,,,Engenharia De Controle E Automação,2008.0,1,,,,,,
,,,Engenharia De Operação Elétrica,1981.0,1,,,,,,
,,,Engenharia De Controle E Automação,2012.0,1,,,,,,
,,,Engenharia De Energia,2013.0,1,,,,,,
,,,Engenharia De Energia,2018.0,1,,,,,,
,,,Engenharia De Infra Estrutura Aeronáutica,2007.0,1,,,,,,
,,,Engenharia De Materiais,2009.0,1,,,,,,
,,,Engenharia De Materiais,2018.0,1,,,,,,
,,,Engenharia De Minas,1987.0,1,,,,,,
,,,Engenharia De Minas,2018.0,1,,,,,,
,,,Engenharia Eletrônica,2008.0,1,,,,,,
,,,Engenharia Eletrônica,2010.0,1,,,,,,
,,,Engenharia Eletrônica E De Telecomuniações,2000.0,1,,,,,,
,,,Engenharia Industrial Eletrica,1999.0,1,,,,,,
,,,Engenharia Elétrica Industrial,2009.0,1,,,,,,
,,,Engenharia Elétrica Sistemas Eletrônicos E Telecom,1997.0,1,,,,,,
,,,Engenharia Elétricva,1991.0,1,,,,,,
,,,Engenharia Florestal,2015.0,1,,,,,,
,,,Engenharia Florestal,2016.0,1,,,,,,
,,,Engenharia Geológica,2010.0,1,,,,,,
,,,Engenharia Geológica,2015.0,1,,,,,,
,,,Engenharia Industrial Eletrica,1990.0,1,,,,,,
,,,Engenharia Industrial Eletrica,2000.0,1,,,,,,
,,,Engenharia Elétrica,2020.0,1,,,,,,
,,,Engenharia Industrial Eletrica,2002.0,1,,,,,,
,,,Engenharia Industrial Eletrica,2010.0,1,,,,,,
,,,Engenharia Industrial Elétrica,1986.0,1,,,,,,
,,,Engenharia Industrial Elétrica,1988.0,1,,,,,,
,,,Engenharia Industrial Elétrica,1989.0,1,,,,,,
,,,Engenharia Industrial Elétrica,1991.0,1,,,,,,
,,,Engenharia Industrial Elétrica,1993.0,1,,,,,,
,,,Engenharia Industrial Elétrica,1994.0,1,,,,,,
,,,Engenharia Elétrica - Energia,2016.0,1,,,,,,
,,,Engenharia Elétrica,2017.0,1,,,,,,
,,,Engenharia Eletrônica E De Telecomunicação,2000.0,1,,,,,,
,,,Engenharia Eletrônica E De Telecomunicações,2014.0,1,,,,,,
,,,Engenharia Eletrônica E De Telecomunicação,2001.0,1,,,,,,
,,,Engenharia Eletrônica E De Telecomunicação,2013.0,1,,,,,,
,,,Engenharia Eletrônica E De Telecomunicações,2002.0,1,,,,,,
,,,Engenharia Eletrônica E De Telecomunicações,2004.0,1,,,,,,
,,,Engenharia Eletrônica E De Telecomunicações,2009.0,1,,,,,,
,,,Engenharia Eletrônica E De Telecomunicações,2011.0,1,,,,,,
,,,Engenharia Eletrônica E De Telecomunicações,2012.0,1,,,,,,
,,,Engenharia Eletrônica E De Telecomunicações,2013.0,1,,,,,,
,,,Engenharia Elétrica,1970.0,1,,,,,,
,,,Engenharia Elétrica,2005.0,1,,,,,,
,,,Engenharia Elétrica,1975.0,1,,,,,,
,,,Engenharia Elétrica,1982.0,1,,,,,,
,,,Engenharia Elétrica,1983.0,1,,,,,,
,,,Engenharia Elétrica,1985.0,1,,,,,,
,,,Engenharia Elétrica,1986.0,1,,,,,,
,,,Engenharia Elétrica,1993.0,1,,,,,,
,,,Engenharia Elétrica,1998.0,1,,,,,,
,,,Engenharia Elétrica,2004.0,1,,,,,,
,,,Zootecnia,2001.0,1,,,,,,
