Identificador,Cidade de Origem,Estado de Origem,País de Origem,Instituição de Atuação,Cidade de Atuação,Estado de Atuação,País de Atuação
6788100812477076,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
6812978410379964,Rio Pardo de Minas,MG,Brasil,Instituto Federal de Educação Ciência e Tecnologia do Norte de Minas Gerais,Salinas,MG,Brasil
6843645057094955,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
6847041369822617,Belo Horizonte,MG,Brasil,Instituto Severino Ballesteros
6868625188674966,Belo Horizonte,MG,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte",Macau,RN,Brasil
6882627771050638,Belo Horizonte,MG,Brasil,Prefeitura Municipal de Contagem
6883212125157607,Belo Horizone,MG,Brasil,Petra
6949728825206101,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
6969766532573226,BELO HORIZONTE,MG,Brasil,Fundação de Ensino de Contagem - unidade CENTEC,Contagem,MG,Brasil
6970748823753193,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
6972706454904139,Ouro Preto,MG,Brasil,Escola Municipal Santos Dumont
7028073406499988,Belo Horizinte,MG,Brasil,Instituto Federal do Sudeste de Minas Gerais,Rio Pomba,MG,Brasil
7066103083262527,Belém,PA,Brasil,Fundação Ezequiel Dias,Belo Horizonte,MG,Brasil
,Vitória,ES,Brasil,E. R. Consultoria e treinamento Ltda.,Vitória,ES,Brasil
7106499158354127,Coronel Fabriciano,MG,Brasil,Universidade Federal de Santa Maria,Cachoeira do Sul,RS,Brasil
7116855199338507,Belo Horizonte,MG,Brasil,Magalhães Consultoria e Engenharia Ltda.,Belo Horizonte,MG,Brasil
7163700102111914,Belo Horizonte,MG,Brasil,Secretaria de Estado de Planejamento e Gestão,Belo Horizonte,MG,Brasil
7215497120261203,BELO HORIZONTE,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
7217609115403200,Niterói,RJ,Brasil,Empresa de Pesquisa Energética,Rio de Janeiro,RJ,Brasil
7232050338800519,Ipatinga,MG,Brasil,Amplo Engenharia e Gestão de Projetos Ltda,Belo Horizonte,MG,Brasil
7291095895838356,Belo Horizonte,MG,Brasil,Universidade Federal de Viçosa,Vicosa,MG,Brasil
7361504745437659,Belo Horizonte,MG,Brasil,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,Belo Horizonte,MG,Brasil
7370501119196486,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Divinópolis,MG,Brasil
,Fortaleza,CE,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia do Ceará",Fortaleza,CE,Brasil
7429339514035681,Divinópolis,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Divinópolis,MG,Brasil
7451467978081605,Baependi,MG,Brasil,Universidade Estadual de Mato Grosso do Sul
7569661767822495,Belo Horizonte,MG,Brasil,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,Brasília,DF,Brasil
7570808562726658,Belo Horizonte,MG,Brasil,Universidade Federal de Juiz de Fora,Juiz de Fora,MG,Brasil
7626593976480453,Rio Branco,AC,Brasil,Universidade Federal do Acre,Rio Branco,AC,Brasil
7643533390193970,Ouro Preto,MG,Brasil,Universidade Federal de Ouro Preto,João Monlevade,MG,Brasil
7652014314041167,Montes Claros,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
7688578282767641,Belo Horizonte,MG,Brasil,Tagna Tecnologia
7689785700413274,Timóteo,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Timóteo,MG,Brasil
7747832478749777,Florianopolis,SC,Brasil,STARTA - Empreendedorismo e Inovação,Belo Horizonte,MG,Brasil
7822224328615491,Dom Cavati,MG,Brasil,Companhia Vale do Rio Doce,Santa Luzia,MG,Brasil
7850965343117685,Belo Horizonte,MG,Brasil,Universidade do Estado de Minas Gerais
7905974460752487,,,Brasil,Instituto Federal de Santa Catarina
7957250036337436,BELO HORIZONTE,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
7966499881647262,Rio Pomba,MG,Brasil,Instituto Federal do Sudeste de Minas Gerais,Rio Pomba,MG,Brasil
7988135535723617,Montes Claros,MG,Brasil,Instituto Federal de Educação Ciência e Tecnologia do Norte de Minas Gerais
8027777710701314,Contagem,MG,Brasil,Companhia de Saneamento de Minas Gerais
8111708864498322,Belo Horizonte,MG,Brasil,KAMPMANN do Brasil Ltda.,Belo Horizonte,MG,Brasil
8141302872872597,BELO HORIZONTE,MG,Brasil,Universidade Federal de Ouro Preto,Ouro Preto,MG,Brasil
8178787669759338,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
8301524107910007,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
8376134230259399,Belo Horizonte,MG,Brasil,Instituto Brasileiro de Informação em Ciência e Tecnologia,Brasília,DF,Brasil
8402004260858548,Formiga,MG,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais",Passos,MG,Brasil
8417588276454700,Ipatinga,MG,Brasil,Universidade Federal de Itajubá,Itabira,MG,Brasil
8441223005798737,São Caetano do Sul,SP,Brasil,Departamento Nacional de Infraestrutura de Transportes,Belo Horizonte,MG,Brasil
8449292324218198,Belo Horizonte,MG,Brasil,Centro Universitário de Belo Horizonte,Belo Horizonte,MG,Brasil
8472333663591219,Belo Horizonte,MG,Brasil,Centro Universitário de Belo Horizonte,Belo Horizonte,MG,Brasil
8503315821130965,Belo Horizonte,MG,Brasil,Universidade Federal de São João Del-Rei,Ouro Branco,MG,Brasil
8503437006348504,Bambui,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8519753244373407,Contagem,MG,Brasil,Curto Circuito
8538120989783634,Contagem,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8544922263187197,Leopoldina,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Leopoldina,MG,Brasil
8555295650221733,Belo Horizonte,MG,Brasil,Universidade de Brasília,Brasília,DF,Brasil
8562158827522579,Belo Horizonte,MG,Brasil,Universidade Federal de São João Del-Rei,Divinopolis,MG,Brasil
8568632277199085,Capelinha,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
8577699622829491,Belo Horizonte,MG,Brasil,Universidade Federal da Paraíba,João Pessoa,PB,Brasil
8579338858420079,Belo Horizonte,MG,Brasil,Instituto Federal Goiano - Campus Urutaí,Urutaí,GO,Brasil
8590603720352585,Belo Horizonte,MG,Brasil,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",Formiga,MG,Brasil
8635382501570999,Regente Feijó,SP,Brasil,Instituto Federal de São Paulo,Sertãozinho,SP,Brasil
8697236903588512,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Curvelo,MG,Brasil
8727172704273748,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8769784360922135,Belo Horizonte,MG,Brasil,Fundação Centro Tecnológico de Minas Gerais,Belo Horizonte,MG,Brasil
8855963960627022,Santa Bárbara,MG,Brasil,Petrobrás
8891697482850065,Divinópolis,MG,Brasil,WASTE MANAGEMENT
8924295917311081,Belo Horizonte,MG,Brasil,National University of Kyiv-Mohyla Academy,Kyiv,,Ucrânia
8927063386078425,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
9004358821447092,Belo Horizonte,MG,Brasil,Comissão Nacional de Energia Nuclear,Rio de Janeiro,RJ,Brasil
9016699893911674,Colatina,ES,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo",Vitória,ES,Brasil
9053491939836474,São Petersburgo,,Rússia,Aplasys
9193729287582659,Ipatinga,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
9221554883649374,Itaúna,MG,Brasil,Universidade Federal de São João Del-Rei,Ouro Branco,MG,Brasil
9269969329502715,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
9306302347633373,Divinopolis,,Angola,Centro Federal de Educação Tecnológica de Minas Gerais,Divinópolis,MG,Brasil
9345498036960185,Belo Horizonte,MG,Brasil,Universidade Federal da Paraíba,Bananeiras,PB,Brasil
9356519057167011,Belo Horizonte,MG,Brasil,H3M Soluções Ambientais e GIS
9387315717849927,Formiga,MG,Brasil,Universidade Federal de Minas Gerais
9404693559107143,Araxá,MG,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia de Goiás",Itumbiara,GO,Brasil
9412048303683562,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
9439187681387352,Alegre,ES,Brasil,Universidade do Estado do Amazonas,Manaus,AM,Brasil
9495038512676847,,MG,Brasil,Instituto de Pesquisa Econômica Aplicada - DF,Brasília,DF,Brasil
9577967923659176,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Contagem,MG,Brasil
9589927393728395,Dores do Indaiá,MG,Brasil,Universidade Federal de São João Del-Rei,Ouro Branco,MG,Brasil
9600454252198935,Timóteo,MG,Brasil,Universidade Federal dos Vales do Jequitinhonha e Mucuri - Campus JK,Diamantina,MG,Brasil
9607810203273442,Santana do Livramento,RS,Brasil,DEPARTAMENTO DE ADMINISTRAÇÃO,Santa Luzia,MG,Brasil
9654163923780041,Belo Horizonte,MG,Brasil,Centro Universitário de Belo Horizonte
9659186457698038,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
9700724855197079,Contagem,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
9705861262551232,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
9745220201579559,Belo Horizonte,MG,Brasil,centro universitário UNA
9745490911393855,Dores do Indaiá,MG,Brasil,SECRETARIA DO MEIO AMBIENTE E INFRAESTRUTURA,Porto Alegre,RS,Brasil
9755121133659210,Timoteo,MG,Brasil,Instituto de Pesquisa Econômica Aplicada - DF,Brasilia,DF,Brasil
9760857491132547,Visconde do Rio branco,MG,Brasil,Instituto Federal Minas Gerais,Ouro Branco,MG,Brasil
9801659268600510,Belo Horizonte,MG,Brasil,Comissão Nacional de Energia Nuclear,Belo Horizonte,MG,Brasil
9803399050437549,Belo Horizonte,MG,Brasil,Universidade Federal do Recôncavo da Bahia,Amargosa,BA,Brasil
9816031086099820,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
9832711276496155,Esteio,RS,Brasil,Instituto Federal do Sudeste de Minas Gerais
9843467186933551,Itaúna,MG,Brasil,Universidade Federal de Ouro Preto,João Monlevade,MG,Brasil
9859818848422707,Sete Lagoas,MG,Brasil,Universidade Federal de Ouro Preto,Ouro Preto,MG,Brasil
9875052967115296,Belo Horizonte,MG,Brasil,Instituto Federal Fluminense,Cabo Frio,RJ,Brasil
9913973314729609,Belo Horizonte,MG,Brasil,Policia Civil de Minas Gerais,Belo Horizonte,MG,Brasil
9931001859551532,Raul Soares,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
9939452591905541,Contagem,MG,Brasil,Universidade Federal de Alfenas,Alfenas,MG,Brasil
9950126045224559,Florestal,MG,Brasil,Universidade Federal de Viçosa,Florestal,MG,Brasil
0001254051266765,Oliveira,MG,Brasil,Conselho Regional de Farmácia do Estado de Minas Gerais,Belo Horizonte,MG,Brasil
0023587234892072,Araújos,MG,Brasil,Universidade Federal de Viçosa campus Rio Paranaíba,Rio Paranaíba,MG,Brasil
0032946771655881,Minas Novas,MG,Brasil,Comissão Nacional de Energia Nuclear,Rio de Janeiro,RJ,Brasil
0041269300389148,Divinópolis,MG,Brasil,Universidade do Estado de Minas Gerais
0070590121266298,Belo Horizonte,MG,Brasil,PerkinElmer do Brasil,São Paulo,SP,Brasil
0078450303545325,Belo Horizonte,MG,Brasil,Comissão Nacional de Energia Nuclear,Belo Horizonte,MG,Brasil
0086922403272399,Belo Horizonte,MG,Brasil,Faculdades Pitágoras
0111421345890975,Belo-Horizonte,MG,Brasil,Gottfried Wilhelm Leibniz Universität Hannover,Hannover,,Alemanha
0115883050967285,Ouro Branco,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
,Belo Horizonte,MG,Brasil,
0130862227047561,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
0133579487074837,Belo Horizonte,MG,Brasil,NEXA RESOURCES
0134742671677643,Belo Horizonte,MG,Brasil,Colégio M2
0137908977525812,Contagem,MG,Brasil,CNH Latin America,Contagem,MG,Brasil
,Unaí,MG,Brasil,Zunnit Tecnologia
0148689717369496,,,Brasil,UNIVERSIDADE LUTERANA DO BRASIL
0165195251357013,Conselheiro Lafaiete,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
0180533725445627,Santa Luzia,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
0203091675010444,,,Brasil,Faculdade Pitágoras
0204288055870845,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
0207636363252117,Contagem,MG,Brasil,Cemig Geracão e Transmissão
0212216056662038,Belo Horizonte,MG,Brasil,Universidade Federal de Uberlândia,Uberlândia,MG,Brasil
0229451053312290,Belo Horizonte,MG,Brasil,Colégio Bernoulli
0236400279872187,BELO HORIZONTE,MG,Brasil,Universidade de São Paulo,São Carlos,SP,Brasil
,Belo Horizonte,MG,Brasil,Universidade Estadual de Campinas,Campinas,SP,Brasil
0251209535461863,Itaúna,MG,Brasil,IUNI Educacional Unime Itabuna
0254096484236621,Teófilo Otoni,MG,Brasil,COLÉGIO EMÍLIA FERREIRO
0274746359633010,,,Brasil,DM GEOLOGIA E ENGENHARIA LTDA
0275924637110340,Sete Lagoas,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
0283060045146102,,,Brasil,Universidade Federal de Minas Gerais
0296512029208381,,,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo"
0301675641260630,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
0386463322601077,Teófilo Otoni,MG,Brasil,Colégio Maria Clara Machado,Belo Horizonte,MG,Brasil
0387424672760929,Belo Horizonte,MG,Brasil,Construtora Queiroz Galvão
0392579494942618,Itaúna,MG,Brasil,Escola de Gestores (EG) - Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
,BELO HORIZONTE,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
0398691158224626,Belo Horizonte,MG,Brasil,Sociedade Educacional de Santa Catarina
0401770406497920,Belo Horizonte,MG,Brasil,MAXTRACK
0424202774631725,,,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
0432109859663628,Abaeté,MG,Brasil,Faculdade Metropolitana de Belo Horiozonte
,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
0462559704169996,,,Brasil,Fundação de Apoio à Educação e Desenvolvimento Tecnológico de MG
0473207439121319,Belo Horizonte,MG,Brasil,Faculdade Senac Minas
0474822226913558,Camaçari,BA,Brasil,Centro Universitário Newton Paiva,Belo Horizonte,MG,Brasil
0479955257441396,Itabirito,MG,Brasil,Faculdade IPEMED de Ciências Médicas,Belo Horizonte,MG,Brasil
0480363684778170,,,Brasil,Trixel Desenvolvimento de Sistemas
0490596902713548,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica De Minas Gerais,Belo Horizonte,MG,Brasil
,Belo Horizonte,MG,Brasil,FACULDADES CIENCIAS DA VIDA,Sete Lagoas,MG,Brasil
0503772383273150,Divinópolis,MG,Brasil,Max Planck Institute for Ornithology - Seewiesen,Radolfzell,,Alemanha
0509819283994724,,,Brasil,Universidade Federal do Rio Grande,Rio Grande,RS,Brasil
0516607448845086,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
0517372378645684,,RJ,Brasil,Universidade de São Paulo
0522046662381115,,,Brasil,Instituto Federal Minas Gerais,Santa Luzia,MG,Brasil
0523422745592699,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
0524436323864831,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
0549873913008159,Pará de Minas,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Divinópolis,MG,Brasil
0556620313680924,Cristais,MG,Brasil,Thegoodfellas
0567160950149386,Formiga,MG,Brasil,Take.Net
0607282523645907,Belo Horizonte,MG,Brasil,Centro Nacional de Monitoramento e Alertas de Desastres Naturais
0617499913301856,Belo Horizonte,MG,Brasil,Centro Universitário de Belo Horizonte,Belo Horizonte,MG,Brasil
0633127301502872,Belo Horizonte,MG,Brasil,RSS Informática Ltda
0644334810277344,Conselheiro Pena,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais,Belo Horizonte,MG,Brasil
0650201236330018,Barbacena,MG,Brasil,Consultório Particular
0656360404647373,Belo Horizonte,MG,Brasil,Centro de Pesquisas de Energia Elétrica,Rio de Janeiro,RJ,Brasil
0657123876559235,São Luís,MA,Brasil,Instituto Federal do Maranhão,São Luís,MA,Brasil
0659542609323901,Belo Horizonte,MG,Brasil,
0672048578327465,Belo Horizonte,MG,Brasil,Instituto Federal Minas Gerais,Ibirité,MG,Brasil
0673656750646601,belo horizonte,MG,Brasil,Escola Estadual Ursulina de Andrade Melo
,JACINTO,MG,Brasil,Usinas Siderurgicas de Minas Gerais S/A,Belo Horizonte,MG,Brasil
0683381689716954,Belo Horizonte,MG,Brasil,"Centro de Desenvolvimento, Inovação, Ciência e Tecnologia",Lagoa Santa,MG,Brasil
0701201312791286,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
0704570168373296,Paranavaí,PR,Brasil,Associação Kuyper de Estudos Transdisciplinares
0705470362325086,Conselheiro Pena,MG,Brasil,Colégio Tiradentes
,Ribeirão das Neves,MG,Brasil,Universidade Federal de Ouro Preto,Ouro Preto,MG,Brasil
0709866672035412,,,Brasil,CEMIG Distribuidora
0719949615864724,Contagem,MG,Brasil,Governo do Estado de Minas Gerais
0720442714328433,,,Brasil,Universidade Federal de Minas Gerais
0726354332826472,BeloHorizonte,MG,Brasil,Centro Universitário Metodista Izabela Hendrix
0736777905305940,Governador Valadares,MG,Brasil,SECRETARIA DE ESTADO DE EDUCAÇÃO DE MINAS GERAIS,Contagem,MG,Brasil
0742752505737842,Belo Horizonte,MG,Brasil,Polícia Civil de Minas Gerais
0765338340787795,João Monlevade,MG,Brasil,Cemig Geração e Transmissão S.A.,Belo Horizonte,MG,Brasil
0774272433141362,João Monlevade,MG,Brasil,Escola Estadual Desembargador Moreira Santos
0783863176050080,Caete,MG,Brasil,Fiat Automoveis - Matriz,Betim,MG,Brasil
0785069866724240,João Monlevade,MG,Brasil,Arcelormittal Monlevade,Joao Monlevade,MG,Brasil
0786332301788268,Belo Horizonte,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais,Belo Horizonte,MG,Brasil
0791308676026962,Belo Horizonte,MG,Brasil,Instituto Federal Minas Gerais,Betim,MG,Brasil
0792355070169268,Baependi,MG,Brasil,Rock Content
,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
,Araçuaí,MG,Brasil,Escola Família Agroecológica de Araçuaí,Aracuai,MG,Brasil
0810805273448110,Belo Horizonte,MG,Brasil,Prefeitura Municipal de Belo Horizonte
0826978369119896,Contagem,MG,Brasil,Centro de Desenvolvimento da Tecnologia Nuclear,Belo Horizonte,MG,Brasil
0838592982926485,Timóteo,MG,Brasil,Centro Universitário do Leste de Minas Gerais,Coronel Fabriciano,MG,Brasil
0857782480121184,Belo Horizonte,MG,Brasil,Fundação de Ensino de Contagem-Unidade Centec
0862734683047770,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
0868215401510560,CONTAGEM,MG,Brasil,Faculdade Pitágoras
0900232726212035,,,Brasil,
0907112810709494,Belo Horizonte,MG,Brasil,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira
0911755595480801,CONTAGEM,MG,Brasil,Centro Federal de Educação Tecnólogica
0925340617302716,Belo Horizonte,MG,Brasil,Centro Universitário de Belo Horizonte
0932050603759522,,,Brasil,Holcim,Pedro Leopoldo,MG,Brasil
0934264391718687,Belo Horizonte,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais,Belo Horizonte,MG,Brasil
0940521683671091,Belo Horizonte,MG,Brasil,Secretaria de Estado de Educação de Minas Gerais
0942895780584218,,,Brasil,
0954376072098941,Teéfilo otoni,MG,Brasil,Instituto Federal do Sudeste de Minas Gerais,Barbacena,MG,Brasil
0956575726840457,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
0958420054433094,Betim,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
0963123026589301,,,Brasil,
0972281056910330,Belo Horizonte,MG,Brasil,Odebrecht Ambiental|Saneatins,Palmas,TO,Brasil
0990078155825285,Três Corações,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais
0993471331298380,Rio de Janeiro,RJ,Brasil,IBM BRASIL IND.MAQ. E SERVICOS LTDA,São Paulo,SP,Brasil
0993588278753046,Belo Horizonte,MG,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
0996393484614992,Belo Horizonte,MG,Brasil,MRV ENGENHARIA
1015088328345163,TEÓFILO OTONI,MG,Brasil,Secretaria de Educação do Estado de Minas Gerais
1024742575145348,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
1025313430751739,Belo Horizonte,MG,Brasil,Escola Municipal Augusta Medeiros,Belo Horizonte,MG,Brasil
1038649039353611,Belo Horizonte,MG,Brasil,
,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
1046932577696821,,,Brasil,Secretaria de Estado de Infraestrutura e Logística de Minas Gerais
1062319529573634,Belo Horizonte,MG,Brasil,Consciência Industrial
1076678949669888,Brasília,DF,Brasil,Escritório Central,Florianópolis,SC,Brasil
1077303391317030,FLORESTAL,MG,Brasil,Universidade Federal de Minas Gerais
1087606309261973,Belo Horizonte,,Brasil,Meta-Escola Técnica de Formação Profissional,Belo Horizonte,MG,Brasil
1098091598372916,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
1103889236510933,Itaúna,MG,Brasil,Fundação Educacional de Divinópolis
1112902494962103,Belo Horizonte,MG,Brasil,Companhia Energética de Minas Gerais,Belo Horizonte,MG,Brasil
1122344148508171,Campinas,SP,Brasil,Empresa Brasileira de Pesquisa Agropecuária
1127544923107284,Belo Horizonte,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais
1136163180834795,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
1147361502899231,Juiz de Fora,MG,Brasil,Companhia de Saneamento de Minas Gerais - Matriz,Belo Horizonte,MG,Brasil
1166042638547658,MACEIÓ,AL,Brasil,Instituto Federal de Alagoas - Campus Maceió,Maceio,AL,Brasil
1174073723312072,Mantena,MG,Brasil,Universidade Federal de Viçosa,Vicosa,MG,Brasil
1179144689665436,Belo Horizonte,MG,Brasil,Expedição Sorria
1188484679450351,Belo Horizonte,MG,Brasil,Cemig Geracão e Transmissão,Belo Horizonte,MG,Brasil
1215772224540095,Contagem,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
1215875131242509,Belo Horizonte,MG,Brasil,Consultório Particular
1228147058335324,Belo Horizonte,MG,Brasil,Top Digital do Brasil
1238299628167143,Belo Horizonte,MG,Brasil,Centro Universitário UNA
1252732662883971,Pará de Minas,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
,Belo Horizonte,MG,Brasil,Departamento Nacional de Produção Mineral,Brasilia,DF,Brasil
1266249605041426,Baependi,MG,Brasil,Novas Opções Energéticas
1275034972973955,São Paulo,SP,Brasil,FOCO - CONSULTORIA E TREINAMENTO LTDA,Belo Horizonte,MG,Brasil
1276127585057279,Belo Horizonte,MG,Brasil,Ministério da Defesa - Comando da Marinha
1282191005231137,Contagem,MG,Brasil,Prefeitura Municipal de Belo Horizonte
1283844646664824,Diamantina,MG,Brasil,Universidade Federal de Lavras
1287037438755213,Petrópolis,RJ,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
1290062079550563,Belo Horizonte,MG,Brasil,GMP - Consultoria e Treinamento,Belo Horizonte,MG,Brasil
1301401847766648,Contagem,MG,Brasil,Biblioteca Cultural Capa Bode
,Ouro Preto,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
1324310163153913,Belo Horizonte,MG,Brasil,Companhia Energetica do Maranhão,São Luís,MA,Brasil
1328727308410613,Coqueiral,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais,Belo Horizonte,MG,Brasil
1329221544511183,BELO HORIZONTE,MG,Brasil,Fundação de Desenvolvimento da Pesquisa
1332893316117790,Belo Horizonte,MG,Brasil,Instituto Federal  Minas Gerais,Congonhas,MG,Brasil
,Contagem,MG,Brasil,Babcock Wanson UK,Londres,,Inglaterra
1363739094223349,Bocaiuva,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
1372108153710461,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Contagem,MG,Brasil
1379304811913325,Betim,MG,Brasil,Faculdade Pitágoras Betim,Betim,MG,Brasil
1390883183533995,Montes Claros,MG,Brasil,TECNO Lubrificantes
1396911735630398,Belo Horizonte,MG,Brasil,Fundação Nacional do Índio,Cuiabá,MT,Brasil
1404004205953061,Salvador,BA,Brasil,Universidade Federal de Itajubá
1415986284851277,Belo Horizonte,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais
1423763327062871,CAMPANÁRIO,MG,Brasil,Indian Institute Of Science,Bangalore,,Índia
1427826465969764,Oliveira,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
1431490724795666,BELO HORIZONTE,MG,Brasil,Pontifícia Universidade Católica de São Paulo
1432663875471461,Rio de Janeiro,RJ,Brasil,Escola Estadual Professor Antônio José Ribeiro Filho
1435859259175712,Belo Horizonte,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais,Belo Horizonte,MG,Brasil
,Belo Horizonte,MG,Brasil,Faculdade Pitágoras de Administração Superior,Betim,MG,Brasil
1439694073769282,Belo Horizonte,MG,Brasil,Companhia Urbanizadora e de Habitação de Belo Horizonte,Contagem,MG,Brasil
1444868348195683,SAO JOAO DEL REI,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
1464266002697780,Divinópolis,MG,Brasil,Technische Universität Dresden
1477771427435755,Rio Pomba,MG,Brasil,KOCH do Brasil
