Identificador,Cidade de Origem,Estado de Origem,País de Origem,Instituição de Atuação,Cidade de Atuação,Estado de Atuação,País de Atuação
7005344369675375,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
7016483533353469,Belo Horizonte,MG,Brasil,Laboratório de Arqueologia Histórica da FAFICH
7018809729634804,Itamarati de Minas,MG,Brasil,Universidade Federal de Viçosa,Viçosa,MG,Brasil
7019379326336504,Guimarânia,MG,Brasil,Universidade Federal de Minas Gerais
7027397326836366,,,Brasil,Serviço Federal de Processamento de Dados
7027926223309460,Leopoldina,MG,Brasil,Petrobrás Distribuidora - Matriz,Duque de Caxias,RJ,Brasil
7028446303151929,Contagem,MG,Brasil,Centro de Resquisas René Rachou / Fio Cruz,Belo Horizonte,MG,Brasil
7030605162734260,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
7035524120623369,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Divinópolis,MG,Brasil
7072412059635601,BELO HORIZONTE,MG,Brasil,Bavuzo Engenharia e Consultoria Ltda
7075669442215378,Divinópolis,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Divinopolis,MG,Brasil
7078554423863969,Contagem,MG,Brasil,Secretaria do Estado de Educação de Minas Gerais
7079589028506927,,,Brasil,Nova Faculdade
7085935616135023,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
7092069066685040,Contagem,MG,Brasil,Secretária de Educação de São Paulo
7097546282333795,Belo Horizonte,MG,Brasil,Fiat Automóveis S/A,Betim,MG,Brasil
7108907416823219,Formiga,MG,Brasil,Thoughtworks
7126474788353980,Belo Horizonte,MG,Brasil,Institut des produits de synthèse et d'extraction naturelle
7151954904776733,Contagem,MG,Brasil,Petróleo Brasileiro SA
7153683166713405,Timóteo,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
7168781505547062,Timóteo,MG,Brasil,Capgemini,Belo Horizonte,MG,Brasil
7171808773453223,Rio de Janeiro,RJ,Brasil,"Faculdade de Ciências Econômicas, Administrativas e Contábeis - Divinópolis",Divinópolis,MG,Brasil
7180337028718681,Belo Horizonte,MG,Brasil,Spencer & Vasconcelos Advogados Associados,Belo Horizonte,MG,Brasil
7180374177114643,Belo Horizonte,MG,Brasil,INFRAERO - Empresa Brasileira de Infra-Estrutura Aeroportuária,Brasilia,DF,Brasil
7193011160778607,Belo Horizonte,MG,Brasil,Formação@Docente
7204413798466232,Belo Horizonte,MG,Brasil,Faculdades Integradas Pitágoras
7208036148767948,BELO HORIZONTE,MG,Brasil,Escola de Contas e Capacitação Professor Pedro Aleixo
7223828513416952,Belo Horizonte,MG,Brasil,Prefeitura Municipal de Belo Horizonte
7231550910014699,,,Brasil,Universidade Federal de Minas Gerais
7232491498080272,Contagem,MG,Brasil,D1|Smarkio
7252379489622387,Rio Espera,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
7260417032162672,Ouro Preto,MG,Brasil,Instituto Federal de Educação Ciência e Tecnologia do Norte de Minas Gerais,Salinas,MG,Brasil
,Cataguases,MG,Brasil,Empresa de Informática e Informação do Município de Belo Horizonte,Belo Horizonte,MG,Brasil
7296130868825478,Carazinho,RS,Brasil,Centro Universitário Unihorizontes,Belo Horizonte,MG,Brasil
7299241784918124,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
7307290327885568,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
7340606465850279,Belo Horizonte,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais
7343414275348360,Nova Lima,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
7350632138737322,Juiz de Fora,MG,Brasil,Lynx Process Otimização de Processos
7352779668642080,Itabira,MG,Brasil,Faculdade Pitágoras,Contagem,MG,Brasil
7382774438936506,Belo Horizonte,MG,Brasil,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior
7383504674605138,Cataguases,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Leopoldina,MG,Brasil
7396116031690332,Belo Horizonte,MG,Brasil,Colégio Técnico da UFMG
7413212251955940,Belo Horizonte,MG,Brasil,Centro de Inovação e Tecnologia SENAI FIEMG - Campus CETEC
7437264811404467,Contagem,MG,Brasil,Arcelor Mittal Vega,São Francisco do Sul,SC,Brasil
7447763875010128,Leopoldina,MG,Brasil,Centro Universitário UNIFAMINAS
7454413874100121,Belo Horizonte,MG,Brasil,Prefeitura Municipal de Belo Horizonte
7476317186271611,,,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Araxá,MG,Brasil
7478343530966764,Itauna,MG,Brasil,Fundação Universidade de Itaúna
7484168623443202,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
7484877716615388,Contagem,MG,Brasil,Raal Home Care
7488891411802580,PEDRO LEOPOLDO,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
7496907734153571,Belo Horizonte,MG,Brasil,Fraunhofer IESE (Institut für Experimentelles Software Engineering
,Belo Horizonte,MG,Brasil,FACULDADE DE ENGENHARIA DE MINAS GERAIS,belo horizonte,MG,Brasil
7509825762282809,Mantena,MG,Brasil,
7520507628146687,Belo Horizonte,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais
7524118771177792,Cláudio,MG,Brasil,Sindicato intermunicipal dos trabalhadores na indústria energética de MG
7533716580087226,Belo Horizonte,MG,Brasil,Thyssenkrupp Elevadores Minas Gerais
7534429458347788,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
,Vargem Bonita,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
7541656677387985,Poços de Caldas,MG,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais",Poços de Caldas,MG,Brasil
7543434816051922,Belo Horizonte,MG,Brasil,Centro Universitário UNA,Belo Horizonte,MG,Brasil
7555356752482552,Belo Horiuzonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
7560710895902100,,,Brasil,Centro Universitário de Belo Horizonte
,Sagamihara,,Japão,Embaixada do Japao,Brasilia,DF,Brasil
7572989867173601,Belo horizonte,MG,Brasil,PAINEL ARQUITETOS ASSOCIADOS LTDA.,Belo Horizonte,MG,Brasil
7590927901174241,Contagem,MG,Brasil,Escola Estadual São Pedro e São Paulo,Belo Horizonte,MG,Brasil
7591932720398494,Belo Horizonte,MG,Brasil,TAVLA
7637526462175133,Belo Horizonte,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais,Belo Horizonte,MG,Brasil
7676440900896710,Belo Horizonte,MG,Brasil,
7690353008064199,Belo Horizonte,MG,Brasil,Trinnity Consultoria e Treinamento LTDA,Belo Horizonte,MG,Brasil
7694449006717307,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
7715362049963406,Araxá,MG,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
7716788745643197,Timóteo,MG,Brasil,Tribunal de Justiça do Estado de Minas Gerais
7731066245397390,Belo Horizonte,MG,Brasil,Universidade Federal do Sul da Bahia
,Viçosa,MG,Brasil,NISSAN DO BRASIL AUTOMÓVEIS LTDA,Sao Jose dos Pinhais,PR,Brasil
7748732302342787,Leopoldina,MG,Brasil,Universidade Federal de Lavras
7753986711626002,Contagem,MG,Brasil,Escola Estadual Divina Providência
7755620071762489,Belo Horizonte,MG,Brasil,IBM Deutschland Research & Development
7763087932625953,Belo Horizonte,MG,Brasil,STHIFFER ENGENHARIA E CONSULTORIA LTDA.,Belo Horizonte,MG,Brasil
7775763811538723,Contagem,MG,Brasil,Escola Municipal de Ensino Fundamental Presidente Costa e Silva
7776771093557027,Pará de Minas,MG,Brasil,Grupo de Teatro Olho Nu
7814381638362185,,,Brasil,Universidade Federal de Minas Gerais
7815699637530306,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
7824829483352663,Pedro Leopoldo,MG,Brasil,Orteng Equipamentos e Sistemas
7843592085965900,,,Brasil,Rodobens
7848117355919213,,,Brasil,Centro Universitário Newton Paiva,Belo Horizonte,MG,Brasil
7856689788815916,Ponte Nova,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
7867189229248342,Belo Horizonte,MG,Brasil,Grupo Orguel S.A
7878356128265947,,,Brasil,Universidade Federal de Minas Gerais
7878368377205087,Belo Horizonte,MG,Brasil,Seção Técnica Regional de Criminalística - Lavras/MG,Lavras,MG,Brasil
7880839923738007,Belo Horizonte,MG,Brasil,Departamento Nacional de Infraestrutura de Transportes,Belo Horizonte,MG,Brasil
7902872438610230,Belo Horizonte,MG,Brasil,
7925314245070407,BELO HORIZONTE,MG,Brasil,Faculdade Pitágoras - Campus Betim,Betim,MG,Brasil
7926015745419305,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
7933449415404153,Argirita,MG,Brasil,Centro de Ensino Superior de Juiz de Fora
7951994933591176,Belo Horizonte,MG,Brasil,Centro Universitário de Belo Horizonte,Belo Horizonte,MG,Brasil
,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
7969039767483668,Belo Horizonte,MG,Brasil,Universidade FUMEC,Belo Horizonte,MG,Brasil
7985867384251661,,,Brasil,Universidade Federal de São João Del-Rei
7987665386999899,Leopoldina,MG,Brasil,Universidade Presidente Antônio Carlos
7996091416535252,Belo Horizonte,MG,Brasil,Agência Reguladora dos serviços de abastecimento de água e esgotamento sani
7996492206524171,Carmo,RJ,Brasil,Faculdade de Ciências e Tecnologia de Viçosa,Viçosa,MG,Brasil
7998397346679874,Sabará,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
8000499154462974,Belo Horizonte,MG,Brasil,Empresa Brasileira de Aeronáutica,Sao Jose dos Campos,SP,Brasil
8004673575466605,Belo Horizonte,MG,Brasil,Engenharia Assistida por Computador
8007133043591125,Pará de Minas,MG,Brasil,Universidade Federal de Ouro Preto
8016615881378857,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
,Coronel Fabriciano,MG,Brasil,Secretaria de Estado da Fazenda,Belo Horizonte,MG,Brasil
8035174348862216,Contagem,MG,Brasil,Prefeitura Municipal de Belo Horizonte
,Ribeirão Preto,SP,Brasil,Igreja Cristã da Zona Sul,Ribeirao Preto,SP,Brasil
8040265023303345,Belo Horizonte,MG,Brasil,Federação das Indústrias do Estado de Minas Gerais
8073512877324742,Belo Horizonte,MG,Brasil,Universidade Federal de Itajubá
8079547632427745,Arcos,MG,Brasil,CM Arquitetura
8084636655547829,,,Brasil,Colégio Tiradentes da Polícia Militar de Minas Gerais
8085894055722775,Ouro Preto,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Nepomuceno,MG,Brasil
8094743298562984,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Curvelo,MG,Brasil
8100349377054304,São Tomás de Aquino,MG,Brasil,Universidade de Franca
8112493825979697,Belo Horizonte,MG,Brasil,Ministério da Saúde,Belo Horizonte,MG,Brasil
8118842925218153,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
8134549014872750,Nova Lima,MG,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro",Volta Redonda,RJ,Brasil
8152824355342015,SÃO JOÃO DEL REI,MG,Brasil,Universidade Federal de São João Del-Rei
8157819312624780,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8184572477220238,Rubelita,MG,Brasil,Prefeitura Municipal de Itabirito,Itabirito,MG,Brasil
8187603731418683,Belo Horizonte,MG,Brasil,Softplan Planejamento e Sistemas
8190454867816706,TRÊS CORAÇÕES,MG,Brasil,Universidade Vale do Rio Verde de Três Corações,Três Corações,MG,Brasil
8196300398608911,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
8200428136613248,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8206862209573772,,,Brasil,"Escola de Educação Física, Fisioterapia e TO-UFMG"
8221523180562955,Belo Horizonte,MG,Brasil,Centro Universitário UNA - Campus Barreiro,Belo Horizonte,MG,Brasil
,Belo Horizonte,MG,Brasil,Indra
8242841305562400,Ervália,MG,Brasil,Instituto Federal  Minas Gerais
8256159827074633,,,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
8279848502288748,Belo Horizonte,MG,Brasil,Vallourec & Mannesmann do Brasil
8304880221606064,,,Brasil,Conselho Regional de Administração de Minas Gerais
8306424867167497,,,Brasil,Segula do Brasil Engenharia e Tecnologia LTDA
8310936324018646,BELO HORIZONTE,MG,Brasil,Colégio Alceu Cotta
8314453239513463,Passos,MG,Brasil,Escola Estadual de Furnas
8332375879928307,Jaboticatubas,MG,Brasil,Universidade Federal de Minas Gerais
8347509970941084,Belo Horizonte,MG,Brasil,Hospital Público Regional de Betim,Betim,MG,Brasil
8399151904440441,Ibiá,MG,Brasil,Universidade Federal de Uberlândia
8413010442437063,Genísio,,Portugal,Comissão Nacional de Energia Nuclear,Belo Horizonte,MG,Brasil
8417706517690490,Contagem,MG,Brasil,Potamos Engenharia e Hidrologia Ltda
8419272818208637,Itaúna,MG,Brasil,Colégio Batista Mineiro
8420835899029582,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
8423467378701749,Cataguases,MG,Brasil,Universidade Federal de Juiz de Fora,Governador Valadares,MG,Brasil
8469945051540974,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
8490610115628676,Belo Horizonte,MG,Brasil,Centro Universitário UNA,Belo Horizonte,MG,Brasil
8493224550886187,Belo Horizonte,MG,Brasil,Agência Nacional de Vigilância Sanitária,Brasília,DF,Brasil
8525193347383865,Belo Horizonte,MG,Brasil,Wylinka
8533403769344054,Vitória,ES,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo",Serra,ES,Brasil
8549630100281575,Vila Velha,ES,Brasil,EEEFM Mariano Firme de Souza
8550557298525266,BELO HORIZONTE,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
,Guaxupé,MG,Brasil,Fiat Automóveis S.A.,Betim,MG,Brasil
8559939394286387,Contagem,MG,Brasil,Instituto Nacional do Seguro Social
8574063108861559,Januária,MG,Brasil,INDI - Agência de Promoção de Investimento e Comércio Exterior de Minas Ger,Belo Horizonte,MG,Brasil
8575184713115130,Goiânia,GO,Brasil,Faculdade SENAI de Tecnologia,Goiania,GO,Brasil
8588825680430720,Belo Horizonte,MG,Brasil,Pontifícia Universidade Católica do Rio Grande do Sul
8588843645124965,Vespasiano,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais
8601109569262887,Montes Claros,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
8607097094259936,,,Brasil,Fundação Ezequiel Dias,Belo Horizonte,MG,Brasil
8636672177012954,Belo Horizonte,MG,Brasil,Faculdade de Ensino de Minas Gerais,Belo Horizonte,MG,Brasil
8637166118721177,Mariana,MG,Brasil,SYNERGIA/UFMG
8639488555354274,Divinópolis,MG,Brasil,Universidade Estadual de Campinas
8643253937039437,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Contagem,MG,Brasil
8651695540434657,Contagem,MG,Brasil,Fundação Zoobotanica de Belo Horizonte,Belo Horizonte,MG,Brasil
8662881486262492,Resende,RJ,Brasil,Nova Faculdade Contagem,Contagem,MG,Brasil
8669520359478396,Brasília,DF,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8682730834485448,Belo Horizonte,MG,Brasil,Magnesita Refratários
8711860705425837,Salvador,BA,Brasil,Instituto Nokia de Tecnologia,Manaus,AM,Brasil
8713273529478602,Belo Horizonte,MG,Brasil,Minas Gerais Educação S/A
8733803872306754,,,Brasil,Instituto Federal  Minas Gerais
8757467015273701,Belo Horizonte,MG,Brasil,Escola Politécnica de Minas Gerais
8777093809077442,Belo Horizonte,MG,Brasil,Petróleo Brasileiro - Rio de Janeiro - Matriz,Betim,MG,Brasil
8814881973882821,Belo Horizonte,MG,Brasil,
8842769319920921,Belo Horizonte,MG,Brasil,Congregação de Santa Doroteia do Brasil
8849115379503469,Conselheiro Lafaiete,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Timóteo,MG,Brasil
8857969451152439,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8859859372435231,Conselheiro Lafaiete,MG,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais",Conselheiro Lafaiete,MG,Brasil
8872247672468683,Belo Horizonte,MG,Brasil,Drones Solution,Salvador,BA,Brasil
,Pásztó,,Hungria,
8875985231124386,Belo Horizonte,MG,Brasil,Cemig Soluções Inteligentes em Energia,Belo Horizonte,MG,Brasil
8880044738081621,BELO HORIZONTE,MG,Brasil,VALE,Itabira,MG,Brasil
8880485095574300,Belo Horizonte,MG,Brasil,Kotchergenko Engenharia Ltda,Belo Horizonte,MG,Brasil
8882476313688983,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
8890192319510156,Divinópolis,MG,Brasil,INTECO apta Automation,Belo Horizonte,MG,Brasil
8890702544807541,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8893036475299265,Contagem,MG,Brasil,"Journal of Control, Automation and Electrical Systems"
8931632051743604,Belo Horizonte,MG,Brasil,Centro de Desenvolvimento da Tecnologia Nuclear
8935596682649611,Belo Horizonte,MG,Brasil,APPREHENDERE - Aprendizagem & Interdisciplinaridade
8941322442594270,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8976953031734294,Barbacena,MG,Brasil,Colégio Loyola
8987245780296021,Unaí,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
9002478972691907,Divinópolis,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Divinópolis,MG,Brasil
9005080117647839,Belo Horizonte,MG,Brasil,Aperam Inox América do Sul
9007378789881575,Belo Horizonte,MG,Brasil,Instituto Estadual do Patrimônio Histórico e Artístico,Belo Horizonte,MG,Brasil
9021909788791062,Caratinga,MG,Brasil,Universidade Federal de Viçosa
9025531526486273,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
9026082140942403,Belo Horizonte,MG,Brasil,Jornal O Tempo
9041675086243285,,,Brasil,Pontifícia Universidade Católica de Minas Gerais
9057694146615399,São Paulo,SP,Brasil,Colégio Método
9067945091771898,Belo Horizonte,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais
,Nova Lima,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
9105929982382119,Nepomuceno,MG,Brasil,
9123423980082942,Belo Horizonte,MG,Brasil,Cesec Sete Lagoas
9132922112754255,,,Brasil,Prefeitura Municipal de Argirita
9137063049020992,BARRA DE SÃO FRANCISCO,ES,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
9146004580313325,Belo Horizonte,MG,Brasil,CONSTRUINDO
9151609077390791,Leopoldina,MG,Brasil,Petróleo Brasileiro - Rio de Janeiro - Matriz
9154856028155566,,,Brasil,Pontifícia Universidade Católica de Minas Gerais
9158102147518437,Leopoldina,MG,Brasil,Universidade de Brasília
9183470221179987,Belo Horizonte,MG,Brasil,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis
9184261603227889,Belo Horizonte,MG,Brasil,ACESITA SA
9188065534919235,Belo Horizonte,MG,Brasil,ALS Ambiental LTDA
9190982328302392,contagem,MG,Brasil,Núcleo de estudos e reforço didático
9200916390840755,Conselheiro Lafaiete,MG,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais",Conselheiro Lafaiete,MG,Brasil
9201327827768570,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
9209838583012439,Belo Horizonte,MG,Brasil,Componentes e Módulos Plásticos (Grupo Fiat)
9211107922469506,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
9243461251141458,Itabira,MG,Brasil,Instituto Federal Minas Gerais,Belo Horizonte,MG,Brasil
9249261879776940,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
9262250330669762,Contagem,MG,Brasil,
9268839602886331,Belo Horizonte,MG,Brasil,Sustentável Projetos e Consultoria Ltda,Belo Horizonte,MG,Brasil
9279347827371847,Alfenas,MG,Brasil,Unidade Araxá,Araxá,MG,Brasil
9298859485179703,SÃO GONÇALO,RJ,Brasil,"Instituto Federal de Educação, Ciência e Tecnologia de Sergipe",Aracaju,SE,Brasil
9304670806424025,Barbacena,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Leopoldina,MG,Brasil
9315077108372713,BELO HORIZONTE,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
9333187368585979,Abre Campo,MG,Brasil,Instituto Federal  Minas Gerais,Bambuí,MG,Brasil
9335850876531285,Ipatinga,MG,Brasil,Instituto Federal da Bahia,Eunápolis,BA,Brasil
9337698609421148,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Varginha,MG,Brasil
9343948162833263,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
9379573074028138,,,Brasil,ArcelorMittal Brasil - Juiz de Fora
9400428714968901,,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Divinópolis,MG,Brasil
9404626303862593,Guanhães,MG,Brasil,Polícia Civil de Minas Gerais,Guanhães,MG,Brasil
9414495095303327,Belo Horizonte,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais,Belo Horizonte,MG,Brasil
9417683579389517,Cachoeiro de Itapemirim,ES,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
,Piúma,ES,Brasil,Centro Federal de Educação Tecnológica de Campos,Campos dos Goytacazes,RJ,Brasil
,Vila Velha,ES,Brasil,Centro Federal de Educação Tecnológica do Espírito Santo,Vitoria,ES,Brasil
9431676052052565,,,Brasil,Universidade Estadual de Campinas
9444010935383508,Carmo do Cajuru,MG,Brasil,Eztron
9444042971968548,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
9444054046936703,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
,João Monlevade,MG,Brasil,Companhia Energética de Minas Gerais
9463732877236531,Cataguases,MG,Brasil,Universidade Federal de Juiz de Fora,Juiz de Fora,MG,Brasil
9473666830494522,Belo Horizonte,MG,Brasil,Universidade do Estado de Minas Gerais,Belo Horizonte,MG,Brasil
9477040511534268,Mazagão,AP,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
9483034344491394,,,Brasil,Grupo Selpe
9494647299593318,BELO HORIZONTE,MG,Brasil,Companhia de Pesquisa de Recursos Minerais,Manaus,AM,Brasil
9502306490946122,,,Brasil,
9526244340871319,Divinópolis,MG,Brasil,E.E. Dona Antônia Valadares
9534681736915711,Ouro Preto,MG,Brasil,Instituto Federal Minas Gerais
9555880037472548,BELO HORIZONTE,MG,Brasil,Companhia de Saneamento de Minas Gerais - Matriz
9558316732452082,Turmalina,MG,Brasil,Universidade Federal de Ouro Preto,Ouro Preto,MG,Brasil
9579932828054041,,,Brasil,Associação Profissional dos Artistas e Técnicos em Espetáculos de Diversões
9582245252680781,Araxá,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
9584546680295591,,,Brasil,RAI : REVISTA DE ADMINISTRAÇÃO E INOVAÇÃO
,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
9594901380554916,Leopoldina,MG,Brasil,Universidade Federal de Minas Gerais
9604981002731747,Belo Horizonte,MG,Brasil,Tribunal de Contas do Estado de Minas Gerais,Belo Horizonte,MG,Brasil
9617068678301581,Nepomuceno,MG,Brasil,Universidade Federal de Lavras,Nepomuceno,MG,Brasil
9626388022838531,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
9630149143584621,Belo Horizonte,MG,Brasil,Pontifícia Universidade Católica de Minas Gerais,Belo Horizonte,MG,Brasil
9644414437614319,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
9649269793003605,Belo Horizonte,MG,Brasil,Magnesita Refratários,Contagem,MG,Brasil
9670276813114777,Teófilo Otoni,MG,Brasil,
9691853002859478,Belo Horizonte,MG,Brasil,Serviço Nacional de Aprendizagem Comercial - SENAC Minas
9694879247981276,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais
,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
9724325154517942,Ipatinga,MG,Brasil,Fundação Estadual do Meio Ambiente,Belo Horizonte,MG,Brasil
9733326551339869,,,Brasil,Bradesco - Asa Norte
9750990320500414,Belo Horizonte,MG,Brasil,Faculdade Pitágoras
9791024128849349,Belo Horizonte,MG,Brasil,Insper Instituto de Ensino e Pesquisa
9809229657295478,Belo Horizonte,MG,Brasil,Fiat Automoveis - Matriz
9822253950704581,Belo Horizonte,MG,Brasil,GRUPO IBMEC
9823969602290263,Belo Horizonte,MG,Brasil,VERDE AZUL ENGENHERIA
9829323491224732,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
9830125817101491,Belo Horizonte,MG,Brasil,Univesidade do Estado de Minas Gerais
,Belo Horizonte,MG,Brasil,Procuradoria da República em Minas Gerais,Belo Horizonte,MG,Brasil
9851194732668580,,,Estados Unidos,Orquestra de Câmara Sesiminas/Musicoop
9867180416451921,,,Brasil,Fundação Estadual do Meio Ambiente
9878978991504080,Almenara,MG,Brasil,Fundação de Amparo à Pesquisa do Estado de Minas Gerais,Belo Horizonte,MG,Brasil
9922035437261409,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais
9930817600272042,Belo Horizonte,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
9938779240198811,,,Brasil,Fundação Ezequiel Dias
9943818682025940,,,Brasil,Universidade Federal de Minas Gerais
9945547366139724,,,Brasil,
9946323056820290,Peçanha,MG,Brasil,Universidade Federal de Ouro Preto,Ouro Preto,MG,Brasil
9969006172190973,,MG,Brasil,Mediphacos Limitada
9983564276347827,Mateus Leme,MG,Brasil,Centro Federal de Educação Tecnológica de Minas Gerais,Belo Horizonte,MG,Brasil
