Identificador,ENSINO-MEDIO-SEGUNDO-GRAU,Instituição,Início,Fim,CURSO-TECNICO-PROFISSIONALIZANTE,Instituição,Início,Fim,GRADUACAO,Instituição,Início,Fim,ESPECIALIZACAO,Instituição,Início,Fim,MESTRADO,Instituição,Início,Fim,DOUTORADO,Instituição,Início,Fim
3203145710884215,,,,,,,,,Matemática,Centro Universitário de Sete Lagoas,2003,2006,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2009,,,,
3207345742868764,,,,,,,,,Programa Especial De Formação De Docente,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2004,Saúde Pública,Escola de Saúde Pública de Minas Gerais,2019,,Promoção Da Saúde E Prevenção Da Violência,Universidade Federal de Minas Gerais,2014,2016,,,,
3214643130733589,,,,,,,,,Secretariado Executivo,Universidade Federal de Viçosa,2011,2015,,,,,Letras,Universidade Federal de Viçosa,2017,2019,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2021,
3215532991560405,,,,,,,,,Jornalismo,Faculdade Estácio de Sá de Belo Horizonte,2006,2010,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2017,,,,
3217464806402403,,,,,Eletrônica Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1991,1993,Ciência Da Computação,Universidade Federal de Minas Gerais,1997,2000,,,,,Pós-graduação Em Ciência Da Computação,Universidade Federal de Minas Gerais,2001,2003,,,,
3227613632772410,,,,,,,,,Engenharia Mecatrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2014,,,,,Engenharia Mecânica,Universidade Federal de Minas Gerais,2014,2016,Programa De Pós-graduação Em Engenharia Elétrica,Universidade Federal de Minas Gerais,2018,
3235303599180562,,,,,,,,,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2009,,,,,Engenharia De Materiais,Universidade Federal de Ouro Preto,2013,2015,,,,
3247455631640819,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1999,Administração De Empresas,Instituto João Alfredo de Andrade,2001,2005,,,,,Administração,Faculdades Novos Horizontes,2007,2010,,,,
3272607526465335,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,Programa Especial De Formação De Docente,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2017,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2019,
3273779184595286,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2011,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,,,,
3284743091588125,,,,,,,,,Sociologia E Política,Fundação Escola de Sociologia e Política de São Paulo,1999,2002,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2009,,,,
3290426711406474,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,Química,Universidade Federal de Minas Gerais,2008,2013,,,,,Educação E Docência/mp,Universidade Federal de Minas Gerais,2014,2015,,,,
3290432533213763,,,,,,,,,Estudos Lingüísticos,Universidade de Abomey-Calavi,2010,2013,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,
3314237108804495,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2010,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,2014,2016,,,,
3332645418619207,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,Engenharia Civil,Universidade Federal de Minas Gerais,2010,2016,Geomecánica Y Geotecnia Aplicada A Excavaciones Subterráneas Y Superficiale,Centro Geotécnico Internacional,2019,,Geotecnia,Universidade Federal de Ouro Preto,2017,2020,,,,
3355393240818862,,,,,,,,,Ciência Da Computação,Universidade Federal de Viçosa,2004,2009,,,,,Ciência Da Computação,Universidade Federal de Viçosa,2009,2012,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2017
3357695743214577,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2007,Letras,Universidade Federal de Minas Gerais,2007,2011,,,,,Estudos Literários,Universidade Federal de Minas Gerais,2013,2015,,,,
3361523755118039,,,,,Mineração,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,Geologia,Universidade Federal do Pampa,2011,2015,,,,,Geociências E Meio Ambiente,Universidade Estadual Paulista Júlio de Mesquita Filho,2016,2018,Geociências E Meio Ambiente,Universidade Estadual Paulista Júlio de Mesquita Filho,2018,
3374333308607200,,,,,,,,,Matemática,Universidade Estadual de Santa Cruz,2006,2010,,,,,Matemática,Universidade Federal de Alagoas,2011,2014,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2020,
3380668710552543,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1990,1993,Engenharia Mecânica,Universidade Federal de Minas Gerais,1995,2000,,,,,Engenharia Mecânica,Universidade Federal de Minas Gerais,2001,2003,Engenharia Mecânica,Universidade Estadual de Campinas,2014,
,,,,,,,,,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1993,2001,Mba Em Engenharia De Custos,Universidade Federal Fluminense,2008,,Pós-graduação Em Engenharia Mecânica,Universidade Federal Fluminense,2009,2012,,,,
3383857805480022,,,,,,,,,Engenharia Civil,Pontifícia Universidade Católica de Minas Gerais,2010,2015,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2018,2020,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2021,
3384017730127280,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2007,Engenharia De Materiais,Centro Universitário do Leste de Minas Gerais,2009,2014,,,,,Ciências Dos Materiais,Instituto Militar de Engenharia,2015,2017,Ciências Dos Materiais,Instituto Militar de Engenharia,2017,
3384643294915980,,,,,,,,,Física Licenciatura,Universidade Federal de Minas Gerais,2004,2007,,,,,Física,Universidade Federal de São João Del-Rei,2014,2016,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2018,
3389395334818755,,,,,,,,,Sistemas De Informação,Universidade Federal de Minas Gerais,2007,2012,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,,,,
3401132872711275,,,,,,,,,Pedagogia,Universidade Federal de Minas Gerais,1997,2001,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,,,,
3429080587969176,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1982,1984,Arquitetura E Urbanismo,Universidade Federal de Minas Gerais,1987,1991,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2003,,,,
3438020715507946,,,,,,,,,Engenharia Elétrica,Pontifícia Universidade Católica de Minas Gerais,1998,2009,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2017,,,,
3446009953521845,,,,,Eletrotécnica - Automação Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2011,Engenharia Elétrica,Pontifícia Universidade Católica de Minas Gerais,2011,2016,,,,,Engenharia Elétrica,Pontifícia Universidade Católica de Minas Gerais,2016,2018,Engenharia Elétrica,Universidade Federal de Minas Gerais,2019,
3454080611072557,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2009,Farmácia,Universidade Federal de Minas Gerais,2009,2014,,,,,Programa De Pós Medicamentos E Assistência Farmacêutica,Universidade Federal de Minas Gerais,2015,2017,Medicamentos E Assistência Farmacêutica,Universidade Federal de Minas Gerais,2018,
,,,,,,,,,Licenciatura Plena Para A Graduação De Professores,Centro Federal de Educação Tecnológica de Minas Gerais,1988,1990,,,,,Pedagogia Profissional,"Instituto Superior Pedagógico para A Educação Técnica e Profissional, Havan",2000,2003,,,,
3483687738272208,,,,,,,,,Letras,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2017,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2020,
3498608481071346,,,,,,,,,Engenharia De Computação,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2017,,,,,Ciências Da Computação,Universidade Federal de Minas Gerais,2017,2019,Ciência Da Computação,Universidade de Viena,2019,
3502657428016331,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,Engenharia Elétrica,Universidade Federal de Itajubá,2012,2017,,,,,Engenharia Elétrica,Universidade Federal de Itajubá,2018,2019,Engenharia Elétrica E Metrologia,Gottfried Wilhelm Leibniz Universität Hannover,2019,
3503602133908678,,,,,,,,,Letras (espanhol),Universidade de Abomey-Calavi,2010,2013,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,Programa De Pós-graduação Em Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2019,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1992,1994,Engenharia Eletrônica E De Telecomuniações,Pontifícia Universidade Católica de Minas Gerais,1995,2000,,,,,Engenharia Eletrônica E Computação,Instituto Tecnológico de Aeronáutica,2007,2010,,,,
3530418442048073,,,,,,,,,Engenharia De Produção Civil,Universidade FUMEC,2008,2012,,,,,Engenharia De Estruturas,Universidade Federal de Minas Gerais,2015,2017,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2018,
3536800117922438,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2013,Design De Produto,Universidade do Estado de Minas Gerais,2008,2012,,,,,Engenharia De Materiais,Universidade Federal de Ouro Preto,2013,2015,,,,
3541523468092231,,,,,,,,,Comunicação Social - Publicidade E Propaganda,Centro Universitário de Belo Horizonte,2009,2013,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,,,,
3542862014639445,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,,,,,Música,Universidade Federal de Minas Gerais,2013,2015,,,,
3549247509161138,,,,,Equipamentos Para A Área Da Saúde,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,Gestão De Serviços De Saúde,Universidade Federal de Minas Gerais,2012,2016,,,,,Saúde Pública,Universidade Federal de Minas Gerais,2017,2018,Epidemiologia Em Saúde Pública,Fundação Oswaldo Cruz,2019,
3555430160971937,,,,, Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1976,1978,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1979,1984,,,,,Engenharia De Materiais,Universidade Federal de Ouro Preto,1999,2002,,,,
3561699656523437,,,,,,,,,Letras,Universidade do Estado de Minas Gerais,1996,1999,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2019,2021,,,,
3566463770625927,,,,,,,,,Programa Especial Formação Pedagógica De Docentes,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2006,,,,,Agronomia (fitotecnia),Universidade Federal de Lavras,1994,1996,,,,
3588164145173921,,,,,Mineração,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2001,Engenharia Química,Universidade Federal de Uberlândia,2003,,,,,,Engenharia Química,Universidade Federal de Uberlândia,2008,2010,,,,
,,,,,,,,,Licenciatura Plena Ensino Do 2o Grau,Centro Federal de Educação Tecnológica de Minas Gerais,1988,1989,,,,,Engenharia Elétrica,Universidade Federal de Uberlândia,1993,1995,,,,
3593406625771169,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2006,,,,,Geotecnia E Transportes,Universidade Federal de Minas Gerais,2015,2017,,,,
3593500308202725,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,Educação Física,Universidade Federal de Minas Gerais,2009,2013,,,,,Educação,Universidade Federal de Minas Gerais,2015,2017,Educação,Universidade Federal de Minas Gerais,2018,
3609242107296023,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2010,Design De Ambientes,Universidade do Estado de Minas Gerais,2009,2014,Pós-graduação Em Growth Hacking & Agile Mindset,HSM AUTOMAÇÃO E SERVIÇOS LTDA,2021,,"Desenvolvimento, Tecnologias E Sociedade",Universidade Federal de Itajubá,2015,2017,,,,
3619616288788184,,,,,,,,,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2013,,,,,Ciência E Tecnologia Das Radiações,Universidade Federal de Minas Gerais,2015,2017,"Ciência E Tecnologia Das Radiações, Minerais E Materiais",Centro de Desenvolvimento da Tecnologia Nuclear,2018,
3626025291113904,,,,,,,,,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1994,2000,,,,,Engenharia De Produção,Universidade Federal de Minas Gerais,2002,2004,,,,
3633605276340350,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2004,Engenharia Civil,Universidade Federal de Minas Gerais,2006,2011,,,,,Estruturas E Construção Civil,Universidade de Brasília,2014,2016,,,,
3640937997185331,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,Bacharel Ciência Da Computação,Pontifícia Universidade Católica de Minas Gerais,2005,2009,,,,,Ciências Da Computação,Universidade Federal de Minas Gerais,2010,2012,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1988,1990,Ciências Biológicas/bacharelado Em Ecologia,Universidade Federal de Minas Gerais,1996,2000,,,,,Ecologia (conservação E Manejo Da Vida Silvestre),Universidade Federal de Minas Gerais,2001,2003,,,,
3658730495031068,,,,,,,,,Letras,Universidade Federal de Ouro Preto,2003,2007,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,
3678144109350942,,,,,,,,,Comunicação Social - Jornalismo,Universidade FUMEC,2005,2009,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2016,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,
3679433073010488,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2006,Engenharia De Controle E Automação,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2014,,,,,Engenharia Elétrica,Universidade Federal de Juiz de Fora,2017,2019,Engenharia Elétrica,Universidade Federal de Juiz de Fora,2019,
3683951692822860,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,Engenharia De Controle E Automação,Universidade Federal de Minas Gerais,2009,2015,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,2016,2018,Engenharia Elétrica,Universidade Federal de Minas Gerais,2018,
3701514880675300,,,,,,,,,Engenharia De Computação,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2011,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,,,,
3701773075891042,,,,,,,,,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2016,,,,,,"Saneamento, Meio Ambiente E Recursos Hídricos",Universidade Federal de Minas Gerais,2013,2015,"Saneamento, Meio Ambiente E Recursos Hídricos",Universidade Federal de Minas Gerais,2019,
3712500889099199,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1989,1991,Engenharia Elétrica,Universidade Estadual de Campinas,1993,1996,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,1999,2000,,,,
3716560493783910,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1999,2001,Física,Universidade Federal de Uberlândia,2009,2015,,,,,Física,Universidade Federal de Uberlândia,2016,2018,,,,
3732903864060193,,,,,Estradas,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2006,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2015,,,,,Geotecnia,Universidade Federal de Ouro Preto,2017,2019,,,,
3741425625234448,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2003,Bioquímica,Universidade Federal de Viçosa,2006,2010,,,,,Bioquimica Agricola,Universidade Federal de Viçosa,2012,2015,,,,
3746015031604765,,,,,,,,,Psicologia,Universidade Federal de Minas Gerais,1986,1991,Gestão Estratégica Em Educação A Distância - Ead,Centro Universitário Senac,2019,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
3753152417603988,,,,,,,,,História,Universidade Federal de Minas Gerais,2008,2012,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2018,2020,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2021,
3753914447020308,,,,,,,,,Engenharia Mecanica,Centro Federal de Educação Tecnológica de Minas Gerais,1998,2002,,,,,Ciencia E Tecnologia Das Radiações E Materiais,Centra de Desenvolvimento de Tecnologia Nuclear,2008,2010,,,,
3768762190710562,,,,,,,,,Engenharia De Automação Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2013,,,,,Educação Tecnológica,Instituto Federal do Triângulo Mineiro,2015,2017,,,,
3769103216923143,,,,,,,,,Ciências Biológicas,Universidade Federal de Minas Gerais,1994,2002,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,,,,
3777331908349905,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1987,1990,Engenharia Elétrica,Pontifícia Universidade Católica de Minas Gerais,1991,1997,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,1998,2002,,,,
3780732438842593,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2010,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2012,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2019,
3785560509588065,,,,,,,,,Psicologia,Pontifícia Universidade Católica de Minas Gerais,2006,2011,Terapia Cognitivo-comportamental,Instituto WP,2017,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
3801109897721196,,,,,,,,,Letras - Português,Universidade Federal de Minas Gerais,2005,2009,Texto Criativo: Leitura E Escrita,Pontifícia Universidade Católica de Minas Gerais,2019,,Estudos Literários,Universidade Federal de Minas Gerais,2011,2013,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,
3804277803300821,,,,,,,,,Engenharia Metalúrgica,Universidade Federal de Ouro Preto,2011,2017,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2018,2021,,,,
3812558776956468,,,,,,,,,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2008,,,,,Química,Universidade Federal de Minas Gerais,2013,2015,,,,
,,,,,,,,,Tecnologia Em Radiologia,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2005,,,,,Ciências Biológicas,Universidade Federal de Minas Gerais,2005,2007,,,,
3816004844908052,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,Sistemas De Informação,Universidade Federal de Minas Gerais,2010,2014,,,,,Ciências Da Computação,Universidade Federal de Minas Gerais,2014,2016,Sistemas De Informação E Gestão Do Conhecimento,Universidade FUMEC,2019,
3816823247759562,,,,,,,,,Matematica,Universidade Estadual de Montes Claros,2006,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2015,,,,
3819123434422840,,,,,,,,,Matemática,Universidade Belo Horizonte,1984,1988,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
3820958597707901,,,,,,,,,Ciência Da Computação,Universidade FUMEC,1999,2002,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2017,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2017,
3822621063448346,,,,,,ETEC - Astor de Mattos Carvalho,2010,2011,Tecnologia Em Gestão De Recursos Humanos,Faculdade Anhanguera de Bauru,2008,2010,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,Estudos Literários,Universidade Federal de Minas Gerais,2019,
3822922081587117,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2004,Comunicação Social - Publicidade E Propaganda,Pontifícia Universidade Católica de Minas Gerais,2004,2007,Inovação E Tecnologia Em Design De Estampa,SENAI - Departamento Regional do Rio de Janeiro,2020,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
3827416188383499,,,,,,,,,Tecnologia Em Radiologia,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2009,,,,,Ciências De Alimentos,Universidade Federal de Minas Gerais,2012,2014,,,,
3860012964182208,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1998,Farmácia,Faculdade de Farmácia da UFMG,1999,2004,,,,,Ciências Farmacêuticas,Faculdade de Farmácia da UFMG,2004,2007,,,,
3877179793999176,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2017,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2019,,,,,
3879634832607156,,,,,,,,,Matemática,Universidade Federal de Ouro Preto,2006,2009,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2013,Recursos Pesqueiros E Engenharia De Pesca,Universidade Estadual do Oeste do Paraná,2019,
3893675495288603,,,,,Meio Ambiente E Saneamento,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1997,Engenharia Civil,Universidade Federal de Minas Gerais,2001,2006,,,,,"Saneamento, Meio Ambiente E Recursos Hídricos",Universidade Federal de Minas Gerais,2007,2009,,,,
3897316408843767,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2013,,,,,Engenharia Urbana,Universidade Federal do Rio de Janeiro,2016,2018,,,,
3901100267135901,,,,,Mecatrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,Engenharia De Controle E Automação,Universidade Federal de Minas Gerais,2010,2015,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,2016,2018,,,,
3902921235931665,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2004,Nutrição,Universidade Federal de Minas Gerais,2007,2011,,,,,Enfermagem,Universidade Federal de Minas Gerais,2012,2014,,,,
3903295289488444,,,,,Eletromecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2014,,,,,,,,,,,,
3912402486148097,,,,,,,,,Ciência Da Computação,Universidade Federal de Lavras,2008,2013,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2006,Química,Universidade Federal de Minas Gerais,2006,2010,,,,,"Ciência E Tec. Das Radiações, Minerais E Materiais",Centro de Desenvolvimento de Tecnologia Nuclear,2011,2013,,,,
3929500794368395,,,,,,,,,Engenharia Civil,Universidade Federal de Minas Gerais,1985,1987,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,,,,
3934019582598385,,,,,Qúimica,Escola Técnica Municipal de Sete Lagoas,1996,1999,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2007,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
3939492065933937,,,,,Eletrotécnica E Automação Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,Engenharia Elétrica,Centro Universitário UNA,2010,2014,,,,,Programa De Pós-graduação Em Engenharia Elétrica,Pontifícia Universidade Católica de Minas Gerais,2017,2019,,,,
3940869356791013,,,,,,,,,Física,Pontifícia Universidade Católica de Minas Gerais,2003,2007,,,,,Engenharia Da Energia,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,Engenharia Elétrica,Universidade Federal de Minas Gerais,2018,
3944003429399737,,,,,,,,,Design Gráfico,Universidade do Estado de Minas Gerais,2003,2006,Tecnologia De Celulose E Papel,FACULDADE UNIBF,2020,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2013,Engenharia De Materiais,Universidade Federal de Ouro Preto,2013,
3951904798639045,,,,,,,,,Matemática,Universidade Federal da Paraíba,2009,2014,,,,,Modelagem Matemática E Computacional,Universidade Federal da Paraíba,2014,2016,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2017,
3958616303043942,,,,,,,,,Serviço Social,Pontifícia Universidade Católica de Minas Gerais,2005,2009,Gestão Pública E Desenvolvimento Territorial,Instituto Federal  Minas Gerais,2019,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
3962210748005195,,,,,Edificações,"Centro Federal de Educação Tecnológica de Minas Gerais, Araxá",2010,2011,Arquitetura E Urbanismo,Centro Universitário do Triângulo,2012,2016,,,,,Engenharia De Estruturas,Universidade Federal de Minas Gerais,2017,2019,,,,
3968178583898140,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2009,Engenharia Metalúrgica,Centro Universitário do Leste de Minas Gerais,2011,2015,,,,,Engenharia Metalúrgica E De Minas,Universidade Federal de Minas Gerais,2016,2018,Engenharia Metalúrgica E De Minas,Universidade Federal de Minas Gerais,2018,
3970364454755147,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2004,Engenharia De Controle E Automação,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2011,,,,,Engenharia Agrícola,Universidade Federal de Viçosa,2011,2014,Engenharia Elétrica,Universidade Federal de Juiz de Fora,2019,
3981316891519635,,,,,,,,,Engenharia Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2016,,,,,Engenharia Mecânica,Universidade Federal de Minas Gerais,2018,2020,Programa De Pós-graduação Em Engenharia Mecânica - Ufmg,Universidade Federal de Minas Gerais,2020,
3993596384035285,,,,,Estradas,Centro Federal de Educação Tecnológica de Minas Gerais,1989,1994,Administração De Empresas,Pontifícia Universidade Católica de Minas Gerais,1996,2004,,,,,Administração,"faculdade de ciências econômicas, administrativas e contábeis de belo horiz",2004,2007,,,,
3997441706736172,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,Biomedicina,Universidade Federal de Minas Gerais,2013,2017,,,,,"Biologia Celular E Molecular, Genômica E Proteômica De Tripanosomatídeos",Instituto René Rachou (FIOCRUZ MINAS),2018,2020,,,,
3998743892503699,,,,,,,,,Cinema E Audiovisual,centro universitário UNA,2010,2013,Inovação E Tendências Da Educação,Universidade São Judas Tadeu,2021,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
4011876511724599,,,,,,,,,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1983,1988,,,,,Engenharia Mecânica,Pontifícia Universidade Católica MG,2000,2004,,,,
4015979850041122,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2006,Comunicação Social,Universidade Federal de Minas Gerais,2008,2012,,,,,Comunicação Social,Universidade Federal de Minas Gerais,2013,2015, De Pós-graduação Interdisciplinar Em Ciências Humanas,Universidade Federal de Santa Catarina,2017,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1986,1988,Engenharia Elétrica,Pontifícia Universidade Católica de Minas Gerais,1990,1997,,,,,Engenharia Elétrica,Pontifícia Universidade Católica de Minas Gerais,1998,2002,,,,
