Identificador,ENSINO-MEDIO-SEGUNDO-GRAU,Instituição,Início,Fim,CURSO-TECNICO-PROFISSIONALIZANTE,Instituição,Início,Fim,GRADUACAO,Instituição,Início,Fim,ESPECIALIZACAO,Instituição,Início,Fim,MESTRADO,Instituição,Início,Fim,DOUTORADO,Instituição,Início,Fim
3215532991560405,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2017,,,,
3217464806402403,,,,,Eletrônica Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,1991,1993,,,,,,,,,,,,,,,,
3227613632772410,,,,,,,,,Engenharia Mecatrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2014,,,,,,,,,,,,
3235303599180562,,,,,,,,,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2009,,,,,,,,,,,,
3247455631640819,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1999,,,,,,,,,,,,,,,,
3272607526465335,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,Programa Especial De Formação De Docente,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2017,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2019,
3273779184595286,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2011,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,,,,
3284743091588125,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2009,,,,
3290426711406474,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,,,,,,,,,,,,,,,,
3290432533213763,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,
3314237108804495,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2010,,,,,,,,,,,,
3332645418619207,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,,,,,,,,,,,,,,,,
3355393240818862,,,,,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2017
3357695743214577,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2007,,,,,,,,,,,,,,,,
3361523755118039,,,,,Mineração,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,,,,,,,,,,,,,,,,
3374333308607200,,,,,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2020,
3380668710552543,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1990,1993,,,,,,,,,,,,,,,,
,,,,,,,,,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1993,2001,,,,,,,,,,,,
3383857805480022,,,,,,,,,,,,,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2018,2020,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2021,
3384017730127280,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2007,,,,,,,,,,,,,,,,
3384643294915980,,,,,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2018,
3389395334818755,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,,,,
3401132872711275,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,,,,
3429080587969176,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1982,1984,,,,,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2003,,,,
3438020715507946,,,,,,,,,,,,,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2017,,,,
3446009953521845,,,,,Eletrotécnica - Automação Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2011,,,,,,,,,,,,,,,,
3454080611072557,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2009,,,,,,,,,,,,,,,,
,,,,,,,,,Licenciatura Plena Para A Graduação De Professores,Centro Federal de Educação Tecnológica de Minas Gerais,1988,1990,,,,,,,,,,,,
3483687738272208,,,,,,,,,Letras,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2017,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2020,
3498608481071346,,,,,,,,,Engenharia De Computação,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2017,,,,,,,,,,,,
3502657428016331,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,,,,,,,,,,,,,,,,
3503602133908678,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,Programa De Pós-graduação Em Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2019,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1992,1994,,,,,,,,,,,,,,,,
3530418442048073,,,,,,,,,,,,,,,,,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2018,
3536800117922438,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2013,,,,,,,,,,,,,,,,
3541523468092231,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,,,,
3542862014639445,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,,,,,,,,,,,,
3549247509161138,,,,,Equipamentos Para A Área Da Saúde,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,,,,,,,,,,,,,,,,
3555430160971937,,,,, Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1976,1978,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1979,1984,,,,,,,,,,,,
3561699656523437,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2019,2021,,,,
3566463770625927,,,,,,,,,Programa Especial Formação Pedagógica De Docentes,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2006,,,,,,,,,,,,
3588164145173921,,,,,Mineração,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2001,,,,,,,,,,,,,,,,
,,,,,,,,,Licenciatura Plena Ensino Do 2o Grau,Centro Federal de Educação Tecnológica de Minas Gerais,1988,1989,,,,,,,,,,,,
3593406625771169,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2006,,,,,,,,,,,,
3593500308202725,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,,,,,,,,,,,,,,,,
3609242107296023,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2010,,,,,,,,,,,,,,,,
3619616288788184,,,,,,,,,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2013,,,,,,,,,,,,
3626025291113904,,,,,,,,,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1994,2000,,,,,,,,,,,,
3633605276340350,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2004,,,,,,,,,,,,,,,,
3640937997185331,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,,,,,,,,,,,,,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1988,1990,,,,,,,,,,,,,,,,
3658730495031068,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,
3678144109350942,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2016,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,
3679433073010488,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2006,Engenharia De Controle E Automação,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2014,,,,,,,,,,,,
3683951692822860,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,,,,,,,,,,,,,,,,
3701514880675300,,,,,,,,,Engenharia De Computação,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2011,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,,,,
3701773075891042,,,,,,,,,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2016,,,,,,,,,,,,,
3712500889099199,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1989,1991,,,,,,,,,,,,,,,,
3716560493783910,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1999,2001,,,,,,,,,,,,,,,,
3732903864060193,,,,,Estradas,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2006,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2015,,,,,,,,,,,,
3741425625234448,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2003,,,,,,,,,,,,,,,,
3746015031604765,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
3753152417603988,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2018,2020,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2021,
3753914447020308,,,,,,,,,Engenharia Mecanica,Centro Federal de Educação Tecnológica de Minas Gerais,1998,2002,,,,,,,,,,,,
3768762190710562,,,,,,,,,Engenharia De Automação Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2013,,,,,,,,,,,,
3769103216923143,,,,,,,,,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,,,,
3777331908349905,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1987,1990,,,,,,,,,,,,,,,,
3780732438842593,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2010,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2012,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2019,
3785560509588065,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
3801109897721196,,,,,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,
3804277803300821,,,,,,,,,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2018,2021,,,,
3812558776956468,,,,,,,,,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2008,,,,,,,,,,,,
,,,,,,,,,Tecnologia Em Radiologia,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2005,,,,,,,,,,,,
3816004844908052,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,,,,,,,,,,,,,,,,
3816823247759562,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2015,,,,
3819123434422840,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
3820958597707901,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2017,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2017,
3822621063448346,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,,,,
3822922081587117,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2004,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
3827416188383499,,,,,,,,,Tecnologia Em Radiologia,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2009,,,,,,,,,,,,
3860012964182208,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1998,,,,,,,,,,,,,,,,
3877179793999176,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2017,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2019,,,,,
3879634832607156,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2013,,,,
3893675495288603,,,,,Meio Ambiente E Saneamento,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1997,,,,,,,,,,,,,,,,
3897316408843767,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2013,,,,,,,,,,,,
3901100267135901,,,,,Mecatrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,,,,,,,,,,,,,,,,
3902921235931665,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2004,,,,,,,,,,,,,,,,
3903295289488444,,,,,Eletromecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2014,,,,,,,,,,,,
3912402486148097,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2006,,,,,,,,,,,,,,,,
3929500794368395,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,,,,
3934019582598385,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2007,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
3939492065933937,,,,,Eletrotécnica E Automação Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,,,,,,,,,,,,,,,,
3940869356791013,,,,,,,,,,,,,,,,,Engenharia Da Energia,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,,,,
3944003429399737,,,,,,,,,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2013,,,,
3951904798639045,,,,,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2017,
3958616303043942,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
3962210748005195,,,,,Edificações,"Centro Federal de Educação Tecnológica de Minas Gerais, Araxá",2010,2011,,,,,,,,,,,,,,,,
3968178583898140,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2009,,,,,,,,,,,,,,,,
3970364454755147,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2004,Engenharia De Controle E Automação,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2011,,,,,,,,,,,,
3981316891519635,,,,,,,,,Engenharia Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2016,,,,,,,,,,,,
3993596384035285,,,,,Estradas,Centro Federal de Educação Tecnológica de Minas Gerais,1989,1994,,,,,,,,,,,,,,,,
3997441706736172,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2014,,,,,,,,,,,,,,,,
3998743892503699,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
4011876511724599,,,,,,,,,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1983,1988,,,,,,,,,,,,
4015979850041122,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2006,,,,,,,,,,,,,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1986,1988,,,,,,,,,,,,,,,,
,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1995,2000,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,,,,
4033985075685023,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2006,,,,,,,,,,,,
4041165991466435,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1980,1982,,,,,,,,,,,,,,,,
4042083363433603,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2013,Engenharia De Controle E Automação,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2018,,,,,,,,,,,,
4043943496035954,,,,,,,,,Engenharia Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2014,,,,,,,,,,,,
4051747910475703,,,,,,,,,Engenharia De Controle E Automação,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2018,,,,,,,,,,,,
4062802367989237,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
4063892372639134,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2002,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2011,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2015,,,,
4066601599785909,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2007,,,,,,,,,,,,,,,,
4073086963259949,,,,,,,,,Programa Especial De Formação De Docente,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2017,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,,,,
4076132562533854,,,,,Mecânica Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2010,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2015,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2020,
4079528074555281,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,,,,
4081332740765400,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,,,,,,,,,,,,,,,,
4087986218856677,,,,, Mecânico,Centro Federal de Educação Tecnológica de Minas Gerais,1981,1984,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1985,1989,,,,,,,,,,,,
4099771841639453,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1990,1992,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2006,,,,,,,,,,,,
4103600774975142,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,
4111887768071205,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,,,,
4113017062897401,,,,,,,,,,,,,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,,,,
4118274572113727,,,,,,,,,,,,,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
4133149591919065,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2007,,,,,,,,,,,,,,,,
4148560644440060,,,,,Mineração,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,,,,,,,,,,,,,,,,
4160241755975383,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,,,,,,,,,,,,,,,,
4160696912723367,,,,,Saneamento,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1999,,,,,,,,,,,,,,,,
4165174989611695,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,,,,,,,,,,,,,,,,
4177740105153544,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2011,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2017,,,,,,,,,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1980,1984,,,,,,,,,,,,,,,,
4181476403202112,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,
4186096587571511,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2020,
4189263795838669,,,,,,,,,Engenharia De Automação Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2020,,,,,,,,,,,,,
4210848804313468,,,,,,,,,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2018,2020,,,,
4222377564959203,,,,,,,,,,,,,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2017,
4239050644068438,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1993,1995,,,,,,,,,,,,,,,,
4239314925513636,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1997,1999,,,,,,,,,,,,,,,,
4252362272988875,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1983,1989,,,,,,,,,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1998,,,,,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2008,,,,
4265484403528911,,,,,Saneamento,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1996,,,,,,,,,,,,,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1987,1989,,,,,,,,,,,,,,,,
4283074963971874,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2009,,,,,,,,,,,,,,,,
4294802205300085,,,,,,,,,Engeharia Mecanica,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2012,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
4304545444551660,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2016,,,,,,,,,,,,
4325582561181007,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2003,,,,,,,,,,,,,,,,
4332723786913534,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,,,,,,,,,,,,,,,,
4338246629029499,,,,,,,,,,,,,Educação Profissional Integrada À Ed.jovens E Adu,Centro Federal de Educação Tecnológica de Minas Gerais,2010,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2018,2020,,,,
4341763615784674,,,,,,,,,Engenharia De Controle E Automação,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2014,,,,,,,,,,,,
4373059548375461,,,,,,,,,,,,,,,,,,,,,Estudo De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2018,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1999,2001,,,,,,,,,,,,,,,,
4412572566624277,,,,,,,,,,,,,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,,,,
,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,,,,,,,,,,,,,,,,
4443432601871977,,,,,,,,,Programa Especial De Formação Pedagógica Docentes,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2003,,,,,,,,,,,,
4453549380479243,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,,,,
4487211577813266,,,,,,,,,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2019,,,,,Programa De Pós Graduação Multicêntrico Em Química De Minas Gerais,Centro Federal de Educação Tecnológica de Minas Gerais,2019,2021,Programa De Pós Graduação Multicêntrico Em Química De Minas Gerais,Centro Federal de Educação Tecnológica de Minas Gerais,2021,
4500238036424665,,,,,,,,,Licenciatura Plena Ensino Química,Centro Federal de Educação Tecnológica de Minas Gerais,1981,1983,,,,,,,,,,,,
4504589250197658,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2017,
4508679646762464,,,,,,,,,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2013,,,,
4528635282626175,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,,,,,,,,
4530840116900566,,,,,,,,,,,,,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2016,,,,
4533031068447712,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2002,,,,,,,,,,,,,,,,
4546069313977800,,,,,,,,,Licenciatura Plena Para A Formação De Professores,Centro Federal de Educação Tecnológica de Minas Gerais,1988,1989,,,,,,,,,,,,
4551952470979072,,,,,,,,,,,,,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,,,,
4552550214334379,,,,,Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2005,,,,,,,,,,,,,,,,
4553553772075790,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,,,,
4563758203231227,,,,,,,,,,,,,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2002,,,,
4578101211935991,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2011,Engenharia De Computação,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2016,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2019,
4581844090075900,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
4582617053265743,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2009,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,
4591709510999495,,,,,,,,,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,,,,
4602902468636381,,,,,,,,,,,,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2019,2021,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2022,
4623529591915058,,,,,Eletromecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2002,,,,,,,,,,,,,,,,
4637687387433353,,,,,Turismo E Lazer,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2006,,,,,,,,,,,,,,,,
