Identificador,ENSINO-MEDIO-SEGUNDO-GRAU,Instituição,Início,Fim,CURSO-TECNICO-PROFISSIONALIZANTE,Instituição,Início,Fim,GRADUACAO,Instituição,Início,Fim,ESPECIALIZACAO,Instituição,Início,Fim,MESTRADO,Instituição,Início,Fim,DOUTORADO,Instituição,Início,Fim
5928243233680621,nan,nan,nan,nan,nan,nan,nan,nan,Física Médica,Universidade De São Paulo,2000,2004,nan,nan,nan,nan,nan,nan,nan,nan,Física Aplicada À Medicina E Biologia,Universidade De São Paulo,2004,2009
5930035056050041,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Agronômica,Universidade Federal Do Espírito Santo,1993,1997,nan,nan,nan,nan,Fitotecnia (produção Vegetal),Universidade Federal De Viçosa,1997,2000,Fitotecnia (produção Vegetal),Universidade Federal De Viçosa,2000,2003
5935973885331465,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Agronômica,Universidade Federal De Pelotas,1982,1986,nan,nan,nan,nan,Economia Rural,Universidade Federal Do Rio Grande Do Sul,1991,1994,Economia,Universidade Federal Do Rio Grande Do Sul,1995,1999
5940127221480832,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Mecânica,Universidade Estadual De Campinas,1988,1992,nan,nan,nan,nan,Engenharia Mecânica,Universidade Estadual De Campinas,1992,1996,Engenharia Mecânica,Universidade Estadual De Campinas,1996,2002
5940298418332552,nan,nan,nan,nan,nan,nan,nan,nan,Física,Universidade Federal Do Ceará,1992,1996,nan,nan,nan,nan,Física,Universidade Federal Do Ceará,1996,1999,Física,Universidade Federal Do Ceará,2000,2004
5940881576341018,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Faculdade De Humanidades Pedro Ii,1980,1983,nan,nan,nan,nan,Ciências Biológicas (zoologia),Universidade Federal Do Rio De Janeiro,1985,1989,Geociências,Universidade Federal Do Rio Grande Do Sul,1991,1996
5944029357081364,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Agronômica,Universidade Federal De Pelotas,1981,1984,nan,nan,nan,nan,Fitopatologia,Universidade De Brasília,1989,1992,Plant Pathology,University Of Florida,1995,1999
5953158811160883,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Florestal,Universidade Federal De Santa Maria,2000,2005,nan,nan,nan,nan,Engenharia Agrícola,Universidade Federal De Santa Maria,2005,2007,Ciência Florestal,Universidade Federal De Viçosa,2007,2011
5968043766728580,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Federal De Pernambuco,1999,,nan,nan,nan,nan,Biologia De Fungos,Universidade Federal De Pernambuco,2004,2005,Biologia De Fungos,Universidade Federal De Pernambuco,2005,2009
5973712900242603,nan,nan,nan,nan,nan,nan,nan,nan,Administração De Empresas,Escola Superior De Propaganda E Marketing,1995,2000,nan,nan,nan,nan,Administração De Empresas,Fundação Getulio Vargas - Sp,2001,2003,Phd,Manchester Business School,2004,2008
5974664273830910,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Química,Universidade Federal Do Rio Grande Do Sul,1969,1973,nan,nan,nan,nan,Engenharia Química,Universidade Federal Do Rio De Janeiro,1977,1979,Cinética Química E Catálise,Université Claude Bernarde Lyon 1,1986,1989
5979862734558983,nan,nan,nan,nan,nan,nan,nan,nan,Ciências De Computação,Universidade Federal Do Rio Grande Do Sul,1988,1992,nan,nan,nan,nan,Computação,Universidade Federal Do Rio Grande Do Sul,1992,1995,Informática: Sistemas Distribuídos,Institut National Polytechnique De Grenoble,1997,2001
5980170934785365,nan,nan,nan,nan,nan,nan,nan,nan,Farmácia,Universidade Federal Da Paraíba,1970,1975,nan,nan,nan,nan,Química,Universidade Federal Rural Do Rio De Janeiro,1976,1979,Química Orgânica,Universidade De São Paulo,1982,1986
5988817460788034,nan,nan,nan,nan,nan,nan,nan,nan,Electronique De Systemes Embarques,Ecole Superieure D'ingenieurs En Systemes Industriels Avancés Rhone Alpes,2001,2005,nan,nan,nan,nan,Optique Et Radiofrequence,Ecole National Supérieure D'electronique Et De Radioélectricité De Grenoble,2005,2006,Engenharia Elétrica,Universidade Federal De Campina Grande,2007,2011
5989233042856714,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Elétrica,Universidade Federal De Pernambuco,1976,1980,nan,nan,nan,nan,Física,Universidade Federal De Pernambuco,1980,1983,Engenharia Elétrica,Stanford University,1983,1988
5994046237491735,nan,nan,nan,nan,nan,nan,nan,nan,Licenciatura Plena Em Ciências Biológicas,Pontifícia Universidade Católica Do Rio Grande Do Sul,1985,1988,nan,nan,nan,nan,Ciências (fisiologia Geral),Universidade De São Paulo,1989,1992,Ciências Biológicas (fisiologia),Universidade Federal Do Rio Grande Do Sul,1994,1997
5994311290376153,nan,nan,nan,nan,nan,nan,nan,nan,Química Industrial,Universidade De Santa Cruz Do Sul,1994,1999,nan,nan,nan,nan,Química,Universidade Federal De Santa Maria,2000,2002,Química,Universidade Federal De Santa Maria,2004,2008
5996625850968077,nan,nan,nan,nan,nan,nan,nan,nan,História,Universidade Federal Fluminense,1986,1990,nan,nan,nan,nan,História,Universidade Federal Fluminense,1992,1994,História,Universidade Federal Fluminense,1995,2000
5997264614569359,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Fisica,Università Degli Studi Di Genova,1974,1979
5998337634888263,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Federal De São Carlos,1984,1988,nan,nan,nan,nan,Ecologia E Recursos Naturais,Universidade Federal De São Carlos,1989,1992,Ecologia E Recursos Naturais,Universidade Federal De São Carlos,1996,2001
6008062704776395,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Federal Do Rio De Janeiro,1996,2000,nan,nan,nan,nan,Ciências Biológicas (zoologia),Universidade Federal Do Rio De Janeiro,2001,2003,Ciências Biológicas (zoologia),Universidade Federal Do Rio De Janeiro,2003,2008
6009323021564287,nan,nan,nan,nan,nan,nan,nan,nan,Química Industrial,Universidade Do Sul De Santa Catarina,2002,2006,nan,nan,nan,nan,nan,nan,nan,nan,Meio Ambiente E Recursos Naturais,Universidad De Santiago De Compostela - Campus Santiago,2008,2011
6009412640611523,nan,nan,nan,nan,nan,nan,nan,nan,Farmácia,Universidade Federal Da Paraíba,1999,2003,nan,nan,nan,nan,Produtos Naturais E Sintéticos Bioativos,Universidade Federal Da Paraíba,2003,2004,Produtos Naturais E Sintéticos Bioativos,Universidade Federal Da Paraíba,2004,2007
6011936684655367,nan,nan,nan,nan,nan,nan,nan,nan,Administração,Universidade Federal De Juiz De Fora,1997,2000,nan,nan,nan,nan,Administração,Universidade Federal De Minas Gerais,2001,2003,Administração,Universidade Federal De Minas Gerais,2006,2009
6015137404238990,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Federal Do Espírito Santo,1985,1990,nan,nan,nan,nan,Ciências Biológicas (zoologia),Universidade Estadual Paulista Júlio De Mesquita Filho,1991,1993,Ciências Biológicas (zoologia),Universidade Estadual Paulista Júlio De Mesquita Filho,1993,1996
6022200145144346,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Federal Do Rio Grande Do Sul,1972,1975,nan,nan,nan,nan,Botânica,Universidade Federal Do Rio Grande Do Sul,1976,1980,Ciências Biológicas (botânica),Universidade De São Paulo,1984,1990
6027763770110766,nan,nan,nan,nan,nan,nan,nan,nan,Medicina Veterinária,Universidade Federal De Lavras,2005,2010,nan,nan,nan,nan,Ciências Veterinárias,Universidade Federal De Lavras,2010,2012,Ciências Veterinárias,Universidade Federal De Lavras,2012,2015
6032731044884103,nan,nan,nan,nan,nan,nan,nan,nan,Odontologia,Universidade Federal De Uberlândia,1996,2000,nan,nan,nan,nan,Estomatopatologia,Universidade Estadual De Campinas,2000,2002,Estomatopatologia,Universidade Estadual De Campinas,2002,2005
6039007393332552,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia De Computação,Pontifícia Universidade Católica Do Rio De Janeiro,1991,1996,nan,nan,nan,nan,Informática,Pontifícia Universidade Católica Do Rio De Janeiro,1996,1997,Informática,Pontifícia Universidade Católica Do Rio De Janeiro,1997,2000
6047330108382641,nan,nan,nan,nan,nan,nan,nan,nan,Ciência Da Computação,Universidade Federal Do Maranhão,2002,2007,nan,nan,nan,nan,Engenharia Elétrica,Universidade Federal Do Maranhão,2008,2010,Engenharia Elétrica,Universidade Federal Do Maranhão,2010,2013
6050302316049061,nan,nan,nan,nan,nan,nan,nan,nan,Geologia,Universidade Federal Do Rio Grande Do Norte,1983,1987,nan,nan,nan,nan,Geologia,Universidade De Brasília,1988,1992,Geologia,Universidade De Londres,1995,1998
6055773616660341,nan,nan,nan,nan,nan,nan,nan,nan,Farmácia E Bioquímica,Universidade Estadual De Londrina,1991,1995,nan,nan,nan,nan,Ciência De Alimentos,Universidade Estadual De Londrina,1997,1999,Ciência De Alimentos,Universidade Estadual De Londrina,1999,2002
6056533356349635,nan,nan,nan,nan,nan,nan,nan,nan,Administração,Universidade Federal De Santa Maria,1986,1989,nan,nan,nan,nan,Administração,Universidade Federal De Santa Catarina,1992,1995,Administração,Universidade De São Paulo,2005,2008
6065403979442915,nan,nan,nan,nan,nan,nan,nan,nan,Medicina,Escola Baiana De Medicina E Saúde Pública,1973,1978,nan,nan,nan,nan,Saúde Comunitária,Universidade Federal Da Bahia,1979,1981,nan,nan,nan,nan
6068911894498452,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade De São Paulo,1985,1994,nan,nan,nan,nan,Biotecnologia,Universidade De São Paulo,1991,1994,Ciências Biológicas (microbiologia),Universidade De São Paulo,1996,2000
6069274946617843,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Agronômica,Universidade Federal De Pelotas,1987,1990,nan,nan,nan,nan,Agronomia,Universidade Federal De Pelotas,1992,1994,Fitotecnia,Universidade De São Paulo,1996,1998
6077078808261552,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Química,Universidade Federal De Santa Maria,1987,1992,nan,nan,nan,nan,Tecnologia De Alimentos,Universidade Federal Do Paraná,1992,1994,Engenharia Química,Universidade Federal De Santa Catarina,2001,2005
6085150808596076,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Sociais,Universidade Estadual Paulista Júlio De Mesquita Filho,2000,2003,nan,nan,nan,nan,nan,nan,nan,nan,Desenvolvimento Econômico,Universidade Estadual De Campinas,2004,2008
6095781463903670,nan,nan,nan,nan,Agropecuária,Instituto Cristão,1995,1997,Agronomia,Universidade Estadual De Londrina,1999,2003,nan,nan,nan,nan,Fitopatologia,Escola Superior De Agricultura Luiz De Queiroz,2004,2006,Plant Pathology,University Of Florida,2006,2010
6102756952860771,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade De Brasília,1997,2002,nan,nan,nan,nan,Ciências Da Saúde,Universidade De Brasília,2002,2003,Ciências Da Saúde,Universidade De Brasília,2004,2008
6107603513805052,nan,nan,nan,nan,nan,nan,nan,nan,Administração - Habilitação Comércio Exterior,Universidade Do Vale Do Taquari - Univates,2000,2006,nan,nan,nan,nan,Administração,Universidade Federal De Santa Maria,2007,2009,Administração,Universidade Federal Do Rio Grande Do Sul,2009,2013
6119231074162915,nan,nan,nan,nan,nan,nan,nan,nan,Licenciatura Plena Em História,Universidade Do Estado Do Rio De Janeiro,1983,1987,nan,nan,nan,nan,História,Universidade Federal Fluminense,1990,1995,História Social,Universidade De São Paulo,1998,2003
6124019896265890,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Federal Do Rio De Janeiro,1996,2001,nan,nan,nan,nan,Biologia Celular E Molecular,Fundação Oswaldo Cruz,2001,2003,Biologia Celular E Molecular,Fundação Oswaldo Cruz,2003,2006
6127043775208484,nan,nan,nan,nan,nan,nan,nan,nan,Farmácia,Universidade Federal De Goiás,1996,1999,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Farmacêuticas,Faculdade De Ciências Farmacêuticas De Ribeirão Preto- Usp,2001,2006
6127404264103466,nan,nan,nan,nan,nan,nan,nan,nan,Energia Elétrica,Ecole Nationale Supérieure D'ingénieurs Electriciens De Grenoble,2000,2004,nan,nan,nan,nan,Energie,Ecole Nationale Supérieure D'ingénieurs Electriciens De Grenoble,2003,2004,Ecole Doctorale Eea,Ecole Centrale De Lyon,2004,2007
6128096609162437,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Eletrônica,Pontifícia Universidade Católica Do Rio Grande Do Sul,1972,1977,nan,nan,nan,nan,Engenharia Elétrica,Universidade Federal De Santa Catarina,1978,1980,Engenharia Eletrônica E Computação,Instituto Tecnológico De Aeronáutica,1991,1995
6138452105535705,nan,nan,nan,nan,nan,nan,nan,nan,Psicologia,Universidade Federal Do Rio Grande Do Sul,1980,1985,nan,nan,nan,nan,Filosofia,Universidade Federal Do Rio Grande Do Sul,1988,1994,Psicologia,Universidade Federal Do Rio Grande Do Sul,1996,2000
6139200689397504,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Elétrica,Universidade Federal De Minas Gerais,1975,1980,nan,nan,nan,nan,Engenharia Elétrica,Universidade Federal De Minas Gerais,1980,1983,Engenharia Elétrica,Institut National Polytechnique De Grenoble,1988,1992
6140970945820171,nan,nan,nan,nan,nan,nan,nan,nan,Ingenieria Civil,Universidad Nacional De Tucuman,1956,1963,nan,nan,nan,nan,Master Of Science In Civil Engineering,Princeton University,1963,1965,Doctoral Program In Engineering,Princeton University,1965,1967
6141190119426087,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Sociais,Universidade Federal Do Rio De Janeiro,1985,1988,nan,nan,nan,nan,Sociologia E Antropologia,Universidade Federal Do Rio De Janeiro,1989,1993,Programa De Pós-graduação Em Sociologia E Antropologia,Universidade Federal Do Rio De Janeiro,1994,1998
6154250221552525,nan,nan,nan,nan,Nutrição E Dietética,Escola Técnica Ernesto Dornelles,1993,1996,Química Industrial,Pontifícia Universidade Católica Do Rio Grande Do Sul,1997,2003,nan,nan,nan,nan,"Engenharia De Minas, Metalúrgica E De Materiais",Universidade Federal Do Rio Grande Do Sul,2003,2005,Medicina E Ciências Da Saúde.,Pontifícia Universidade Católica Do Rio Grande Do Sul,2006,2009
6156509933307243,nan,nan,nan,nan,nan,nan,nan,nan,Estatística,Universidade Estadual De Campinas,1995,2000,nan,nan,nan,nan,Ciência Da Informação,Pontifícia Universidade Católica De Campinas,2001,2002,Ciência Da Informação,Universidade De São Paulo,2003,2006
6157005463336726,nan,nan,nan,nan,nan,nan,nan,nan,Física,Universidade De São Paulo,1972,1975,nan,nan,nan,nan,Física,Universidade De São Paulo,1976,1979,Física,Universidade De São Paulo,1984,1986
6158457741835329,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Civil,Universidade Do Estado De Santa Catarina,1995,2000,nan,nan,nan,nan,Engenharia Civil,Pontifícia Universidade Católica Do Rio De Janeiro,2000,2002,Engenharia Civil,Pontifícia Universidade Católica Do Rio De Janeiro,2002,2007
6159042833362242,nan,nan,nan,nan,Leite E Derivados,Instituto De Laticinios Candido Tostes,1999,2002,Administração,Universidade Federal Do Rio Grande Do Norte,2003,2007,nan,nan,nan,nan,Administração,Universidade Federal Do Rio Grande Do Norte,2008,2010,Engenharia De Produção,Universidade Federal De Itajubá,2014,2017
6159093393030461,nan,nan,nan,nan,nan,nan,nan,nan,Recursos Florestais E Engenharia Florestal,Universidade Federal Do Paraná,1961,1965,nan,nan,nan,nan,Silvicultura,Centro Agronomico Tropical De Investigacion Y Ensenanza,1969,1971,Ciência Do Solo,Universidade De São Paulo,1974,1978
6161143914254137,nan,nan,nan,nan,nan,nan,nan,nan,Agronomia,Universidade Federal Do Tocantins,2002,2007,nan,nan,nan,nan,Agronomia (ciências Do Solo),Universidade Federal Rural Do Rio De Janeiro,2007,2009,Agronomia (ciência Do Solo),Universidade Estadual Paulista Júlio De Mesquita Filho,2010,2012
6161776417311771,nan,nan,nan,nan,nan,nan,nan,nan,Filosofia,Universidade Federal Do Paraná,1969,1972,nan,nan,nan,nan,Educação,Universidade De São Paulo,1992,1996,Educação,Universidade De São Paulo,1997,2001
6176482316661283,nan,nan,nan,nan,nan,nan,nan,nan,Análise E Desenvolvimento De Sistemas,Universidade Cidade De São Paulo,2015,2017,nan,nan,nan,nan,Engenharia Florestal,Universidade Federal De Lavras,2008,2010,Recursos Florestais,Universidade De São Paulo,2010,2013
6178330814144839,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Econômicas,Universidade Estadual De Maringá,2005,2009,nan,nan,nan,nan,Engenharia De Produção,Universidade Federal De São Carlos,2010,2012,Engenharia De Produção,Universidade Federal De São Carlos,2012,2015
6179004286433720,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Eletrônica,Pontifícia Universidade Católica Do Rio De Janeiro,1961,1965,nan,nan,nan,nan,Engenharia Elétrica,Pontifícia Universidade Católica Do Rio De Janeiro,1966,1967,Electrical Engineering,University Of Washington,1967,1971
6179626872094896,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Sociais,Universidade Federal Do Rio De Janeiro,1996,1999,nan,nan,nan,nan,Sociologia,Instituto Universitário De Pesquisas Do Rio De Janeiro,2000,2001,Sociologia,Instituto Universitário De Pesquisas Do Rio De Janeiro,2002,2006
6188087583954899,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Náuticas,Centro De Instrução Braz De Aguiar,1990,1993,nan,nan,nan,nan,Ciencias Geoambientais,Free University Of Amsterdam,2003,2004,Ciencias Geoambientais,Free University Of Amsterdam,2003,2009
6190020312452988,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Mecânica,Universidade Federal De Santa Catarina,1972,1976,nan,nan,nan,nan,Sound And Vibration Studies,University Of Southampton,1977,1978,Machinery Noise,University Of Southampton,1979,1982
6202822187041175,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Contábeis,Universidade De São Paulo,2005,2010,nan,nan,nan,nan,Administração De Organizações,Universidade De São Paulo,2005,2006,Administração,Universidade De São Paulo,2007,2011
6206135067669212,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia De Minas,Universidade Federal Do Rio Grande Do Sul,1984,1988,nan,nan,nan,nan,"Engenharia De Minas, Metalúrgica E De Materiais",Universidade Federal Do Rio Grande Do Sul,1989,1991,Engenharia Metalúrgica,University Of Utah,1991,1997
6214289236131303,nan,nan,nan,nan,nan,nan,nan,nan,Administração,Faculdade De Economia Administração E Contabilidade Da Universidade De São,2000,2003,nan,nan,nan,nan,"Integração Da América Latina (sociedade, Economia E Estado)",Programa De Pós Graduação Em Integração Da América Latina,2005,2006,Administração,Faculdade De Economia Administração E Contabilidade Da Universidade De São,2007,2011
6219831410359178,nan,nan,nan,nan,nan,nan,nan,nan,Economia,Universidade De São Paulo,2003,2006,nan,nan,nan,nan,Economia,Universidade De São Paulo,2007,2009,Economia,Universidade De São Paulo,2010,2013
6223011493102530,nan,nan,nan,nan,nan,nan,nan,nan,Agronomia,Universidade Federal De Santa Maria,1996,2001,nan,nan,nan,nan,Agronomia,Universidade Federal De Santa Maria,2001,2002,Ciência Do Solo,Universidade Federal De Santa Maria,2003,2007
6225924782510184,nan,nan,nan,nan,nan,nan,nan,nan,Psicologia Bacharel,Universidade De Brasília,1981,1986,nan,nan,nan,nan,Psicologia,Universidade De Brasília,1986,1991,Psicologia,Universidade De Brasília,1994,1999
6237731596560480,nan,nan,nan,nan,nan,nan,nan,nan,Letras - Grego,Universidade De São Paulo,2001,2005,nan,nan,nan,nan,Letras (letras Clássicas),Universidade De São Paulo,2006,2009,Letras (letras Clássicas),Universidade De São Paulo,2009,2013
6238219709706103,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Elétrica,Instituto Nacional De Telecomunicações,1990,1994,nan,nan,nan,nan,Engenharia Elétrica,Instituto Nacional De Telecomunicações,2001,2002,Engenharia Elétrica,Universidade Estadual De Campinas,2002,2009
6244428434217018,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Química,Universidade Federal De São Carlos,1983,1988,nan,nan,nan,nan,Engenharia Química,Universidade Federal De São Carlos,1988,1991,Engenharia Química,Universidade De São Paulo,1993,1997
6249003853117061,nan,nan,nan,nan,nan,nan,nan,nan,Medicina,Universidade Estadual De Campinas,1978,1983,nan,nan,nan,nan,Estatística,Universidade Estadual De Campinas,1986,1990,Epidemiologia,London School Of Hygiene And Tropical Medicine,1991,1996
6249814039461102,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Federal De Juiz De Fora,1991,1994,nan,nan,nan,nan,Ciências Biológicas (botânica),Universidade De São Paulo,1995,1997,Ciências Biológicas (botânica),Universidade De São Paulo,1997,2001
6257794694839685,nan,nan,nan,nan,nan,nan,nan,nan,Bacharel Em Meteorologia,Universidade Federal Do Pará,1989,1993,nan,nan,nan,nan,Meteorologia,Instituto Nacional De Pesquisas Espaciais,1993,1997,Meteorologia,Universidade De São Paulo,2001,2003
6270626469557436,nan,nan,nan,nan,nan,nan,nan,nan,Ciência Da Computação,Universidade Federal Do Rio De Janeiro,2002,2006,nan,nan,nan,nan,Informática,Universidade Federal Do Rio De Janeiro,2007,2009,Pesc - Programa De Engenharia De Sistemas E Computação,Universidade Federal Do Rio De Janeiro,2009,2013
6273572276527568,nan,nan,nan,nan,nan,nan,nan,nan,,Universidade De São Paulo,1962,1965,nan,nan,nan,nan,,Universidade De São Paulo,1970,1974,,Universidade De São Paulo,1975,1979
6281292981405515,nan,nan,nan,nan,,Colégio Estadual São Francisco De Assis,2005,2008,Física,Universidade Federal De Sergipe,2009,2012,nan,nan,nan,nan,Física,Universidade Federal De Sergipe,2012,2014,Física,Universidade Federal De Sergipe,2014,2016
6281644588548940,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Elétrica,Escola Federal De Engenharia De Itajubá,1983,1988,nan,nan,nan,nan,Engenharia Elétrica,Universidade Estadual De Campinas,1988,1996,Engenharia Elétrica,Escola Politécnica Da Universidade De São Paulo,1997,2002
6281797821607307,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Florestal,Universidade Federal De Campina Grande,2002,2007,nan,nan,nan,nan,Engenharia Florestal,Universidade Federal De Santa Maria,2007,2009,Ciências Florestais,Universidade De Brasília,2009,2012
6283229356803322,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Florestal,Universidade Federal De Lavras,2001,2007,nan,nan,nan,nan,Ciências De Florestas Tropicais,Instituto Nacional De Pesquisas Da Amazônia,2007,2009,Ciências De Florestas Tropicais,Instituto Nacional De Pesquisas Da Amazônia,2009,2013
6284386218725402,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Elétrica,Universidade Federal De Santa Maria,1989,1995,nan,nan,nan,nan,Engenharia Elétrica,Universidade Federal Do Pará,1995,1997,Engenharia Elétrica,Universidade Federal De Santa Catarina,1999,2003
6288735286919040,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Química,Universidade Comunitária Regional De Chapecó,2002,2007,nan,nan,nan,nan,Engenharia Química,Universidade Federal De Santa Catarina,2007,2009,Engenharia Química,Universidade Federal De Santa Catarina,2009,2013
6291354144339437,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Elétrica Modalidade Eletrônica,Universidade Federal De Pernambuco,1980,1984,nan,nan,nan,nan,Ciências Da Computação,Universidade Federal De Pernambuco,1985,1987,Informatik,University Of Tübingen,1988,1993
6291864794986993,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Sociais,Universidade Católica De Pernambuco,1970,1973,nan,nan,nan,nan,Sociologia,Universidade Federal De Pernambuco,1975,1980,Ciência Política,Universidade De São Paulo,1980,1987
6292879655540619,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Agronômica,Universidade Federal Rural Do Rio De Janeiro,1995,1999,nan,nan,nan,nan,Agronomia (ciências Do Solo),Universidade Federal Rural Do Rio De Janeiro,2000,2002,Fitotecnia,Universidade Federal Rural Do Rio De Janeiro,2002,2006
6293291442552572,nan,nan,nan,nan, Agrícola Habilitação Em Agropecuária,Universidade Federal De Santa Maria,1993,1995,Agronomia,Universidade Federal De Santa Maria,1997,2001,nan,nan,nan,nan,Agronomia,Universidade Federal De Santa Maria,2002,2003,Fitotecnia,Escola Superior De Agricultura Luiz De Queiroz,2004,2007
6297361141719296,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Sociais,Universidade Federal Do Rio Grande Do Sul,1985,1988,nan,nan,nan,nan,Antropologia Social,Universidade Federal Do Rio Grande Do Sul,1989,1991,Etnologia E Antropologia Social,Ecole Des Hautes Études En Sciences Sociales,1991,1996
6303297687237256,nan,nan,nan,nan,Telecomunicações,Instituto Federal Do Ceará,1988,1992,Engenharia Elétrica,Universidade Federal Do Ceará,1993,1997,nan,nan,nan,nan,Engenharia Elétrica,Universidade Federal Do Ceará,1998,2000,Réseaux Et Télécoms,Université D'evry Val D'essonne,2000,2004
6308654636489350,nan,nan,nan,nan,nan,nan,nan,nan,Geografia,Universidade Estadual Do Ceará,2000,2004,nan,nan,nan,nan,Geografia,Universidade Federal Do Ceará,2004,2006,Geografia,Universidade Federal Do Ceará,2009,2012
6309225172752964,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia De Materiais,Universidade Federal Da Paraíba,1984,1991,nan,nan,nan,nan,Engenharia Química,Universidade Federal Da Paraíba,1991,1995,Ciência E Engenharia Dos Materiais,Universidade Federal De São Carlos,1998,2002
6310881885990978,nan,nan,nan,nan,nan,nan,nan,nan,Químico,Universidade Federal Do Rio De Janeiro,1969,1973,nan,nan,nan,nan,Química,Universidade Federal Do Rio De Janeiro,1976,1979,Química,Universidade Federal Do Rio De Janeiro,1989,1993
6314571767850075,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Biológicas,Universidade Federal De Santa Maria,1998,2002,nan,nan,nan,nan,Biologia De Fungos,Universidade Federal De Pernambuco,2003,2005,Biologia De Fungos,Universidade Federal De Pernambuco,2006,2010
6318695398971643,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Sociais,Universidade Federal Do Rio De Janeiro,1970,1974,nan,nan,nan,nan,Sociologia,Instituto Universitário De Pesquisas Do Rio De Janeiro,1976,1979,Sociologia,Instituto Universitário De Pesquisas Do Rio De Janeiro,1996,1999
6327774615748812,nan,nan,nan,nan,nan,nan,nan,nan,Agronomia,Universidade Federal De Goiás,1974,1978,nan,nan,nan,nan,Agronomia (irrigação E Drenagem),Universidade Estadual Paulista Júlio De Mesquita Filho,1988,1990,Agronomia (irrigação E Drenagem),Universidade Estadual Paulista Júlio De Mesquita Filho,1991,1995
6328420212181284,nan,nan,nan,nan,nan,nan,nan,nan,Matemática,Universidade Federal De Santa Maria,1997,2001,nan,nan,nan,nan,Física,Universidade Federal De Santa Maria,2001,2003,Física,Universidade Federal De Santa Maria,2003,2007
6330279254229431,nan,nan,nan,nan,Processamento De Dados,Escola Marechal Mascarenhas De Moraes,1992,1996,Bacharel Em Administração De Empresas,Instituição Educacional São Judas Tadeu,1997,2002,nan,nan,nan,nan,Administração,Universidade Do Vale Do Rio Dos Sinos,2003,2005,Engenharia De Produção,Universidade Federal Do Rio De Janeiro,2006,2009
6331549243758044,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Engenharia Elétrica,Universidade Federal Da Paraíba,1970,1972,Electrical Engineering,University Of Waterloo,1975,1980
6335861954229757,nan,nan,nan,nan,nan,nan,nan,nan,Ciências Sociais,Universidade De São Paulo,1979,1982,nan,nan,nan,nan,História,Universidade De Brasília,1986,1988,História,Universidade De Brasília,1995,1997
