Identificador,Cidade de Origem,Estado de Origem,País de Origem,Instituição de Atuação,Cidade de Atuação,Estado de Atuação,País de Atuação
2893737202813850,São Paulo,SP,Brasil,Comissão Nacional de Energia Nuclear,São Paulo,SP,Brasil
2903750902988624,Araras,SP,Brasil,Universidade Federal de São Carlos,São Carlos,SP,Brasil
2908589410457132,Rio de Janeiro,RJ,Brasil,Universidade do Estado do Rio de Janeiro,Nova Friburgo,RJ,Brasil
2910985913890585,São Paulo,SP,Brasil,Universidade Federal de São Paulo,Guarulhos,SP,Brasil
2913435225413486,,,Brasil,Universidade Federal da Paraíba
2915446717051640,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
2920848355110000,São Paulo,SP,Brasil,Universidade Estadual de Londrina,Londrina,PR,Brasil
2925901155504075,Rio de Janeiro,RJ,Brasil,Universidade do Estado do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
2929963416385218,Mossoró,RN,Brasil,Universidade Federal do Rio Grande do Norte,Natal,RN,Brasil
2933541593062202,Timóteo,MG,Brasil,Pontifícia Universidade Católica do Rio Grande do Sul,Porto Alegre,RS,Brasil
2939474349090188,Rio de Janeiro,RJ,Brasil,UFRJ - PPGAS/Museu Nacional,Rio de Janeiro,RJ,Brasil
2942067436390618,Palmares,,Costa Rica,Universidade Federal de Pernambuco,Recife,PE,Brasil
2942478614198351,Guarapuava,PR,Brasil,Universidade Estadual do Centro-Oeste,Guarapuava,PR,Brasil
2944428818449047,Recife,PE,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
2948615474163356,Belo Horizonte,MG,Brasil,Universidade Federal de Uberlândia,Uberlândia,MG,Brasil
2954830416817871,Bauru,SP,Brasil,Universidade Federal do ABC,Santo André,SP,Brasil
2964648987132678,Buenos Aires,,Argentina,Universidade Federal do Rio Grande,Rio Grande,RS,Brasil
2964979009631467,Belo Horizonte,MG,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
2969689646961586,Fortaleza,CE,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
2974805638656106,Niterói,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
2975606575001382,Mogi Mirim,SP,Brasil,Universidade Federal de Itajubá,Itajubá,MG,Brasil
2980425786626151,Santiago Del Estero,,Argentina,Laboratório Nacional de Computação Científica,Petropolis,RJ,Brasil
2988548512574129,Duque de Caxias,RJ,Brasil,Universidade Federal do Espírito Santo,Jerônimo Monteiro,ES,Brasil
2993173987424895,Goiânia,GO,Brasil,Universidade Federal de Uberlândia,Uberlândia,MG,Brasil
3006526142468362,Tucunduva,RS,Brasil,Universidade Regional Integrada do Alto Uruguai e das Missões,Erechim,RS,Brasil
3008972872111623,Muriaé,MG,Brasil,Empresa Brasileira de Pesquisa Agropecuária,Brasília,DF,Brasil
3030543036752083,Maracajá,SC,Brasil,Universidade do Estado de Santa Catarina,Lages,SC,Brasil
3035017013212273,Itaúna,MG,Brasil,Universidade Federal de Lavras,Lavras,MG,Brasil
3037537412243787,Lorena,SP,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
3039810881707324,Niterói,RJ,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
3048153332110327,Salvador,BA,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
3048287060208404,Curitiba,PR,Brasil,Universidade do Estado de Santa Catarina,Lages,SC,Brasil
3059640410928425,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
3066270632900420,Jaboticabal,SP,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
3082597438365146,Recife,PE,Brasil,Universidade Federal de Pernambuco,Caruaru,PE,Brasil
3086288257972856,Rio de Janeiro,RJ,Brasil,Fundação Getúlio Vargas,Rio de Janeiro,RJ,Brasil
3087677954298076,Irapuru,SP,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
3088318037496321,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
3089852482406270,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
3095970241017527,Porto Alegre,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
3098770687816213,Rio de Janeiro,RJ,Brasil,Instituto Militar de Engenharia,Rio de Janeiro,RJ,Brasil
3099010533644898,Mindelo,,Cabo Verde,Universidade Federal do Espírito Santo,Vitória,ES,Brasil
3100796431732251,Piracicaba,SP,Brasil,Universidade Federal de São Carlos,Sorocaba,SP,Brasil
3105720686893127,Rio de Janeiro,RJ,Brasil,Universidade Vila Velha,Vila Velha,ES,Brasil
3110129398595336,Cascavel,PR,Brasil,Universidade Tecnológica Federal do Paraná,Curitiba,PR,Brasil
3110423356650397,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
3116215045206060,Votuporanga,SP,Brasil,Universidade Federal de Lavras,Lavras,MG,Brasil
3124118595692286,Rio de janeiro,RJ,Brasil,Universidade Federal do Rio Grande do Norte,Natal,RN,Brasil
3125669481610550,Maceió,AL,Brasil,Universidade Federal de Viçosa,Viçosa,MG,Brasil
3126832317253330,São Paulo,SP,Brasil,Universidade Estadual de Campinas,Campinas,SP,Brasil
3128499030641448,Belém,PA,Brasil,Universidade Federal do Sul e Sudeste do Pará,Marabá,PA,Brasil
3138101153535395,Belém,PA,Brasil,Universidade Federal do Pará,Belém,PA,Brasil
3139536479960191,Moscou,,Rússia,Universidade Federal do Pará,Belém,PA,Brasil
3141068978315035,João Pessoa,PB,Brasil,Universidade Federal da Paraíba,João Pessoa,PB,Brasil
3142563813587060,São João da Boa Vista,SP,Brasil,Universidade Federal de Lavras,Lavras,MG,Brasil
3143075206114801,Santos,SP,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
3148312031889388,Bagé,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
3150288038945608,Canoinhas,SC,Brasil,Universidade do Estado de Santa Catarina,Lages,SC,Brasil
3152041311943092,Caxias,MA,Brasil,Universidade Federal de Goiás,Goiânia,GO,Brasil
3155842037128407,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
3159100435446896,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
3162292964889276,Piraju,SP,Brasil,Universidade Estadual de Londrina,Londrina,PR,Brasil
3167458244674160,ITAPORANGA,PB,Brasil,Universidade Federal de Campina Grande,Campina Grande,PB,Brasil
3170421043879122,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
3180659616699939,Canela,RS,Brasil,Universidade do Vale do Rio dos Sinos,São Leopoldo,RS,Brasil
3183635792396746,Florianópolis,SC,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
3183895586263436,Fortaleza,CE,Brasil,Universidade de Fortaleza,Fortaleza,CE,Brasil
,Rio Negro,PR,Brasil,Companhia de Pesquisa de Recursos Minerais,BRASILIA,DF,Brasil
3190630564956043,Garanhuns,PE,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
3193402678222768,Rio de Janeiro,RJ,Brasil,Fundação Oswaldo Cruz,Rio de Janeiro,RJ,Brasil
3198350508846033,Hoshiarpur,,Índia,Universidade Federal do Ceará,Fortaleza,CE,Brasil
3200087893118776,Ribeirao Preto,SP,Brasil,Instituto Tecnológico de Aeronáutica,São José dos Campos,SP,Brasil
3203712465096936,Colorado,PR,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
3208175361373924,Santa Maria,RS,Brasil,Universidade de Brasília,Brasília,DF,Brasil
3215656538918242,Brasília,DF,Brasil,Universidade de Brasília
3220111929133519,Campo Grande,MS,Brasil,Instituto Militar de Engenharia,Rio de Janeiro,RJ,Brasil
3230640489615267,Porto Velho,RO,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
3236946022189344,Ouro Preto,MG,Brasil,Universidade Federal de Ouro Preto,Ouro Preto,MG,Brasil
3246339978224530,Nidadavolu,,Índia,Instituto Nacional de Pesquisas da Amazônia,Manaus,AM,Brasil
3250195451890332,"Berkeley, California",,Estados Unidos,Universidade Federal de São Carlos,São Carlos,SP,Brasil
3250673949753067,São Paulo,SP,Brasil,Universidade Estadual de Londrina,Londrina,PR,Brasil
3255060531838427,Indaiatuba,SP,Brasil,Universidade Federal de São Carlos,São Carlos,SP,Brasil
3262670232283121,Recife,PE,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
3263921271806291,Vitória,ES,Brasil,Universidade Federal do Espírito Santo,Vitória,ES,Brasil
3264748971027585,Ipiaú,BA,Brasil,Universidade Federal da Bahia,Salvador,BA,Brasil
3265471567908195,Curitiba,PR,Brasil,Universidade Estadual de Londrina,Londrina,PR,Brasil
3266145095735910,São Gabriel,RS,Brasil,Fundação Getulio Vargas - SP,São Paulo,SP,Brasil
3269842674142738,Araruama,RJ,Brasil,Universidade de Brasília,BRASILIA,DF,Brasil
3276524120558309,Ponta Grossa,PR,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
3283762683761655,Newcastle under Lyme,,Inglaterra,Universidade Estadual Paulista Júlio de Mesquita Filho,Ilha Solteira,SP,Brasil
3286098272358218,Niterói,RJ,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
3286329883412205,Manhuaçu,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
3288513376230522,Fortaleza,CE,Brasil,Instituto Federal de Educação Tecnológica do Ceará,Fortaleza,CE,Brasil
3298521301507257,Patos de Minas,MG,Brasil,Universidade Federal de Viçosa,Viçosa,MG,Brasil
3300530558157881,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
3301192467372459,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
3304211079659943,Goiânia,GO,Brasil,Universidade Federal de Campina Grande,Campina Grande,PB,Brasil
3308960016106373,Rio de Janeiro,RJ,Brasil,Fundação Getúlio Vargas,Rio de Janeiro,RJ,Brasil
3310676280783039,Lins,SP,Brasil,Universidade Estadual de Campinas,Campinas,SP,Brasil
3314639624288740,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
3317763390163110,Jandaia do Sul,PR,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
3318871716111536,Camocim,CE,Brasil,Universidade Federal do Rio Grande do Norte,Natal,RN,Brasil
3321848865747224,Belo Horizonte,MG,Brasil,Universidade Federal de Uberlândia,Monte Carmelo,MG,Brasil
3322914857605786,Concórdia,SC,Brasil,Universidade de Brasília,Brasília,DF,Brasil
3325984959083987,Rio de Janeiro,RJ,Brasil,Instituto Nacional de Pesquisas Espaciais,São José dos Campos,SP,Brasil
3333466607118191,Montes Claros,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
3336529728610160,Campina Grande,PB,Brasil,Instituto de Pesquisas Energéticas e Nucleares,São Paulo,SP,Brasil
3336925010648086,Erval Seco,RS,Brasil,Empresa de Pesquisa Agropecuária e Extensão Rural de Santa Catarina,Chapecó,SC,Brasil
3338079022825695,Assaí,PR,Brasil,Universidade Estadual de Londrina,Londrina,PR,Brasil
3338497972024287,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
3340492777093358,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
3350119903495479,São Paulo,SP,Brasil,Universidade Federal do ABC,Santo André,SP,Brasil
3352299366515964,Italva,RJ,Brasil,Universidade Estadual do Norte Fluminense Darcy Ribeiro,Campos dos Goytacazes,RJ,Brasil
3353181277947455,ITUMIRIM,MG,Brasil,Universidade Federal de Lavras,Lavras,MG,Brasil
3354405129153863,Carmo do Paranaíba,MG,Brasil,Universidade Federal de Viçosa,Viçosa,MG,Brasil
3357905883226959,Sapucaí Mirim,MG,Brasil,UNIVERSIDADE FEDERAL DE LAVRAS,Lavras,MG,Brasil
3365265235618078,Recife,PE,Brasil,Universidade Federal Rural de Pernambuco,Recife,PE,Brasil
3365375029723601,Lavras,MG,Brasil,Universidade Federal de Lavras,Lavras,MG,Brasil
3365839945454464,RECIFE,PE,Brasil,Centro de Pesquisas Aggeu Magalhães,Recife,PE,Brasil
3368023405805386,Ayacucho,,Peru,Instituto Nacional de Pesquisas Espaciais,São José dos Campos,SP,Brasil
3369854228702113,Rolândia,PR,Brasil,Universidade Estadual de Londrina,Londrina,PR,Brasil
3378038791036594,Ilhota,SC,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
3386249951714088,Abaetetuba,PA,Brasil,Universidade Federal do Pará,Belém,PA,Brasil
3395535465429876,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
3402472266587390,São Paulo,SP,Brasil,Instituto Tecnológico de Aeronáutica,São José dos Campos,SP,Brasil
3405503472010994,Manaus,AM,Brasil,Universidade Federal do Amazonas,Manaus,AM,Brasil
3407440699398765,GIFU,,Japão,Universidade de Brasília,Brasilia,DF,Brasil
3410528518547847,São Paulo,SP,Brasil,Universidade de São Paulo,Pirassununga,SP,Brasil
3412816427200150,Mossoró,RN,Brasil,Universidade Federal da Paraíba,João Pessoa,PB,Brasil
3420684025232526,Santa Maria,RS,Brasil,Universidade Federal de Pelotas,Pelotas,RS,Brasil
3422623122948389,Cabo Frio,RJ,Brasil,COMISSÃO NACIONAL DE ENERGIA NUCLEAR,Rio de Janeiro,RJ,Brasil
3424760452548457,Recife,PE,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
3426796078386126,Porto Alegre,RS,Brasil,Universidade Federal de Pelotas,Pelotas,RS,Brasil
3427195905566004,Ribeirão Vermelho,MG,Brasil,Universidade Federal de Viçosa,Viçosa,MG,Brasil
3431795837830476,Porto Alegre,RS,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
3440434999860942,Ribeirão Preto,SP,Brasil,Universidade de Ribeirão Preto,Ribeirão Preto,SP,Brasil
3446495537237491,Rio de Janeiro,RJ,Brasil,Universidade do Estado do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
3447728153225016,FORTALEZA,CE,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
3450009941162428,Recife,PE,Brasil,Universidade Federal de Alagoas,Rio Largo,AL,Brasil
3452623210043423,Santarém,PA,Brasil,Universidade Federal do Pará,Belém,PA,Brasil
3453163833110618,Ilha Solteira,SP,Brasil,Universidade Estadual Paulista Júlio de Mesquita Filho,Ilha Solteira,SP,Brasil
3454306274286651,Pelotas,RS,Brasil,Universidade Federal de Pelotas,Pelotas,RS,Brasil
3457632168727854,São Paulo,SP,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
3459331011913021,João Neiva,ES,Brasil,Universidade Federal do Espírito Santo,Vitória,ES,Brasil
3461006118388502,RECIFE,PE,Brasil,Universidade Federal Rural de Pernambuco,Recife,PE,Brasil
3464164007134344,joão pessoa,PB,Brasil,Universidade Federal da Paraíba,João Pessoa,PB,Brasil
3475085618680340,Rio de Janeiro,RJ,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
3485147800868305,Santa Maria,RS,Brasil,Universidade do Estado de Santa Catarina,Chapecó,SC,Brasil
3485939623614913,Aparecida,SP,Brasil,Universidade Federal do Espírito Santo,Vitoria,ES,Brasil
3488329717814652,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
3490535803299080,Frankfurt,,Alemanha,Universidade Federal da Bahia,Salvador,BA,Brasil
3491806982519658,BARRETOS,SP,Brasil,Universidade de São Paulo,Ribeirão Preto,SP,Brasil
3494603328574046,São José do Rio Preto,SP,Brasil,Faculdade de Medicina de São José do Rio Preto,São José do Rio Preto,SP,Brasil
3500875789893244,Silvânia,GO,Brasil,Universidade Federal de Goiás,Goiânia,GO,Brasil
3502913245055077,Montes Claros,MG,Brasil,Universidade Estadual de Montes Claros,Janaúba,MG,Brasil
3503633944419329,Ijuí,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
3512689932467320,Belém,PA,Brasil,Universidade Federal do Pará,Belém,PA,Brasil
3520282081196395,Marcelino Ramos,RS,Brasil,Universidade Federal de Santa Maria,SANTA MARIA,RS,Brasil
3526964931609975,Rio de Janeiro,RJ,Brasil,Fundação Oswaldo Cruz,Salvador,BA,Brasil
3530667509688770,Ponta Grossa,PR,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
3533844615312370,Pará de Minas,MG,Brasil,Empresa Brasileira de Pesquisa Agropecuária,Cruz das Almas,BA,Brasil
3534868879163140,Rio de Janeiro,RJ,Brasil,Universidade do Estado do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
3547610267125711,Ipatinga,MG,Brasil,Universidade Vila Velha,Vila Velha,ES,Brasil
3552074553183694,São Paulo,SP,Brasil,Universidade Federal de São Paulo,São Paulo,SP,Brasil
3555799356851041,Rio de Janeiro,RJ,Brasil,Universidade Estadual do Norte Fluminense Darcy Ribeiro,Campos dos Goytacazes,RJ,Brasil
3556626073563379,Salvador,BA,Brasil,Universidade Federal da Bahia,Salvador,BA,Brasil
3562032767127153,Cotia,SP,Brasil,Universidade de São Paulo,São Paulo,SP,Brasil
3563984455389208,São Paulo,SP,Brasil,Escola Politécnica da Universidade de São Paulo,São Paulo,SP,Brasil
3565691944466675,Marília,SP,Brasil,Instituto de Zootecnia do Governo do Estado de São Paulo,Sertãozinho,SP,Brasil
3566348909616710,Vila Nova de Gaia,,Portugal,Centro Brasileiro de Pesquisas Físicas,Rio de Janeiro,RJ,Brasil
3575559872183767,Pará de Minas,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
3577967628416027,Porto Alegre,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
3582966116563351,São Paulo,SP,Brasil,Universidade Federal do Rio Grande do Norte,Natal,RN,Brasil
3583921436364162,Buenos Aires,,Argentina,Universidade Federal Fluminense,Niteroi,RJ,Brasil
3589131311896419,Belém,PA,Brasil,Universidade de São Paulo,São Paulo,SP,Brasil
3590036930228473,"Bolivia, Ciego de Ávila",,Cuba,Deparatamento de Física-UFPE,Recife,PE,Brasil
3590099965532014,Conselheiro Lafaiete,MG,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
3590884268165249,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
3592032092912418,São Borja,RS,Brasil,Empresa Brasileira de Pesquisa Agropecuária,Brasília,DF,Brasil
3598537464598916,Porto Alegre,RS,Brasil,Universidade Federal de Goiás,Goiânia,GO,Brasil
3608440944832201,Currais Novos,RN,Brasil,Universidade Federal do Rio Grande do Norte,Natal,RN,Brasil
3610262531647532,Rio de Janeiro,RJ,Brasil,Universidade Estadual do Ceará,Fortaleza,CE,Brasil
3614300058034223,Salvador,BA,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
3615688579946805,Rio de Janeiro,RJ,Brasil,Universidade Federal Fluminense
3619997420728528,Rio de Janeiro,RJ,Brasil,Fundação Getúlio Vargas,São Paulo,SP,Brasil
3622226693741021,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
3624066484009682,Santa Maria,RS,Brasil,Universidade Federal do Espírito Santo,Jerônimo Monteiro,ES,Brasil
3628820404874943,Lucélia,SP,Brasil,Universidade Federal de Lavras,Lavras,MG,Brasil
3632406161318635,FORTALEZA,CE,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
3633972375952822,Goiás,GO,Brasil,"Universidade Federal do Pará, Laboratório de Biologia Molecular",Belem,PA,Brasil
3634338534144726,Anápolis,GO,Brasil,Universidade Federal de Goiás,Goiânia,GO,Brasil
3636349714233923,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
3646626733210591,Araguari,MG,Brasil,Universidade Federal de Uberlândia,Uberlândia,MG,Brasil
3648221859200471,Rio de Janeiro,RJ,Brasil,Universidade Federal de Juiz de Fora,Juiz de Fora,MG,Brasil
3657759682534978,Rio de Janeiro,RJ,Brasil,Universidade Federal Rural do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
3671318138854482,Carmo do Paranaíba,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
3687719364120197,,,Brasil,Curso Vedrin
3697955836234352,Montevidéu,,Uruguai,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
3698530751056051,Presidente Prudente,SP,Brasil,Universidade Presbiteriana Mackenzie,São Paulo,SP,Brasil
3702464561293523,Fortaleza,CE,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
3704231514428206,Manhuaçú,MG,Brasil,Universidade Federal Fluminense,Niteroi,RJ,Brasil
3710340061939187,Getúlio Vargas,RS,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
3712096397575312,Bauru,SP,Brasil,Universidade Estadual Paulista Júlio de Mesquita Filho,Bauru,SP,Brasil
3716378739140249,FORTALEZA,CE,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
3720386635237171,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
3720461233595226,Belém,PA,Brasil,Universidade Federal do Pará,Belém,PA,Brasil
3720471048962342,Sao Paulo,SP,Brasil,Fundação Getulio Vargas - SP,Sao Paulo,SP,Brasil
