CURSO-TECNICO-PROFISSIONALIZANTE,Fim.1,Quantidade,GRADUACAO,Fim.2,Quantidade,MESTRADO,Fim.4,Quantidade,DOUTORADO,Fim.5,Quantidade
,,,Estatística,1994.0,1.0,Engenharia De Produção,2002.0,1.0,Engenharia Agrícola,1998.0,1
,,,Estatística,2000.0,1.0,Engenharia De Produção,1998.0,1.0,Engenharia Agrícola,1996.0,1
,,,Arquitetura E Urbanismo,1975.0,1.0,Ciência Animal,1977.0,1.0,Engenharia Aeronâutica E Mecânica,2014.0,1
,,,Arquitetura E Urbanismo,1976.0,1.0,Ciência Ambiental,1996.0,1.0,Engenharia Aeronâutica E Mecânica,2004.0,1
,,,Arquitetura E Urbanismo,1980.0,1.0,Engenharia Eletrônica E Computação,1991.0,1.0,Engenharia Aeronâutica E Mecânica,2003.0,1
,,,Estudos Sociais,1992.0,1.0,Engenharia Eletrônica E Computação,1989.0,1.0,Engenharia Aeronâutica E Mecânica,2000.0,1
,,,Estudos Sociais - Licenciatura De 1º Grau,1988.0,1.0,Engenharia Eletrônica E Computação,1969.0,1.0,Engenharia Aeronâutica E Mecânica,1992.0,1
,,,Estudos Sociais Licenciatura Curta,1982.0,1.0,Engenharia Eletrica,1985.0,1.0,Engenharia Aeronautica,1987.0,1
,,,Faculdade De Ciências Agrárias E Veterinárias,1996.0,1.0,Engenharia Eletrica,1981.0,1.0,Engenharia Civil,1969.0,1
,,,Faculdade De Ciências Biológicas,1998.0,1.0,Engenharia E Tecnologia Nucleares,1977.0,1.0,Engenharia Biomédica,2001.0,1
,,,Faculdade De Engenharia Elétrica,1988.0,1.0,Engenharia E Tecnologia Espaciais,1995.0,1.0,Engenharia Biomédica,2000.0,1
,,,Faculdade De Farmácia,1987.0,1.0,Engenharia E Tecnologia Espaciais,1985.0,1.0,Engenharia Biomédica,1998.0,1
,,,Faculdade De Medicina,1974.0,1.0,Engenharia E Tecnologia Espaciais,1975.0,1.0,Engenharia Biomédica,1991.0,1
,,,Farmacia,1984.0,1.0,Engenharia E Ciência Dos Materiais,1997.0,1.0,Engenharia Biomédica,1984.0,1
,,,Farmacia,1987.0,1.0,Engenharia E Ciência De Alimentos,2009.0,1.0,Engenharia Ambiental E Sanitária,2002.0,1
,,,Farmacia,1989.0,1.0,Engenharia E Ciência De Alimentos,2000.0,1.0,Engenharia Ambiental,2006.0,1
,,,Farmacia,1993.0,1.0,Engenharia Dos Materiais,1996.0,1.0,Engenharia Ambiental,2000.0,1
,,,Farmacia,1998.0,1.0,Engenharia De Transportes,2009.0,1.0,Engenharia Agrícola E De Biosistemas,2000.0,1
,,,Farmacia - Com Habilitacao Em Analises Clinicas,1986.0,1.0,Engenharia De Transportes,1999.0,1.0,Engenharia Agrícola,2014.0,1
,,,Farmacia Bioquimica,1989.0,1.0,Engenharia De Sistemas E Computação,2004.0,1.0,Engenharia Agrícola,2013.0,1
,,,Farmacia E Bioquimica,1977.0,1.0,Biotecnologia,1994.0,1.0,Engenharia Agrícola,2012.0,1
,,,Farmacia E Bioquimica,1984.0,1.0,Bioresources And Product Science,2000.0,1.0,Engenharia Civil,2012.0,1
,,,Farmacia Industrial,1991.0,1.0,Bioquímica Vegetal,1996.0,1.0,Engenharia Civil,2006.0,1
,,,Farmacia-analise Clinicas,1992.0,1.0,Bioquímica E Imunologia,2012.0,1.0,Engenharia Civil,2004.0,1
,,,Farmácia,1975.0,1.0,Bioquímica E Imunologia,1997.0,1.0,Engenharia Civil,2002.0,1
,,,Farmácia,1977.0,1.0,Bioquímica E Fisiologia,2009.0,1.0,Engenharia Civil,1997.0,1
,,,Arquitetura E Urbanismo,1981.0,1.0,Bioquímica E Fisiologia,1996.0,1.0,Engenharia Civil,1990.0,1
,,,Farmácia,1980.0,1.0,Engenharia Elétrica,1982.0,1.0,Engenharia Civil,1989.0,1
,,,Farmácia,1982.0,1.0,Engenharia Elétrica,1981.0,1.0,Engenharia Civil,1986.0,1
,,,Arquitetura E Urbanismo,1983.0,1.0,Engenharia Elétrica,1979.0,1.0,Engenharia Civil,1985.0,1
,,,Farmácia,1986.0,1.0,Engenharia Elétrica,1978.0,1.0,Engenharia De Alimentos,2004.0,1
,,,Arquitetura E Urbanismo,1986.0,1.0,Engenharia Elétrica,1976.0,1.0,Engenharia De Alimentos,2002.0,1
,,,Farmácia,1989.0,1.0,Engenharia Elétrica,1972.0,1.0,Engenharia De Alimentos,2001.0,1
,,,Arquitetura E Urbanismo,1990.0,1.0,Engenharia Elétrica,1967.0,1.0,Engenharia De Alimentos,1999.0,1
,,,Farmácia,1991.0,1.0,Engenharia Eletrônica E Computação,2009.0,1.0,Engenharia De Alimentos,1996.0,1
,,,Arquitetura E Urbanismo,1994.0,1.0,Engenharia Eletrônica E Computação,2005.0,1.0,Engenharia De Alimentos,1993.0,1
,,,Arquitetura E Urbanismo,1996.0,1.0,Engenharia Elétrica E Informática Industrial,1998.0,1.0,Engenharia Civil E Ambiental,2005.0,1
,,,Farmácia,1997.0,1.0,Engenharia Elétrica E Informática Industrial,1989.0,1.0,Engenharia Civil (recursos Hídricos),2014.0,1
,,,Farmácia,1998.0,1.0,Engenharia Elétrica E De Computação,2002.0,1.0,Engenharia Civil (recursos Hídricos),2006.0,1
,,,Arquitetura E Urbanismo,1997.0,1.0,Engenharia Elétrica E Computação,2008.0,1.0,Engenharia Civil (estruturas),2005.0,1
,,,Arquitetura E Urbanismo,1999.0,1.0,Engenharia Elétrica,2014.0,1.0,Engenharia Civil (engenharia De Estruturas),2002.0,1
,,,Arquitetura E Urbanismo,2001.0,1.0,Engenharia Elétrica,2009.0,1.0,Engenharia Civil (engenharia De Estruturas),2001.0,1
,,,Farmácia,2002.0,1.0,Engenharia Elétrica,1989.0,1.0,Engenharia Civil (engenharia De Estruturas),1996.0,1
,,,Farmácia,2003.0,1.0,Engenharia Elétrica,1986.0,1.0,Engenharia Civil,2017.0,1
,,,Artes,2000.0,1.0,Botânica,2003.0,1.0,"Engenharia De Minas, Metalúrgica E De Materiais",2004.0,1
,,,Farmácia,2008.0,1.0,Botânica,1999.0,1.0,"Engenharia De Minas, Metalúrgica E De Materiais",2001.0,1
,,,Farmácia,2011.0,1.0,Botânica,1990.0,1.0,"Engenharia De Minas, Metalúrgica E De Materiais",1999.0,1
,,,Farmácia (análises Clínicas),2002.0,1.0,Botânica,1989.0,1.0,"Engenharia De Minas, Metalúrgica E De Materiais",1998.0,1
,,,Farmácia - Análises Clínicas,1985.0,1.0,Botânica,1975.0,1.0,"Engenharia De Minas, Metalúrgica E De Materiais",1997.0,1
,,,Farmácia - Análises Clínicas,2007.0,1.0,Botany,1974.0,1.0,Engenharia De Materiais E Metalúrgica,1996.0,1
,,,Farmácia Bioquímica,1977.0,1.0,Biotecnologia Vegetal,1995.0,1.0,Engenharia De Materiais (conceito Capes 7),2009.0,1
,,,Farmácia Bioquímica,1978.0,1.0,Biotecnologia,1999.0,1.0,Engenharia De Materiais,2011.0,1
,,,Farmácia Bioquímica,1980.0,1.0,Bioquímica E Fisiologia,1976.0,1.0,Engenharia De Materiais,2006.0,1
,,,Farmácia Bioquímica,1983.0,1.0,Bioquímica - Iqusp,2002.0,1.0,Engenharia De Materiais,2001.0,1
,,,Farmácia Bioquímica,1989.0,1.0,Bioquímica,2010.0,1.0,Engenharia De Materiais,1997.0,1
,,,Farmácia Bioquímica,1995.0,1.0,Bioquímica,2009.0,1.0,Engenharia De Materiais,1995.0,1
,,,Artes Plásticas Bacharelado Habilitação Pintura,1988.0,1.0,Bioquímica,2005.0,1.0,Engenharia De Estruturas São Carlos Sp,1989.0,1
,,,Farmácia Bioquímica,1999.0,1.0,Bioquímica,2000.0,1.0,Engenharia De Estruturas,2008.0,1
,,,Farmácia Bioquímica,2004.0,1.0,Bioquímica,1998.0,1.0,Engenharia De Bioprocessos E Biotecnologia,2012.0,1
,,,Farmácia Bioquímica Da Fac Ciências Farmaceuticas,1976.0,1.0,Bioquímica,1997.0,1.0,Engenharia De Automação E Sistemas,2013.0,1
,,,Farmácia Bioquímica De Alimentos,1997.0,1.0,Bioquímica,1993.0,1.0,Engenharia De Reservatório E De Exploração,2014.0,1
,,,Farmácia E Bioquimica,1972.0,1.0,Bioquímica,1992.0,1.0,Engenharia De Recursos Hídricos E Ambiental,2013.0,1
,,,Farmácia E Bioquímica,1980.0,1.0,Bioquímica,1991.0,1.0,Engenharia De Produção,2017.0,1
,,,Farmácia E Bioquímica,1985.0,1.0,Bioquímica,1982.0,1.0,Engenharia De Produção,2014.0,1
,,,Astronomia,1973.0,1.0,Bioquímica,1979.0,1.0,Engenharia De Produção,2011.0,1
,,,Farmácia E Bioquímica,1995.0,1.0,Bioquímica,1976.0,1.0,Engenharia De Produção,2006.0,1
,,,Farmácia E Bioquímica,1998.0,1.0,Engenharia Elétrica E Informática Industrial,2003.0,1.0,Engenharia De Produção,2005.0,1
,,,Farmácia E Bioquímica,1999.0,1.0,Engenharia Elétrica E Informática Industrial,2002.0,1.0,Engenharia De Produção,2001.0,1
,,,Farmácia E Bioquímica,2003.0,1.0,Engenharia Hidráulica E Saneamento,2001.0,1.0,Engenharia De Produção,2000.0,1
,,,Farmácia E Bioquímica - Hab. Indústria,1986.0,1.0,Engenharia Hidráulica,1963.0,1.0,Engenharia De Produção,1984.0,1
,,,Farmácia E Bioquímica - Tecnologia Dos Alimentos,2005.0,1.0,Engenharia Florestal,2011.0,1.0,Engenharia De Processos Quimicos E Bioquimicos,2000.0,1
,,,Farmácia Industrial,1995.0,1.0,Engenharia Florestal,2010.0,1.0,Engenharia De Processos,2007.0,1
,,,Farmácia Industrial,1998.0,1.0,Engenharia Florestal,2007.0,1.0,Engenharia De Processos,2002.0,1
,,,Farmácia Industrial,2002.0,1.0,Engenharia Florestal,2002.0,1.0,"Engenharia De Minas, Metalúrgica E De Materiais",2018.0,1
,,,B A,1973.0,1.0,Engenharia Florestal,2000.0,1.0,"Engenharia De Minas, Metalúrgica E De Materiais",2006.0,1
,,,Farmácia Industrial,2005.0,1.0,Engenharia Florestal,1999.0,1.0,Engenharia Eletrica,1997.0,1
,,,Farmácia Industrial,2006.0,1.0,Engenharia Florestal,1998.0,1.0,Engenharia Electrotécnica E De Computadores,2006.0,1
,,,Farmácia Industrial,2009.0,1.0,Engenharia Florestal,1997.0,1.0,Engenharia E Tecnologia Espaciais,2011.0,1
,,,Farmácia Tecnologia De Alimentos,1976.0,1.0,Engenharia Florestal,1995.0,1.0,Engenharia E Ciência Dos Materiais,2000.0,1
,,,Farmácia Tecnologia De Alimentos,1994.0,1.0,Engenharia Florestal,1985.0,1.0,Engenharia E Ciência De Alimentos,2012.0,1
,,,Ffcl De Ribeirão Preto,1979.0,1.0,Engenharia Florestal,1982.0,1.0,Engenharia De Transportes,2015.0,1
,,,Filosofia,1967.0,1.0,Engenharia Em Ciencias Agrarias,1989.0,1.0,Engenharia De Transportes,2004.0,1
,,,Filosofia,1972.0,1.0,Bioquímica E Fisiologia,1990.0,1.0,Engenharia De Transportes,1996.0,1
,,,Filosofia,1975.0,1.0,Bioquímica E Fisiologia,1989.0,1.0,Engenharia De Teleinformática,2015.0,1
,,,Filosofia,1976.0,1.0,Biologia Vegetal,1995.0,1.0,Engenharia De Teleinformática,2011.0,1
,,,Filosofia,1988.0,1.0,Biologia Vegetal,1981.0,1.0,Engenharia De Sistemas E Computação,2011.0,1
,,,Ba In History,1999.0,1.0,Biologia Patologia Buco Dental,1999.0,1.0,Engenharia De Sistemas E Computação,2005.0,1
,,,Filosofia,1993.0,1.0,Biologia Parasitária,2006.0,1.0,Engenharia De Sistemas E Computação,1994.0,1
,,,Filosofia,1995.0,1.0,Biologia Parasitária,1998.0,1.0,Engenharia De Sistemas E Computação,1993.0,1
,,,Filosofia,2000.0,1.0,Biologia Parasitária,1994.0,1.0,Engenharia De Sistemas E Computação,1989.0,1
,,,Filosofia,2002.0,1.0,Biologia Parasitária,1993.0,1.0,Agronomia (solos E Nutrição De Plantas),1995.0,1
,,,Filosofia,2017.0,1.0,Biologia Parasitária,1992.0,1.0,Agronomia (solos E Nutrição De Plantas),1987.0,1
,,,Filosofia E Germanística,1973.0,1.0,Biologia Parasitária,1991.0,1.0,Agronomia (solos E Nutrição De Plantas),1983.0,1
,,,Fisica,1967.0,1.0,Biologia Parasitária,1981.0,1.0,Agronomia (proteção De Plantas),2003.0,1
,,,Fisica,1970.0,1.0,Engenharia Mecânica,1987.0,1.0,Agronomia (produção Vegetal),2012.0,1
,,,Fisica,1974.0,1.0,Engenharia Mecânica,1985.0,1.0,Agronomia (produção Vegetal),2008.0,1
,,,Fisica,1976.0,1.0,Engenharia Mecânica,1980.0,1.0,Agronomia (produção Vegetal),2003.0,1
,,,Ba Portuguese And Brazilian Studies,2009.0,1.0,Engenharia Mecânica,1976.0,1.0,Agronomia (produção E Tecnologia De Sementes),2003.0,1
,,,Bach. Ciências Biológicas Com Habilitação Em Biologia Molecular,1985.0,1.0,Engenharia Mecânica,1972.0,1.0,Agronomia (producao Vegetal),2011.0,1
,,,Bachaelado Em Ciências Biológicas Mod Médicas,1985.0,1.0,Engenharia Hidráulica E Saneamento,2007.0,1.0,Agronomia (irrigação E Drenagem),1998.0,1
,,,Bacharel Em Administração De Empresas,1986.0,1.0,Engenharia Metalúrgica E De Materiais,1992.0,1.0,Engenharia Eletrônica E Computação,2013.0,1
,,,Fisica,1986.0,1.0,Engenharia Metalúrgica E De Materiais,1991.0,1.0,Engenharia Eletrônica Biomédica,1991.0,1
,,,Bacharel Em Administração De Empresas,2002.0,1.0,Engenharia Metalúrgica E De Materiais,1984.0,1.0,Engenharia Eletrônica,2011.0,1
,,,Fisica,1996.0,1.0,Engenharia Metalúrgica E De Materiais,1978.0,1.0,Engenharia Eletrica (s.carlos),2005.0,1
,,,Fisica,1997.0,1.0,Engenharia Metalúrgica,2000.0,1.0,Engenharia Eletrica,1999.0,1
,,,Fisica,1999.0,1.0,Engenharia Mecânica [c. Grande],1995.0,1.0,Engenharia Elétrica,1989.0,1
,,,Bacharel Em Biologia,1987.0,1.0,Engenharia Mecânica [c. Grande],1992.0,1.0,Engenharia Elétrica,1985.0,1
,,,Fisica,2005.0,1.0,Engenharia Mecânica,2012.0,1.0,Engenharia Elétrica,1984.0,1
,,,Bacharel Em Comunicação Social,1977.0,1.0,Engenharia Mecânica,2009.0,1.0,Engenharia Elétrica,1979.0,1
,,,Fisioterapia,1999.0,1.0,Engenharia Mecânica,2005.0,1.0,Engenharia Elétrica,1977.0,1
,,,Fisioterapia,2001.0,1.0,Engenharia Mecânica,2004.0,1.0,Engenharia Elétrica,1974.0,1
,,,Bacharel Em Física,1963.0,1.0,Biologia Área De Concentração Ecologia,2003.0,1.0,Engenharia Eletrônica E Computação,2014.0,1
,,,Bacharel Em Física,1972.0,1.0,Biologia Vegetal,2012.0,1.0,Agronomia - Ciências Do Solo,2009.0,1
,,,Fonoaudiologia,1971.0,1.0,Biologia Vegetal,2008.0,1.0,Agronomia - Area: Ingenieria Agrícola,1992.0,1
,,,Formação De Psicólogo,1997.0,1.0,Biologia Vegetal,2007.0,1.0,Agronomia (solos E Nutrição De Plantas),2006.0,1
,,,Formação De Psicólogo,2008.0,1.0,Biologia Vegetal,2006.0,1.0,Agronomia (solos E Nutrição De Plantas),2005.0,1
,,,Formação Em Psicologia,2005.0,1.0,Biologia De Fungos,1998.0,1.0,Agronomia (solos E Nutrição De Plantas),1998.0,1
,,,Formação Profissional Do Psicólogo,1987.0,1.0,Biologia Celular E Molecular,2003.0,1.0,Agronomia (irrigacao E Drenagem),2012.0,1
,,,Fármácia Industrial De Medicamentos,2002.0,1.0,Biologia Celular E Molecular,2000.0,1.0,Agronomia (horticultura),2002.0,1
,,,Física,1969.0,1.0,Biologia Celular E Molecular,1997.0,1.0,Agronomia (genética E Melhoramento De Plantas),2006.0,1
,,,Bacharel Em Física,1989.0,1.0,Biologia Celular E Molecular,1995.0,1.0,Agronomia (genética E Melhoramento De Plantas),1997.0,1
,,,Bacharel Em Física,1999.0,1.0,Biologia Celular E Molecular,1994.0,1.0,Agronomia (genética E Melhoramento De Plantas),1994.0,1
,,,Bacharel Em História,1990.0,1.0,Biologia Celular E Molecular,1993.0,1.0,Agronomia (genética E Melhoramento De Plantas),1990.0,1
,,,Bacharel Em Meteorologia,1993.0,1.0,Biologia Celular,2009.0,1.0,Agronomia (genética E Melhoramento De Plantas),1987.0,1
,,,Bacharel Em Química,1975.0,1.0,Biologia Celular,1994.0,1.0,Agronomia (genética E Melhoramento De Plantas),1981.0,1
,,,Física,1978.0,1.0,Biologia Celular,1985.0,1.0,Agronomia (física Do Ambiente Agrícola),2008.0,1
,,,Bacharel Em Química,1989.0,1.0,Engenharia Metalúrgica E De Minas,1996.0,1.0,Agronomia (fitotecnia),2010.0,1
,,,Física,1980.0,1.0,Engenharia Metalúrgica E De Minas,1993.0,1.0,Agronomia (fitotecnia),2005.0,1
,,,Bacharelado E Ciências Biológicas,1986.0,1.0,Engenharia Metalúrgica E De Minas,1990.0,1.0,Agronomia (fitotecnia),2004.0,1
,,,Bacharelado E Ciências Biológicas,2006.0,1.0,Engenharia Metalúrgica E De Minas,1989.0,1.0,Engenharia Elétrica,1997.0,1
,,,Bacharelado E História,1996.0,1.0,Engenharia Metalúrgica E De Minas,1981.0,1.0,Engenharia Elétrica,1995.0,1
,,,Bacharelado E Letras,1983.0,1.0,Engenharia Metalúrgica E De Minas,1980.0,1.0,Engenharia Elétrica,1991.0,1
,,,Bacharelado E Licenciatura Plena Em Química,2003.0,1.0,Engenharia Química,1993.0,1.0,Engenharia Florestal,2001.0,1
,,,Bacharelado E Matemática,1992.0,1.0,Engenharia Química,1986.0,1.0,Engenharia Florestal,2000.0,1
,,,Bacharelado E Química,1987.0,1.0,Engenharia Química,1984.0,1.0,Engenharia Florestal,1995.0,1
,,,Bacharelado E Química,2002.0,1.0,Engenharia Química,1982.0,1.0,Engenharia Estrutural,1979.0,1
,,,Física,1991.0,1.0,Engenharia Química,1979.0,1.0,Engenharia Elétrica E Informática Industrial,2007.0,1
,,,Física,1992.0,1.0,Engenharia Oceânica,1990.0,1.0,Engenharia Elétrica E De Computação,2006.0,1
,,,Bachelor Of Arts,1984.0,1.0,Engenharia Oceânica,1982.0,1.0,"Engenharia Elétrica - Pontifícia Universidade Católica, Rj",2000.0,1
,,,Física,1995.0,1.0,Engenharia Nuclear,1994.0,1.0,Engenharia Elétrica - Métodos De Apoio À Decisão,2012.0,1
,,,Bachelor Of Music Composition Revalidado Pela Ufba,1977.0,1.0,Engenharia Nuclear,1985.0,1.0,Engenharia Elétrica (são Carlos-sp),2003.0,1
,,,Física,1997.0,1.0,Engenharia Nuclear,1983.0,1.0,Engenharia Elétrica,2014.0,1
,,,Biblioteconomia,1987.0,1.0,Engenharia Nuclear,1981.0,1.0,Engenharia Elétrica,2007.0,1
,,,Física,2000.0,1.0,Engenharia Nuclear,1979.0,1.0,Agronomia (irrigação E Drenagem),1995.0,1
,,,Física,2001.0,1.0,Biologia Molecular E Morfofuncional,2005.0,1.0,Agronomia (irrigação E Drenagem),1994.0,1
,,,Física,2002.0,1.0,Biologia Molecular E Morfofuncional,1995.0,1.0,Engenharia Mecânica,1975.0,1
,,,Biblioteconomia,2008.0,1.0,Biologia Molecular E Morfofuncional,1993.0,1.0,Engenharia Mecanica,2010.0,1
,,,Biblioteconomia E Documentação,1972.0,1.0,Biologia De Água Doce E Pesca Interior,2001.0,1.0,Engenharia Industrial E De Sistemas,2009.0,1
,,,Biologia,1964.0,1.0,Entomologia,2005.0,1.0,Engenharia Hidráulica E Saneamento,2009.0,1
,,,Física,2006.0,1.0,Entomologia,2004.0,1.0,Engenharia Hidráulica E Saneamento,2006.0,1
,,,Biologia,1965.0,1.0,Entomologia,2003.0,1.0,Engenharia Hidráulica E Saneamento,1998.0,1
,,,Biologia,1968.0,1.0,Entomologia,1998.0,1.0,Engenharia Hidráulica E Saneamento,1995.0,1
,,,Física,2009.0,1.0,Entomologia,1995.0,1.0,Engenharia Hidráulica E Saneamento,1992.0,1
,,,Física,2010.0,1.0,Entomologia,1994.0,1.0,Administração,2008.0,1
,,,Biologia,1976.0,1.0,Entomologia,1992.0,1.0,Engenharia Florestal,2010.0,1
,,,Física,2012.0,1.0,Entomologia,1991.0,1.0,Zootecnia,1999.0,1
,,,Física (bacharelado),1992.0,1.0,Entomologia,1976.0,1.0,Virology,1997.0,1
,,,Física (bacharelado),2008.0,1.0,"Ensino De Ciências (modalidades Física, Química E Biologia)",1994.0,1.0,Zootecnia,1994.0,1
,,,Física - Licenciatura,2006.0,1.0,"Ensino De Ciências (modalidades Física, Química E Biologia)",1987.0,1.0,Zootecnia,1993.0,1
,,,Física Aplicada A Ciência Dos Materias,2006.0,1.0,"Engenharia Química, De Materiais E Processos Ambientais",1992.0,1.0,Engenharia Florestal,2004.0,1
,,,Física Bacharelado,1976.0,1.0,"Engenharia Química, De Materiais E Processos Ambientais",1980.0,1.0,Engenharia Florestal,2003.0,1
,,,Biologia,1977.0,1.0,"Engenharia Química, De Materiais E Processos Ambientais",1977.0,1.0,Engenharia Mecânica,2007.0,1
,,,Física Licenciatura,1980.0,1.0,Engenharia Química,2009.0,1.0,Engenharia Mecânica,2006.0,1
,,,Física Licenciatura,1998.0,1.0,Engenharia Química,2006.0,1.0,Engenharia Mecânica,2004.0,1
,,,Física Licenciatura,2005.0,1.0,Estatística,2000.0,1.0,Zootecnia,1992.0,1
,,,Biologia,1978.0,1.0,Estatística,1999.0,1.0,Zootecnia,1991.0,1
,,,Física Médica,2004.0,1.0,Estatística,1998.0,1.0,Zoologie,1993.0,1
,,,Física Quimica Matematica,1975.0,1.0,Estatística,1997.0,1.0,Engenharia Mecânica,1997.0,1
,,,Física/bacharelado,1983.0,1.0,Estatística,1994.0,1.0,Zoologia (conceito Capes 6),2007.0,1
,,,Físico-química,1978.0,1.0,Estatística,1992.0,1.0,Zoologia,2011.0,1
,,,Genetics,1999.0,1.0,Estatística,1990.0,1.0,Administração De Empresas,2003.0,1
,,,Geociências,1961.0,1.0,Estatística,1983.0,1.0,Engenharia Mecânica,1992.0,1
,,,Geofísica,2008.0,1.0,Escola Politécnica,1977.0,1.0,Engenharia Mecânica,1990.0,1
,,,Geografia,1980.0,1.0,Escola Nacional De Química,1966.0,1.0,Engenharia Mecânica,1989.0,1
,,,Geografia,1985.0,1.0,Epidemiologia Experimental Aplicada Às Zoonoses,2011.0,1.0,Administração De Empresas,1997.0,1
,,,Biologia,1983.0,1.0,Epidemiologia Experimental Aplicada Às Zoonoses,2002.0,1.0,Engenharia Mecânica,1985.0,1
,,,Geografia,1989.0,1.0,Epidemiologia,1993.0,1.0,Engenharia Mecânica,1976.0,1
,,,Geografia,1993.0,1.0,Entomologia Agrícola,1992.0,1.0,Engenharia Metalúrgica E De Materiais,1996.0,1
,,,Geografia,1995.0,1.0,Entomologia Agrícola,1980.0,1.0,Engenharia Metalúrgica E De Materiais,1994.0,1
,,,Geografia,1997.0,1.0,Entomologia,2006.0,1.0,Engenharia Metalúrgica E De Materiais,1991.0,1
,,,Geografia,2001.0,1.0,Farmacologia,2006.0,1.0,Engenharia Metalúrgica E De Materiais,1989.0,1
,,,Biologia,1990.0,1.0,Farmacologia,2000.0,1.0,Engenharia Metalúrgica E De Materiais,1987.0,1
,,,Biologia,1992.0,1.0,Farmacologia,1997.0,1.0,Engenharia Metalúrgica E De Materiais,1985.0,1
,,,Biologia,1997.0,1.0,Farmacologia,1991.0,1.0,Engenharia Metalúrgica,2001.0,1
,,,Geografia,2006.0,1.0,Farmacologia,1986.0,1.0,Engenharia Metalúrgica,1997.0,1
,,,Geografia (bacharel),1999.0,1.0,Farmacologia,1976.0,1.0,Engenharia Mecânica Maschinenbau,1988.0,1
,,,Geologia,1964.0,1.0,Evolução Crustal E Recursos Naturais,1988.0,1.0,Engenharia Mecânica (s. Carlos),1999.0,1
,,,Geologia,1975.0,1.0,Estudos Literários,2007.0,1.0,Engenharia Mecânica,2016.0,1
,,,Biologia,2000.0,1.0,Estudos Literários,1979.0,1.0,Engenharia Mecânica,2014.0,1
,,,Biologia Bacharelado,2000.0,1.0,Estudos Lingüísticos,2010.0,1.0,Engenharia Mecânica,2012.0,1
,,,Biologia Modalidade Médica,1997.0,1.0,Estudos Lingüísticos,1998.0,1.0,Administração De Empresas,1991.0,1
,,,Biology,1977.0,1.0,Estomatopatologia,2002.0,1.0,Administração,2013.0,1
,,,Geologia,1982.0,1.0,Estatística E Experimentação Agropecuária,1998.0,1.0,Engenharia Mecânica,2009.0,1
,,,Biomedicina,1977.0,1.0,Estatística,2009.0,1.0,Administração,1999.0,1
,,,Biomedicina,1989.0,1.0,Estatística,2007.0,1.0,Engenharia Nuclear,1990.0,1
,,,Biomedicina,2001.0,1.0,Estatística,2006.0,1.0,Engenharia Nuclear,1988.0,1
,,,Biomedicina,2004.0,1.0,Biologia Animal,2004.0,1.0,Engenharia Nuclear,1983.0,1
,,,Biomedicina,2011.0,1.0,Biologia Animal,1999.0,1.0,Engenharia Nuclear,1982.0,1
,,,Geologia,1989.0,1.0,Biologia Ambiental - Ecologia De Ecossistemas Costeiros E Estuarinos,2005.0,1.0,Engenharia Mineral,2016.0,1
,,,Bioquímica,1970.0,1.0,Biologia (ecologia),1998.0,1.0,Engenharia Metalúrgica E De Minas,2011.0,1
,,,Bsc(econ) Law And Government,1996.0,1.0,Biologia (ecologia),1991.0,1.0,Engenharia Metalúrgica E De Minas,2004.0,1
,,,Centro De Ciências Jurídicas,1986.0,1.0,Biologia (ecologia),1987.0,1.0,Engenharia Metalúrgica E De Minas,2002.0,1
,,,Geologia,1996.0,1.0,Biologia (ecologia),1984.0,1.0,Engenharia Metalúrgica E De Minas,2001.0,1
,,,Geologia,1997.0,1.0,Biologia (com Ëmfase Em Genética),1986.0,1.0,Engenharia Metalúrgica E De Minas,1999.0,1
,,,Chemistry Honours,1987.0,1.0,Biologia,2004.0,1.0,Engenharia Metalúrgica E De Minas,1997.0,1
,,,Ciencia Da Computacao,1984.0,1.0,Biologia,2001.0,1.0,Antropologia Social,2013.0,1
,,,Geologia,2003.0,1.0,Biofísica,1997.0,1.0,Engenharia Metalúrgica E De Minas,1991.0,1
,,,Ciencia Da Computacao,1988.0,1.0,Biodiversidade E Conservação Da Natureza,2008.0,1.0,Engenharia Metalúrgica E De Materiais,2000.0,1
,,,Geologia,2007.0,1.0,Biodiversidade,2010.0,1.0,Engenharia Metalúrgica E De Materiais,1998.0,1
,,,Geologia,2008.0,1.0,Biociências E Biotecnologia,2005.0,1.0,Antropologia Social,2007.0,1
,,,Geologia,2010.0,1.0,Biociências E Biotecnologia,1998.0,1.0,Antropologia Social,2005.0,1
,,,Habilitação Em Engenharia Mecânica,2006.0,1.0,Biociências,2008.0,1.0,Engenharia Química,2004.0,1
,,,Historia,1992.0,1.0,Fisioterapia,2007.0,1.0,Engenharia Química,2002.0,1
,,,Historia,1994.0,1.0,Fisiologia Vegetal,1988.0,1.0,Antropologia Social,2004.0,1
,,,Historia,2004.0,1.0,Fisiologia,1993.0,1.0,Zoologia,2010.0,1
,,,History,1975.0,1.0,Fisico Quimica,1986.0,1.0,Zoologia,2009.0,1
,,,Ciencia Da Computacao,1994.0,1.0,Fisica Teorica E Matematica,1987.0,1.0,Engenharia Química,1994.0,1
,,,História,1975.0,1.0,Fisica Aplicada,2009.0,1.0,Engenharia Química,1990.0,1
,,,História,1979.0,1.0,Fisica,1978.0,1.0,Engenharia Química,1987.0,1
,,,História,1982.0,1.0,Finanças,2013.0,1.0,Engenharia Quimica,2006.0,1
,,,Ciencias Biologicas,1986.0,1.0,Filosofia E História Da Educação,1999.0,1.0,Engenharia Quimica,2001.0,1
