CURSO-TECNICO-PROFISSIONALIZANTE,Início.1,Quantidade,GRADUACAO,Início.2,Quantidade,MESTRADO,Início.4,Quantidade,DOUTORADO,Início.5,Quantidade
,,,,,,Sistemas Instrucionais,1976.0,1.0,Physics,2004.0,1
,,,,,,Sociedade E Cultura Na Amazônia,2004.0,1.0,Planejamento Territorial,1982.0,1
,,,,,,Sociologia,1962.0,1.0,Planejamento Paisagístico E Ambiental,1991.0,1
,,,,,,Agronomia (agricultura),1992.0,1.0,Planejamento Energético Área De Concentração Plane,1994.0,1
,,,,,,Agronomia (agricultura),1999.0,1.0,Planejamento Energético,2012.0,1
,,,,,,Agronomia (agricultura),2008.0,1.0,Planejamento Energético,2008.0,1
,,,,,,Agronomia (agricultura),2009.0,1.0,Planejamento Energético,2006.0,1
,,,,,,Agronomia (agricultura) [botucatu],2000.0,1.0,Planejamento Energético,1997.0,1
,,,,,,Agronomia,1988.0,1.0,Planejamento De Sistemas Energéticos,2005.0,1
,,,,,,Sociologia,1987.0,1.0,Planejamento De Sistemas Energéticos,1997.0,1
,,,,,,Sistemas De Produção,2004.0,1.0,Planejamento De Sistemas Energéticos,1994.0,1
,,,,,,Sistemas E Computação,1985.0,1.0,Planejamento De Sistemas Energéticos,1987.0,1
,,,,,,Sistemas E Computação,1990.0,1.0,Planejamento,1995.0,1
,,,,,,Sistemas E Computação,1991.0,1.0,Piano Doctor Of Musical Arts,1980.0,1
,,,,,,Agronomia (ciências Do Solo),1980.0,1.0,Pianificazione Territoriale,1988.0,1
,,,,,,Agronomia (ciências Do Solo),1982.0,1.0,Physique Quantique,1990.0,1
,,,,,,Agronomia (ciências Do Solo),1988.0,1.0,Physique Des Solides,1988.0,1
,,,,,,Agronomia (ciências Do Solo),1992.0,1.0,Plant Breeding And Genetics,1997.0,1
,,,,,,Agronomia (ciências Do Solo),1993.0,1.0,Plant Breeding,1990.0,1
,,,,,,Sociologia E Antropologia,2000.0,1.0,Plant Biology,1998.0,1
,,,,,,Sociologia E Antropologia,2003.0,1.0,Plant Biochemistry And Molecular Biology,2011.0,1
,,,,,,Sociologia E Antropologia,2007.0,1.0,Plant Biochemistry / Plant Physiology,1990.0,1
,,,,,,Sociologia E Ciências Humanas,1991.0,1.0,Plannung Und Betrieb Von Verkehrswesen,1977.0,1
,,,,,,Sociologia,2008.0,1.0,"Planejamento, Econ. Pública E Org. Do Território",1978.0,1
,,,,,,Sociologia,1980.0,1.0,Planejamento Urbano E Regional,2008.0,1
,,,,,,Agronomia,2003.0,1.0,Planejamento Urbano E Regional,2005.0,1
,,,,,,Agrometeorologia,1994.0,1.0,Planejamento Urbano E Regional,2004.0,1
,,,,,,Agronegócios,1999.0,1.0,Planejamento Urbano E Regional,2002.0,1
,,,,,,Agronegócios,2000.0,1.0,Planejamento Urbano E Regional,2000.0,1
,,,,,,Agronegócios,2002.0,1.0,Planejamento Urbano E Regional,1997.0,1
,,,,,,Agronomia,2013.0,1.0,Planejamento Urbano E Regional,1994.0,1
,,,,,,Agronomia,2015.0,1.0,Planejamento Urbano,1992.0,1
,,,,,,Agronomia ( Melhoramento Genético De Plantas),2004.0,1.0,Planejamento Urbano,1986.0,1
,,,,,,Agronomia (agricultura),1989.0,1.0,Chemical Engineering,1985.0,1
,,,,,,Agronomia (agricultura),1990.0,1.0,Chemical Engineering,1974.0,1
,,,,,,Sociologia Política,1995.0,1.0,Chemical Biology,1995.0,1
,,,,,,Sociologia Política,2000.0,1.0,Chemical And Environmental Engineering,2007.0,1
,,,,,,Sociologia Política,2001.0,1.0,"Champs, Particules, Matière",2009.0,1
,,,,,,Sociologia Rural,1976.0,1.0,Ceramics Glasses And Polymers,1979.0,1
,,,,,,Sociologia Rural,1985.0,1.0,Plant Pathology,2006.0,1
,,,,,,Sociologia Rural,1986.0,1.0,Plant Pathology,2000.0,1
,,,,,,Sociologia Rural (esalq),1976.0,1.0,Plant Pathology,1996.0,1
,,,,,,Sociologia,2013.0,1.0,Plant Pathology,1995.0,1
,,,,,,Sociologia (com Concentração Em Antropologia),2004.0,1.0,Plant Pathology,1974.0,1
,,,,,,Sociologia América Latina,1974.0,1.0,Plant Molecular Biology,2005.0,1
,,,,,,Sociologia Antropologia Social História,1995.0,1.0,Plant Molecular Biology,1999.0,1
,,,,,,Sociologia Da Informação E Comunicação,1966.0,1.0,Plant Genetics And Breeding,1990.0,1
,,,,,,Sociologia Da Religião,1984.0,1.0,Plant Genetics And Breeding,1989.0,1
,,,,,,Sociologia Das Sociedades Não Ocidentais,1975.0,1.0,Plant Genetics,1993.0,1
,,,,,,Sociologia E Antropologia,1989.0,1.0,Plant Sciences,1987.0,1
,,,,,,Sociologia E Antropologia,1990.0,1.0,Plant Science,2008.0,1
,,,,,,Solos E Fertilizantes,1975.0,1.0,Plant Science,1996.0,1
,,,,,,Solos E Nutricao De Plantas,1987.0,1.0,Plant Pathology Plant Genetics,1976.0,1
,,,,,,Solos E Nutricao De Plantas,1997.0,1.0,Plant Pathology And Weed Science,1990.0,1
,,,,,,Solos E Nutrição De Plantas,1984.0,1.0,Plant Pathology And Microbiology,1999.0,1
,,,,,,Solos E Nutrição De Plantas,1988.0,1.0,Plant Pathology (horticulture),1999.0,1
,,,,,,Solos E Nutrição De Plantas,1990.0,1.0,Chemistry,1968.0,1
,,,,,,Solos E Nutrição De Plantas,1991.0,1.0,Chemietechnik (engenharia Química),1993.0,1
,,,,,,Solos E Nutrição De Plantas,1992.0,1.0,Chemie Und Pharmazie,1991.0,1
,,,,,,Solos E Nutrição De Plantas,1993.0,1.0,"Chemical, Biomedical And Materials Engineering",2000.0,1
,,,,,,Solos E Nutrição De Plantas,1994.0,1.0,Chemical Physics,1973.0,1
,,,,,,Sociologia Educacional,1971.0,1.0,Chemical Engineering And Material Science,1993.0,1
,,,,,,Sociologia Política,1984.0,1.0,Chemical Engineering,2006.0,1
,,,,,,Sociologia Política,1985.0,1.0,Chemical Engineering,1994.0,1
,,,,,,Sociologia Política,1988.0,1.0,Chemical Engineering,1990.0,1
,,,,,,Sociologia Política,1991.0,1.0,Política Científica E Tecnológica,2005.0,1
,,,,,,Sociologia Política,1994.0,1.0,Política Científica E Tecnológica,1996.0,1
,,,,,,Stomatology,1999.0,1.0,Polymer Technology,1982.0,1
,,,,,,"Structure, Fonction Dans L'evolution Des Vertebres",1989.0,1.0,Polymer Chemistry,1991.0,1
,,,,,,Structures Productives Et Système Mondial,1989.0,1.0,Politics And International Studies,2012.0,1
,,,,,,Systèmes Informatiques,1987.0,1.0,Politics,1976.0,1
,,,,,,Sáude Pública,1992.0,1.0,Political Science,1995.0,1
,,,,,,Síntese De Produtos Naturais,1980.0,1.0,Political Science,1994.0,1
,,,,,,Teatro,1992.0,1.0,Political Science,1968.0,1
,,,,,,Teatro,1997.0,1.0,Politica Social,1995.0,1
,,,,,,Technical Physics,1987.0,1.0,Pneumologia - Sono,2007.0,1
,,,,,,Tecnologia,1997.0,1.0,Pneumologia,2009.0,1
,,,,,,Tecnologia,2001.0,1.0,Pneumologia,1992.0,1
,,,,,,Sociologie Du Dévéloppement Iedes,1976.0,1.0,Plant Virology,1997.0,1
,,,,,,Sociology,2003.0,1.0,Plant Systematics,2003.0,1
,,,,,,Soil Fertility,1993.0,1.0,Plant Sciences,1988.0,1
,,,,,,Soil Science,1985.0,1.0,Ppg Em Agricultura Tropical E Sub-tropical,2010.0,1
,,,,,,Solid State Physics,2007.0,1.0,Ppg - Arquitetura E Urbanismo,2011.0,1
,,,,,,Tecnologia Bioquímico-farmacêutica,1991.0,1.0,Poética,1994.0,1
,,,,,,Tecnologia Bioquímico-farmacêutica,1998.0,1.0,Pos-graduação Em Química Fundamental,2008.0,1
,,,,,,Tecnologia Bioquímico-farmacêutica,2002.0,1.0,Pos Quimica - Usp/iq,1979.0,1
,,,,,,Tecnologia Bioquímico-farmacêutica,2007.0,1.0,Pos Graduaçao Em Historia Das Ciencias Da Saude,2001.0,1
,,,,,,Tecnologia De Alimentos,1968.0,1.0,Pos Graduate Research School,1988.0,1
,,,,,,Tecnologia De Alimentos,1975.0,1.0,Pos Graduacao Em Fisica,2002.0,1
,,,,,,Tecnologia De Alimentos,1977.0,1.0,Population Health (phd),2005.0,1
,,,,,,Tecnologia De Alimentos,1984.0,1.0,Population Dynamics,1998.0,1
,,,,,,Tecnologia De Alimentos,1985.0,1.0,Population Biology,1994.0,1
,,,,,,Tecnologia De Alimentos,1987.0,1.0,Population Biology,1992.0,1
,,,,,,Tecnologia De Alimentos,1991.0,1.0,Políticas Públicas,2002.0,1
,,,,,,Solos E Nutrição De Plantas,1997.0,1.0,Política Social,2005.0,1
,,,,,,Solos E Nutrição De Plantas,2011.0,1.0,Política Social,2004.0,1
,,,,,,Sonologia,1991.0,1.0,Política Científica E Tecnológica,2006.0,1
,,,,,,Sound And Vibration Studies,1977.0,1.0,Produtos Naturais E Sintéticos Bioativos,2000.0,1
,,,,,,Sound And Vibration Studies,1990.0,1.0,Production Ecology And Resource Management,1997.0,1
,,,,,,Tecnologia Agroalimentar,2010.0,1.0,Producción Vegetal Fitotécnia,1991.0,1
,,,,,,Tecnologia Ambiental E Recursos Hídricos,1999.0,1.0,Processos De Aval. E Intervenção Em Fisioterapia,2002.0,1
,,,,,,Tecnologia Bioquímico-farmacêutica,1974.0,1.0,Processos Biotecnológicos,2008.0,1
,,,,,,Agronegócios,2006.0,1.0,Processos Biotecnológicos,2006.0,1
,,,,,,Agronegócios,2007.0,1.0,Processos Biotecnológicos,2001.0,1
,,,,,,Agronegócios,2009.0,1.0,Processamento Mineral,1982.0,1
,,,,,,Agronegócios (atual Administração),2005.0,1.0,Processamento De Sinais E Telecomunicações,1985.0,1
,,,,,,Agronomia,1978.0,1.0,Probabilidade,2009.0,1
,,,,,,Agronomia,1979.0,1.0,Ppgem- Ciências Dos Materias,1998.0,1
,,,,,,Agronomia,1981.0,1.0,Ppge3m,2000.0,1
,,,,,,Agronomia,1983.0,1.0,Ppgc - Programa De Pós Computação Ufrgs,2014.0,1
,,,,,,Agronomia,1984.0,1.0,Ppgc - Programa De Pós Computação Ufrgs,2010.0,1
,,,,,,Agronomia,1985.0,1.0,Ppg-letras,1997.0,1
,,,,,,Administração Pública E Governo,1990.0,1.0,Ppg Em História Social,1993.0,1
,,,,,,Administração Pública E Governo,1993.0,1.0,Programa De Ciências Morfológicas,2008.0,1
,,,,,,Administração Pública E Governo,1996.0,1.0,Programa D'astronomia I Meteorologia,1996.0,1
,,,,,,Tecnologia Nuclear Básica,1982.0,1.0,Programa Ade Pós-graduação Em Ciência Do Solo Ufrgs,2014.0,1
,,,,,,Tecnologia Nuclear Materiais,1988.0,1.0,Progetazione Dell' Architettura,1995.0,1
,,,,,,Tecnologia Nuclear Materiais,1995.0,1.0,Prog.de Pós Grad. De Enfermagem Em Saúde Pública,2002.0,1
,,,,,,Tecnologia Nuclear Materiais,1997.0,1.0,Produção Vegetal (6),2014.0,1
,,,,,,Tecnologia Nuclear-materiais,1999.0,1.0,Produção Vegetal,2007.0,1
,,,,,,Tecnologia Per La Sicurezza Degli Alimenti,2003.0,1.0,Produção Vegetal,2005.0,1
,,,,,,Tecnologia De Alimentos,1992.0,1.0,Produção Vegetal,2001.0,1
,,,,,,Tecnologia De Alimentos,1993.0,1.0,Produção Vegetal,1998.0,1
,,,,,,Tecnologia De Alimentos,1995.0,1.0,Produção Vegetal,1995.0,1
,,,,,,Tecnologia De Alimentos,2003.0,1.0,Produção Vegetal,1993.0,1
,,,,,,Tecnologia De Alimentos,2004.0,1.0,Produção Ecológica E Conservação De Recursos,2003.0,1
,,,,,,Tecnologia De Alimentos,2007.0,1.0,Produção Animal,2006.0,1
,,,,,,Tecnologia Nuclear,1980.0,1.0,Produtos Naturais E Sintéticos Bioativos,2006.0,1
,,,,,,Tecnologia Nuclear,1982.0,1.0,Produtos Naturais E Sintéticos Bioativos,2005.0,1
,,,,,,Tecnologia Nuclear,1985.0,1.0,Programa De Pós Antropologia Social,1996.0,1
,,,,,,Tecnologia Nuclear,1987.0,1.0,Programa De Psiquiatria E Saude Mental,2002.0,1
,,,,,,Tecnologias Energéticas Nucleares,2005.0,1.0,Programa De Pos Zoologia,1997.0,1
,,,,,,Telecomunicações,2001.0,1.0,Programa De Pos Graduaçao Em Educaçao,1986.0,1
,,,,,,Telemática E Sistemas De Informação (dea),1984.0,1.0,Programa De Pos Geoquimica E Geotectonica,1999.0,1
,,,,,,Teologia,1974.0,1.0,Programa De Fisiologia E Bioquímica De Plantas,2004.0,1
,,,,,,Teologia,1978.0,1.0,Programa De Estudos Pós-graduados Em Psicologia Social,2011.0,1
,,,,,,Teologia,1981.0,1.0,Programa De Engenharia Química,2001.0,1
,,,,,,Teologia,1982.0,1.0,Programa De Engenharia Química,1994.0,1
,,,,,,Teologia,1994.0,1.0,Programa De Engenharia Da Coppe - Ufrj,2012.0,1
,,,,,,Tecnologia Nuclear,1989.0,1.0,Programa De Doutorado Integrado Em Zootecnia,2011.0,1
,,,,,,Tecnologia Nuclear,1990.0,1.0,Programa De Doutorado Integrado Em Zootecnia,2008.0,1
,,,,,,Tecnologia Nuclear,1991.0,1.0,Programa De Doutorado Integrado Em Zootecnia,2007.0,1
,,,,,,Tecnologia Nuclear - Reatores (tnr),1987.0,1.0,Programa De Doutorado Com Estágio No Exterior,2001.0,1
,,,,,,Tecnologia Nuclear - Tna,1985.0,1.0,Programa De Doutorado Com Estágio No Exterior,2000.0,1
,,,,,,Tecnologia Nuclear Aplicações - Química Analítica Ambiental,2000.0,1.0,Programa De Doctorado En Ciencias Matemáticas,1997.0,1
,,,,,,Tecnologia Nuclear Basica,1989.0,1.0,Programa De Pós Oceanografia Biológic,2004.0,1
,,,,,,Tecnologia Nuclear Básica,1976.0,1.0,Programa De Pós Matemática,1996.0,1
,,,,,,Administração De Empresas,2008.0,1.0,Programa De Pós Genética E Biologia M,1994.0,1
,,,,,,Teoria E História Literária,1978.0,1.0,Programa De Pós Física,2008.0,1
,,,,,,Teoria E História Literária,1985.0,1.0,Programa De Pós Farmacologia,2012.0,1
,,,,,,Teoria E História Literária,1989.0,1.0,Programa De Pós Engenharia Química,2000.0,1
,,,,,,Teoria E História Literária,1990.0,1.0,Programa De Pós Engenharia Mecânica,2010.0,1
,,,,,,Teoria E História Literária,1994.0,1.0,Programa De Pós Engenharia De Minas M,1990.0,1
,,,,,,Teoria E História Literária,1998.0,1.0,Programa De Pós Engenharia Civil,2008.0,1
,,,,,,Teoria Literaria,1977.0,1.0,Programa De Pós Economia,2009.0,1
,,,,,,Teoria Literária,1970.0,1.0,Programa De Pós Ecologia E Recursos N,1989.0,1
,,,,,,Tecnologias Ambientais,2009.0,1.0,Programa De Pós Ciências Veterinárias,2000.0,1
,,,,,,Tecnologias Energéticas E Nucleares,1997.0,1.0,Programa De Pós Ciências Sociais,1989.0,1
,,,,,,Tecnologias Energéticas Nucleares,1981.0,1.0,Programa De Pós Ciências,2011.0,1
,,,,,,Tecnologias Energéticas Nucleares,1987.0,1.0,Programa De Pós Botânica,1998.0,1
,,,,,,Tecnologias Energéticas Nucleares,1988.0,1.0,Programa De Pós Biotecnologia,2000.0,1
,,,,,,Tecnologias Energéticas Nucleares,1991.0,1.0,Programa De Pós-graduação Em Ciência Da Computação - Ufmg,2007.0,1
,,,,,,Tecnologias Energéticas Nucleares,2003.0,1.0,Programa De Pós-graduação Em Botânica,2002.0,1
,,,,,,Teologia Pastoral,1988.0,1.0,Programa De Pós-graduação Em Biologia Molecular,2012.0,1
,,,,,,Teoria Do Estado E Direito Constitucional,1992.0,1.0,Programa De Pós-graduação Em Biologia Molecular,2003.0,1
,,,,,,Teoria E História Literária,1977.0,1.0,Programa De Pós-graduação Em Biologia Celular E Molecular,2009.0,1
,,,,,,Administração Pública E Governo,2004.0,1.0,Programa De Pós-graduação De Genética E Biologia Molecular,2004.0,1
,,,,,,Administração Pública E Planej. Urbano,1985.0,1.0,Programa De Pós-graduaçao Em Zootencia-uem,2012.0,1
,,,,,,Administração Rural,1989.0,1.0,"Programa De Pós-graduaçao Em Desenvolvimento, Agricultura E Sociedade",2008.0,1
,,,,,,Administração Rural,1991.0,1.0,Programa De Pós Zoologia,2008.0,1
,,,,,,Aerodinamica,1969.0,1.0,Programa De Pós Urbanismo Prourb,2002.0,1
,,,,,,Aeronautics And Astronautics Engineering,1983.0,1.0,Programa De Pós Sociologia,2001.0,1
,,,,,,Aerospace Engineering,1978.0,1.0,Programa De Pós Química-ufscar,2011.0,1
,,,,,,Agricultura Tropical E Subtropical,1999.0,1.0,Programa De Pós Química-ufscar,2007.0,1
,,,,,,Agriculture,1979.0,1.0,Programa De Pós Química-ufscar,2006.0,1
,,,,,,Agrofloresteria Tropical,2000.0,1.0,Programa De Pós Química-ufscar,2003.0,1
,,,,,,Administração De Empresas,1999.0,1.0,Programa De Pós Química-ufscar,1991.0,1
,,,,,,Administração De Empresas,2001.0,1.0,Programa De Pós-graduação Em Engenharia De Materiais - Ppgem - Eel - Usp,2004.0,1
,,,,,,Administração De Empresas,2003.0,1.0,Programa De Pós-graduação Em Enfermagem,2013.0,1
,,,,,,Urban And Regional Studies,1989.0,1.0,Programa De Pós-graduação Em Enfermagem,2012.0,1
,,,,,,Urban Design,1978.0,1.0,Programa De Pós-graduação Em Economia,2008.0,1
,,,,,,Teoria Literária,1991.0,1.0,Programa De Pós-graduação Em Comunicação,2003.0,1
,,,,,,Teoria Psicanalítica,1990.0,1.0,Programa De Pós-graduação Em Ciências Veterinárias,2011.0,1
,,,,,,Teoria Psicanalítica,1997.0,1.0,Programa De Pós-graduação Em Ciências Veterinárias,2010.0,1
,,,,,,Teoria Y Historia Del Arte Arquitectura Y Ciudad,2001.0,1.0,Programa De Pós-graduação Em Ciências Veterinárias,2009.0,1
,,,,,,Teorias Da Comunicação E Da Cultura,1988.0,1.0,Programa De Pós-graduação Em Ciências Da Saúde,2013.0,1
,,,,,,Terapia Ocupacional,1984.0,1.0,Programa De Pós-graduação Em Ciências Da Saúde,2010.0,1
,,,,,,Tese De Licenciatura,1993.0,1.0,Programa De Pós-graduação Em Ciências Da Saúde,2008.0,1
,,,,,,Theoretical Physics,1987.0,1.0,Programa De Pós-graduação Em Ciências Da Saúde,2002.0,1
,,,,,,Theoretish Fysica,1979.0,1.0,Programa De Pós-graduação Em Ciências Biológicas-zoologia,2011.0,1
,,,,,,Théorie Et Histoire De L'architeture Et La Ville,2001.0,1.0,Programa De Pós-graduação Em Ciências,2010.0,1
,,,,,,Tocoginecologia,1990.0,1.0,Programa De Pós-graduação Em Ciência Política,2002.0,1
,,,,,,Tocoginecologia,1995.0,1.0,Programa De Pós-graduação Em Ciência E Engenharia De Materiais,2002.0,1
,,,,,,Tocoginecologia,2007.0,1.0,Programa De Pós-graduação Em Letras,2008.0,1
,,,,,,Teologia,1997.0,1.0,Programa De Pós-graduação Em Letras,1986.0,1
,,,,,,Veterinária,1984.0,1.0,Programa De Pós-graduação Em Imunologia Básica,2001.0,1
,,,,,,Veterinária,1985.0,1.0,Programa De Pós-graduação Em História Ufrgs,2011.0,1
,,,,,,Toxicologia,2007.0,1.0,Programa De Pós-graduação Em História Da Ufsc,2010.0,1
,,,,,,Toxicologia E Análises Toxicológicas,1985.0,1.0,Programa De Pós-graduação Em Geociências,2009.0,1
,,,,,,Toxicologia E Análises Toxicológicas,1989.0,1.0,Programa De Pós-graduação Em Geociências,2000.0,1
,,,,,,Toxicologia E Análises Toxicológicas,1998.0,1.0,Programa De Pós-graduação Em Física - Universidade Federal De Goiás,2008.0,1
,,,,,,Toxicologia E Análises Toxicológicas,1999.0,1.0,Programa De Pós-graduação Em Física - Ufscar,2004.0,1
,,,,,,Toxicologia E Análises Toxicológicas,2001.0,1.0,Programa De Pós-graduação Em Física,2007.0,1
,,,,,,Toxicologia E Análises Toxicológicas,2003.0,1.0,Programa De Pós-graduação Em Estudos Lingüísticos,2008.0,1
,,,,,,Toxicologia E Análises Toxicológicas,2004.0,1.0,Programa De Pós-graduação Em Estatística,2012.0,1
,,,,,,Transporte Aéreo E Aeroportos,1998.0,1.0,Programa De Pós-graduação Em Entomologia,2011.0,1
,,,,,,Transportes,2005.0,1.0,Programa De Pós-graduação Em Engenharia Química,2009.0,1
,,,,,,Tratamento Da Informação Espacial,1999.0,1.0,Programa De Pós-graduação Em Engenharia Mecânica,2001.0,1
,,,,,,Turismo,2001.0,1.0,Programa De Pós-graduação Em Engenharia Elétrica,2002.0,1
,,,,,,Técnicas Operatórias E Cirurgia Experimental,1990.0,1.0,Programa De Pós-graduação Em Química,1994.0,1
,,,,,,Universidade De São Paulo,1978.0,1.0,Programa De Pós-graduação Em Química,1989.0,1
,,,,,,Zoologia,1980.0,1.0,Programa De Pós-graduação Em Quimica,1991.0,1
,,,,,,Zoologia,1983.0,1.0,Programa De Pós-graduação Em Psiquiatria,1997.0,1
,,,,,,Urban Design,1979.0,1.0,Programa De Pós-graduação Em Psicologia Do Trabalho E Da Organização,1994.0,1
,,,,,,Urban Design,1992.0,1.0,Programa De Pós-graduação Em Psicologia,2013.0,1
,,,,,,Urban Design Ma,1992.0,1.0,Programa De Pós-graduação Em Psicologia,2010.0,1
,,,,,,Urban Development Planning,1990.0,1.0,Programa De Pós-graduação Em Produção Vegetal,2000.0,1
,,,,,,Urban Planning,1981.0,1.0,Programa De Pós-graduação Em Políticas Públicas Da Ufma,2003.0,1
,,,,,,Urbanisme Et Aménagement Du Territoire,1970.0,1.0,Programa De Pós-graduação Em Patologia Oral,1998.0,1
,,,,,,Urbanismo,1983.0,1.0,Programa De Pós-graduação Em Microbiologia Médica,2010.0,1
,,,,,,Urbanismo,1995.0,1.0,Programa De Pós-graduação Em Memória Social,2006.0,1
,,,,,,Urbanismo,2001.0,1.0,Programa De Pós-graduação Em Medicina Veterinária (capes 6),2002.0,1
,,,,,,Urbanismo,2002.0,1.0,Programa De Pós-graduação Em Literatura,2008.0,1
,,,,,,Usinas Termelétricas,1980.0,1.0,Programa De Pós-graduação Em Literatura,2007.0,1
,,,,,,Vegetable Crops,1976.0,1.0,Programa De Pós-graduação Em Lingüística,2005.0,1
,,,,,,Verkehrswesen,1975.0,1.0,Cardiologia,1991.0,1
,,,,,,Veterinary Preventive Medicine,1979.0,1.0,Cardiologia,1990.0,1
,,,,,,Zoologia,2006.0,1.0,Cardiologia,1984.0,1
,,,,,,Zoologia,2009.0,1.0,Programa De Pós-graduação Em Zootecnia,2011.0,1
,,,,,,Veterinária,1986.0,1.0,Programa De Pós-graduação Em Zootecnia,2010.0,1
,,,,,,Veterinária,1991.0,1.0,Programa De Pós-graduação Em Zoologia,2006.0,1
,,,,,,Veterinária,1994.0,1.0,Programa De Pós-graduação Em Zoologia,2002.0,1
,,,,,,Veterinária,1995.0,1.0,Programa De Pós-graduação Em Sociologia E Antropologia (conceito Capes 7),1998.0,1
,,,,,,Veterinária,1996.0,1.0,Programa De Pós-graduação Em Sociologia E Antropologia,2008.0,1
,,,,,,Veterinária,2001.0,1.0,Programa De Pós-graduação Em Sociologia E Antropologia,1994.0,1
,,,,,,Veterinária,2003.0,1.0,Programa De Pós-graduação Em Serviço Social,2011.0,1
,,,,,,Veterinária,2005.0,1.0,Programa De Pós-graduação Em Saúde Coletiva,2011.0,1
,,,,,,Veterinária,2007.0,1.0,Programa De Pós-graduação Em Química,2011.0,1
,,,,,,Virology,1989.0,1.0,Programa De Pós-graduação Em Química,2009.0,1
,,,,,,Virtual Reality,1996.0,1.0,Programa De Pós-graduação Em Química,2008.0,1
,,,,,,Zoologia,1972.0,1.0,Programa De Pós-graduação Em Química,2007.0,1
,,,,,,Zoologia,1977.0,1.0,Protein Crystallography And Molecular Modeling,2006.0,1
,,,,,,Zoologia,1979.0,1.0,Propar Programa De Pós Arquitetura,2000.0,1
,,,,,,Administração De Sistemas Educacioonais,1973.0,1.0,Prolam (programa De Pós-graduação De Integração Da,1999.0,1
,,,,,,Administração Dos Serviços De Enfermagem,1983.0,1.0,Projetos De Arquitetura Texto E Contexto,1987.0,1
,,,,,,Administração E Negócios,2006.0,1.0,Programa Pós-graduação Em Letras (conceito Capes 7),2004.0,1
,,,,,,Administração Em Serviços De Enfermagem,1979.0,1.0,Centre De Recherches Sur La Physique Des Hautes Te,1985.0,1
,,,,,,Administração Pública,1974.0,1.0,"Centrais, Redes E Sistemas Elétricos",1977.0,1
,,,,,,Administração Pública,1979.0,1.0,Center For Science Education,1989.0,1
,,,,,,Administração Pública,1991.0,1.0,Center For Dynamical Systems And Nonlinear Studies,1989.0,1
,,,,,,Administração Pública,2001.0,1.0,Cellular And Molecular Biology,1995.0,1
,,,,,,Administração Pública,2002.0,1.0,Cardiologia,2012.0,1
,,,,,,Administração,2009.0,1.0,Cardiologia,2009.0,1
,,,,,,Zoologia,1989.0,1.0,Cardiologia,2007.0,1
,,,,,,Zoologia,1990.0,1.0,Cardiologia,2003.0,1
,,,,,,Zoologia,1995.0,1.0,Cardiologia,1998.0,1
,,,,,,Zoologia,1997.0,1.0,Cardiologia,1995.0,1
,,,,,,Zoologia,2000.0,1.0,Psicologia,1978.0,1
,,,,,,Zoologia,2002.0,1.0,Psicologia,1974.0,1
,,,,,,Área De Cirurgia,1989.0,1.0,Psicologia,1969.0,1
,,,,,,Études Théâtrales,1987.0,1.0,Psicologia,1965.0,1
,,,,,, De Endodontia,1988.0,1.0,Psicofarmacologia Setor De Psicobiologia,1976.0,1
,,,,,, De Preparação À Carreira De Diplomata,1990.0,1.0,Psicobiologia,2011.0,1
,,,,,,Administração,1976.0,1.0,Psicobiologia,2010.0,1
,,,,,,Administração,1977.0,1.0,Psicobiologia,2007.0,1
,,,,,,Administração,1978.0,1.0,Psicobiologia,2004.0,1
,,,,,,Administração,1981.0,1.0,Psicobiologia,2001.0,1
,,,,,,Administração,1983.0,1.0,Psicobiologia,1990.0,1
,,,,,,Administração,1984.0,1.0,Psicobiologia,1989.0,1
,,,,,,Administração,1985.0,1.0,Psicobiologia,1987.0,1
,,,,,, De Pós Patologia,1997.0,1.0,Psicobiologia,1976.0,1
,,,,,,Zoologia De Vertebrados,2000.0,1.0,Pré História,1971.0,1
,,,,,,Zoologie,1980.0,1.0,Pré História,1970.0,1
,,,,,,Zootecnia,1963.0,1.0,Biotecnologia Vegetal E Bioprocessos,2011.0,1
,,,,,, De Pós Reumatologia,1979.0,1.0,Biotecnologia Vegetal E Bioprocessos,2007.0,1
,,,,,,Ciênicas,1995.0,1.0,Agronomia (ciências Do Solo),1999.0,1
,,,,,,Ciëncia E Engenharia De Materiais,1986.0,1.0,Agronomia (ciências Do Solo),1997.0,1
,,,,,,Ciëncia E Engenharia De Materiais,1991.0,1.0,Agronomia (ciências Do Solo),1996.0,1
,,,,,,Classics,1986.0,1.0,Agronomia (ciências Do Solo),1993.0,1
,,,,,,Ciências Veterinárias,1986.0,1.0,Agronomia (ciências Do Solo),1991.0,1
,,,,,,Ciências Veterinárias,1990.0,1.0,Agronomia (ciências Do Solo),1985.0,1
,,,,,, De Pós-graduação Em Artes Cênicas,1978.0,1.0,Agronomia (ciências Do Solo),1982.0,1
,,,,,, De Pós-graduação Em Direito- Mestrado E Doutorado,1984.0,1.0,Agronomia (agricultura),2011.0,1
,,,,,,Administracion De Servicios De Salud,1989.0,1.0,Agronomia (agricultura),2010.0,1
,,,,,,Administração,1975.0,1.0,Agronomia (agricultura),2009.0,1
,,,,,,Zootecnia (plantas Forrageiras),1986.0,1.0,Agronomia (agricultura),2004.0,1
,,,,,,Zootecnia (producao Animal),2006.0,1.0,Psicologia,1992.0,1
,,,,,,Zootecnia (producao Animal),2007.0,1.0,Psicologia,1989.0,1
